"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SKBIANCHE"
"FRIULI V.GIULIA";"Gorizia";"2";"Rappresentanze sindacali (richiesta minimale)";121685;58034;"81458";"39080";"45372";28099;"6610"
"FRIULI V.GIULIA";"Gorizia";"1";"Rappresentanze sindacali (richiesta massimale)";121685;58034;"81586";"39158";"36437";38121;"5553"
"TOSCANA";"Grosseto";"A";"Concessioni televisive nazionali";183818;88162;"119620";"58946";"51378";63824;"3124"
"TOSCANA";"Grosseto";"E";"Raccolta pubblicita' radiotelevisiva";183818;88162;"119531";"58891";"51609";63387;"3227"
"TOSCANA";"Grosseto";"D";"Interruzioni pubblicitarie";183818;88162;"119587";"58916";"52582";62923;"2978"
"TOSCANA";"Grosseto";"7";"Trattenute contributi sindacali";183818;88162;"117365";"57831";"56507";48743;"10104"
"TOSCANA";"Grosseto";"8";"Legge elettorale comuni";183818;88162;"117302";"57798";"52376";51578;"11256"
"TOSCANA";"Grosseto";"6";"Autorizzazione al commercio";183818;88162;"116975";"57584";"31502";72139;"11344"
"TOSCANA";"Grosseto";"5";"Privatizzazione RAI";183818;88162;"117442";"57850";"58405";47681;"9341"
"TOSCANA";"Grosseto";"4";"Soggiorno cautelare";183818;88162;"116950";"57576";"70974";28880;"14692"
"TOSCANA";"Grosseto";"3";"Contrattazione pubblico impiego";183818;88162;"116997";"57594";"75934";26588;"12082"
"TOSCANA";"Grosseto";"2";"Rappresentanze sindacali (richiesta minimale)";183818;88162;"116880";"57570";"73299";29474;"11719"
"TOSCANA";"Grosseto";"1";"Rappresentanze sindacali (richiesta massimale)";183818;88162;"117161";"57728";"52470";51863;"10497"
"TOSCANA";"Grosseto";"9";"Orari esercizi commerciali";183818;88162;"117111";"57676";"35463";69926;"9791"
"LIGURIA";"Imperia";"D";"Interruzioni pubblicitarie";192198;91009;"111530";"53388";"40479";67255;"2616"
"LIGURIA";"Imperia";"9";"Orari esercizi commerciali";192198;91009;"109542";"52432";"44981";52833;"9821"
"LIGURIA";"Imperia";"7";"Trattenute contributi sindacali";192198;91009;"109540";"52462";"63056";33807;"10656"
"LIGURIA";"Imperia";"1";"Rappresentanze sindacali (richiesta massimale)";192198;91009;"109460";"52412";"55267";39911;"11582"
"LIGURIA";"Imperia";"2";"Rappresentanze sindacali (richiesta minimale)";192198;91009;"109428";"52332";"61249";33190;"12609"
"LIGURIA";"Imperia";"3";"Contrattazione pubblico impiego";192198;91009;"109336";"52331";"63160";30638;"12909"
"LIGURIA";"Imperia";"4";"Soggiorno cautelare";192198;91009;"109749";"52554";"69572";26830;"10834"
"LIGURIA";"Imperia";"5";"Privatizzazione RAI";192198;91009;"109656";"52492";"55829";41983;"9871"
"LIGURIA";"Imperia";"6";"Autorizzazione al commercio";192198;91009;"109391";"52357";"39607";56216;"11251"
"LIGURIA";"Imperia";"E";"Raccolta pubblicita' radiotelevisiva";192198;91009;"111490";"53364";"38932";68465;"2907"
"LIGURIA";"Imperia";"A";"Concessioni televisive nazionali";192198;91009;"111532";"53396";"38732";68957;"2703"
"LIGURIA";"Imperia";"8";"Legge elettorale comuni";192198;91009;"109557";"52474";"54704";41588;"11107"
"ABRUZZI";"L'Aquila";"4";"Soggiorno cautelare";278907;135368;"132672";"65994";"62843";46347;"20040"
"ABRUZZI";"L'Aquila";"E";"Raccolta pubblicita' radiotelevisiva";278907;135368;"135411";"67394";"45315";82756;"5484"
"ABRUZZI";"L'Aquila";"1";"Rappresentanze sindacali (richiesta massimale)";278907;135368;"132790";"66074";"61131";51031;"17195"
"ABRUZZI";"L'Aquila";"3";"Contrattazione pubblico impiego";278907;135368;"132718";"66028";"71282";38864;"19254"
"ABRUZZI";"L'Aquila";"A";"Concessioni televisive nazionali";278907;135368;"135475";"67434";"45154";83116;"5219"
"ABRUZZI";"L'Aquila";"5";"Privatizzazione RAI";278907;135368;"133219";"66288";"54534";59724;"16194"
"ABRUZZI";"L'Aquila";"6";"Autorizzazione al commercio";278907;135368;"132895";"66126";"44708";66643;"18560"
"ABRUZZI";"L'Aquila";"8";"Legge elettorale comuni";278907;135368;"133069";"66232";"61782";49609;"18659"
"ABRUZZI";"L'Aquila";"D";"Interruzioni pubblicitarie";278907;135368;"135464";"67419";"46324";82251;"5246"
"ABRUZZI";"L'Aquila";"9";"Orari esercizi commerciali";278907;135368;"133049";"66181";"46516";68051;"15954"
"ABRUZZI";"L'Aquila";"7";"Trattenute contributi sindacali";278907;135368;"133067";"66262";"67804";45232;"16638"
"ABRUZZI";"L'Aquila";"2";"Rappresentanze sindacali (richiesta minimale)";278907;135368;"132716";"66022";"68618";42097;"18832"
"LIGURIA";"La Spezia";"3";"Contrattazione pubblico impiego";198585;94596;"124915";"62121";"83831";27969;"11141"
"LIGURIA";"La Spezia";"8";"Legge elettorale comuni";198585;94596;"125326";"62337";"50212";62959;"10297"
"LIGURIA";"La Spezia";"2";"Rappresentanze sindacali (richiesta minimale)";198585;94596;"124941";"62133";"81072";31005;"10741"
"LIGURIA";"La Spezia";"4";"Soggiorno cautelare";198585;94596;"125108";"62228";"80056";29823;"13080"
"LIGURIA";"La Spezia";"5";"Privatizzazione RAI";198585;94596;"125527";"62441";"70245";45256;"8270"
"LIGURIA";"La Spezia";"6";"Autorizzazione al commercio";198585;94596;"125090";"62193";"33907";79321;"10021"
"LIGURIA";"La Spezia";"7";"Trattenute contributi sindacali";198585;94596;"125343";"62353";"58219";56116;"9340"
"LIGURIA";"La Spezia";"9";"Orari esercizi commerciali";198585;94596;"125214";"62265";"38094";76719;"8813"
"LIGURIA";"La Spezia";"D";"Interruzioni pubblicitarie";198585;94596;"127101";"63251";"65875";57488;"2725"
"LIGURIA";"La Spezia";"1";"Rappresentanze sindacali (richiesta massimale)";198585;94596;"125033";"62189";"52178";61206;"9588"
"LIGURIA";"La Spezia";"E";"Raccolta pubblicita' radiotelevisiva";198585;94596;"127064";"63220";"64746";58052;"3067"
"LIGURIA";"La Spezia";"A";"Concessioni televisive nazionali";198585;94596;"127101";"63233";"64187";58880;"2873"
"LAZIO";"Latina";"D";"Interruzioni pubblicitarie";416578;203516;"229490";"114626";"67947";151425;"7459"
"LAZIO";"Latina";"E";"Raccolta pubblicita' radiotelevisiva";416578;203516;"229405";"114577";"66890";151802;"7861"
"LAZIO";"Latina";"9";"Orari esercizi commerciali";416578;203516;"227002";"113253";"79664";120657;"22454"
"LAZIO";"Latina";"7";"Trattenute contributi sindacali";416578;203516;"227067";"113356";"120544";77647;"24580"
"LAZIO";"Latina";"A";"Concessioni televisive nazionali";416578;203516;"229480";"114619";"65315";153536;"7935"
"LAZIO";"Latina";"8";"Legge elettorale comuni";416578;203516;"227163";"113383";"109419";87565;"25640"
"LAZIO";"Latina";"5";"Privatizzazione RAI";416578;203516;"227140";"113378";"95704";103725;"23143"
"LAZIO";"Latina";"4";"Soggiorno cautelare";416578;203516;"226696";"113112";"115804";78312;"27370"
"LAZIO";"Latina";"3";"Contrattazione pubblico impiego";416578;203516;"226894";"113118";"125147";68790;"27566"
"LAZIO";"Latina";"2";"Rappresentanze sindacali (richiesta minimale)";416578;203516;"226703";"113133";"121138";73476;"27169"
"LAZIO";"Latina";"1";"Rappresentanze sindacali (richiesta massimale)";416578;203516;"226885";"113175";"110523";86688;"24441"
"SICILIA";"Agrigento";"5";"Privatizzazione RAI";455292;224700;"169995";"87797";"61088";74109;"27590"
"SICILIA";"Agrigento";"E";"Raccolta pubblicita' radiotelevisiva";455292;224700;"170630";"88176";"49462";106331;"11952"
"SICILIA";"Agrigento";"D";"Interruzioni pubblicitarie";455292;224700;"170637";"88181";"50711";105548;"9758"
"SICILIA";"Agrigento";"9";"Orari esercizi commerciali";455292;224700;"169990";"87782";"57149";79679;"26297"
"SICILIA";"Agrigento";"7";"Trattenute contributi sindacali";455292;224700;"169975";"87785";"77050";56660;"29110"
"SICILIA";"Agrigento";"A";"Concessioni televisive nazionali";455292;224700;"170614";"88160";"49879";105602;"11176"
"SICILIA";"Agrigento";"4";"Soggiorno cautelare";455292;224700;"169906";"87736";"59621";70694;"31850"
"SICILIA";"Agrigento";"3";"Contrattazione pubblico impiego";455292;224700;"169853";"87705";"77483";52621;"31134"
"SICILIA";"Agrigento";"2";"Rappresentanze sindacali (richiesta minimale)";455292;224700;"169863";"87713";"74584";56269;"30446"
"SICILIA";"Agrigento";"1";"Rappresentanze sindacali (richiesta massimale)";455292;224700;"169887";"87734";"69521";63885;"27988"
"SICILIA";"Agrigento";"8";"Legge elettorale comuni";455292;224700;"169970";"87786";"68744";63909;"29918"
"SICILIA";"Agrigento";"6";"Autorizzazione al commercio";455292;224700;"169931";"87756";"57031";74772;"30663"
"PIEMONTE";"Alessandria";"5";"Privatizzazione RAI";374646;181112;"238773";"119038";"125023";90203;"19710"
"PIEMONTE";"Alessandria";"E";"Raccolta pubblicita' radiotelevisiva";374646;181112;"241533";"120247";"97759";133858;"7383"
"PIEMONTE";"Alessandria";"A";"Concessioni televisive nazionali";374646;181112;"241325";"120219";"96781";135232;"6889"
"PIEMONTE";"Alessandria";"8";"Legge elettorale comuni";374646;181112;"238138";"118626";"109923";100274;"24116"
"PIEMONTE";"Alessandria";"D";"Interruzioni pubblicitarie";374646;181112;"241327";"120152";"100337";132367;"6492"
"PIEMONTE";"Alessandria";"9";"Orari esercizi commerciali";374646;181112;"238108";"118572";"88824";124800;"20715"
"LAZIO";"Latina";"6";"Autorizzazione al commercio";416578;203516;"226789";"113149";"76448";118705;"26418"
"PUGLIA";"Lecce";"5";"Privatizzazione RAI";681651;325542;"293904";"142990";"98946";134741;"54550"
"PUGLIA";"Lecce";"E";"Raccolta pubblicita' radiotelevisiva";681651;325542;"299206";"145430";"89954";188879;"16190"
"PUGLIA";"Lecce";"D";"Interruzioni pubblicitarie";681651;325542;"299373";"145805";"91895";188493;"15339"
"PUGLIA";"Lecce";"9";"Orari esercizi commerciali";681651;325542;"294026";"142971";"85614";152916;"50145"
"PUGLIA";"Lecce";"7";"Trattenute contributi sindacali";681651;325542;"293696";"142886";"130816";100947;"55985"
"PUGLIA";"Lecce";"A";"Concessioni televisive nazionali";681651;325542;"299102";"145686";"90027";189341;"15820"
"PUGLIA";"Lecce";"1";"Rappresentanze sindacali (richiesta massimale)";681651;325542;"293713";"142716";"118434";113805;"54232"
"PUGLIA";"Lecce";"6";"Autorizzazione al commercio";681651;325542;"293703";"142849";"84171";144012;"59438"
"PUGLIA";"Lecce";"4";"Soggiorno cautelare";681651;325542;"293209";"142714";"113309";111687;"61819"
"PUGLIA";"Lecce";"3";"Contrattazione pubblico impiego";681651;325542;"293448";"142714";"131101";93949;"61805"
"PUGLIA";"Lecce";"2";"Rappresentanze sindacali (richiesta minimale)";681651;325542;"293365";"142688";"127027";99567;"60076"
"PUGLIA";"Lecce";"8";"Legge elettorale comuni";681651;325542;"293872";"142994";"116527";112714;"58634"
"TOSCANA";"Livorno";"8";"Legge elettorale comuni";291226;138766;"195712";"96995";"64477";115289;"13699"
"TOSCANA";"Livorno";"2";"Rappresentanze sindacali (richiesta minimale)";291226;138766;"195066";"96646";"134489";43936;"14336"
"TOSCANA";"Livorno";"9";"Orari esercizi commerciali";291226;138766;"195655";"96885";"55155";127217;"11503"
"TOSCANA";"Livorno";"D";"Interruzioni pubblicitarie";291226;138766;"198512";"98349";"114247";79704;"3364"
"TOSCANA";"Livorno";"7";"Trattenute contributi sindacali";291226;138766;"195824";"97033";"82038";99232;"12595"
"TOSCANA";"Livorno";"E";"Raccolta pubblicita' radiotelevisiva";291226;138766;"198398";"98334";"113508";79619;"3949"
"TOSCANA";"Livorno";"A";"Concessioni televisive nazionali";291226;138766;"198695";"98475";"113102";80505;"3439"
"TOSCANA";"Livorno";"5";"Privatizzazione RAI";291226;138766;"196055";"97155";"115773";67466;"10862"
"TOSCANA";"Livorno";"3";"Contrattazione pubblico impiego";291226;138766;"195044";"96631";"139688";38989;"14382"
"TOSCANA";"Livorno";"1";"Rappresentanze sindacali (richiesta massimale)";291226;138766;"195155";"96693";"74496";105012;"13173"
"TOSCANA";"Livorno";"4";"Soggiorno cautelare";291226;138766;"195068";"96616";"111739";57833;"2616"
"TOSCANA";"Livorno";"6";"Autorizzazione al commercio";291226;138766;"195310";"96690";"47345";132868;"13016"
"TOSCANA";"Lucca";"A";"Concessioni televisive nazionali";330814;157283;"199665";"97900";"84046";107613;"5250"
"TOSCANA";"Lucca";"E";"Raccolta pubblicita' radiotelevisiva";330814;157283;"199662";"97818";"84647";106874;"5746"
"TOSCANA";"Lucca";"D";"Interruzioni pubblicitarie";330814;157283;"199791";"97960";"86622";106016;"5069"
"TOSCANA";"Lucca";"7";"Trattenute contributi sindacali";330814;157283;"196052";"96041";"101038";73600;"17878"
"TOSCANA";"Lucca";"8";"Legge elettorale comuni";330814;157283;"183399";"89787";"88198";85169;"19012"
"TOSCANA";"Lucca";"6";"Autorizzazione al commercio";330814;157283;"195735";"95839";"63906";109180;"18743"
"TOSCANA";"Lucca";"4";"Soggiorno cautelare";330814;157283;"195853";"95893";"120182";52760;"19030"
"TOSCANA";"Lucca";"3";"Contrattazione pubblico impiego";330814;157283;"195320";"95729";"110934";59730;"20722"
"TOSCANA";"Lucca";"2";"Rappresentanze sindacali (richiesta minimale)";330814;157283;"195439";"95751";"107071";63697;"20282"
"TOSCANA";"Lucca";"1";"Rappresentanze sindacali (richiesta massimale)";330814;157283;"195498";"95789";"92620";80209;"18282"
"TOSCANA";"Lucca";"5";"Privatizzazione RAI";330814;157283;"196494";"96316";"89501";87609;"15909"
"TOSCANA";"Lucca";"9";"Orari esercizi commerciali";330814;157283;"196056";"95984";"69786";106561;"16121"
"MARCHE";"Macerata";"3";"Contrattazione pubblico impiego";253499;121956;"152206";"76535";"79786";49656;"19572"
"MARCHE";"Macerata";"2";"Rappresentanze sindacali (richiesta minimale)";253499;121956;"151884";"76361";"76925";53453;"18855"
"MARCHE";"Macerata";"9";"Orari esercizi commerciali";253499;121956;"152919";"76842";"49155";85899;"15167"
"MARCHE";"Macerata";"7";"Trattenute contributi sindacali";253499;121956;"152888";"76905";"72797";60116;"17023"
"MARCHE";"Macerata";"A";"Concessioni televisive nazionali";253499;121956;"154530";"77740";"65430";80537;"6540"
"MARCHE";"Macerata";"8";"Legge elettorale comuni";253499;121956;"152574";"76762";"65429";65900;"18487"
"MARCHE";"Macerata";"6";"Autorizzazione al commercio";253499;121956;"152072";"76436";"45934";85770;"17817"
"MARCHE";"Macerata";"4";"Soggiorno cautelare";253499;121956;"152319";"76557";"83831";45461;"19809"
"MARCHE";"Macerata";"1";"Rappresentanze sindacali (richiesta massimale)";253499;121956;"151918";"76387";"64398";67838;"17022"
"MARCHE";"Macerata";"D";"Interruzioni pubblicitarie";253499;121956;"165631";"83393";"67230";79041;"6423"
"MARCHE";"Macerata";"E";"Raccolta pubblicita' radiotelevisiva";253499;121956;"154460";"77700";"65979";79519;"6989"
"MARCHE";"Macerata";"5";"Privatizzazione RAI";253499;121956;"153074";"76836";"65679";68672;"15682"
"LOMBARDIA";"Mantova";"8";"Legge elettorale comuni";311950;149114;"208594";"102173";"84357";100731;"20985"
"LOMBARDIA";"Mantova";"9";"Orari esercizi commerciali";311950;149114;"208565";"102102";"64348";124160;"17920"
"LOMBARDIA";"Mantova";"E";"Raccolta pubblicita' radiotelevisiva";311950;149114;"211407";"103510";"103783";98424;"7112"
"LOMBARDIA";"Mantova";"7";"Trattenute contributi sindacali";311950;149114;"208685";"102237";"95702";92260;"18444"
"LOMBARDIA";"Mantova";"4";"Soggiorno cautelare";311950;149114;"208439";"102460";"120652";52864;"31953"
"LOMBARDIA";"Mantova";"2";"Rappresentanze sindacali (richiesta minimale)";311950;149114;"208120";"101856";"126138";58703;"20770"
"LOMBARDIA";"Mantova";"5";"Privatizzazione RAI";311950;149114;"208929";"102353";"122518";67695;"16332"
"LOMBARDIA";"Mantova";"D";"Interruzioni pubblicitarie";311950;149114;"211292";"103540";"105321";97889;"6546"
"LOMBARDIA";"Mantova";"A";"Concessioni televisive nazionali";311950;149114;"208200";"101955";"101189";101645;"6768"
"LOMBARDIA";"Mantova";"6";"Autorizzazione al commercio";311950;149114;"208384";"102013";"59480";126154;"20265"
"LOMBARDIA";"Mantova";"3";"Contrattazione pubblico impiego";311950;149114;"207986";"101829";"129357";54522;"21446"
"LOMBARDIA";"Mantova";"1";"Rappresentanze sindacali (richiesta massimale)";311950;149114;"208200";"101955";"84706";101594;"19207"
"TOSCANA";"Massa-Carrara";"E";"Raccolta pubblicita' radiotelevisiva";177689;84685;"101019";"49581";"46321";50284;"2868"
"TOSCANA";"Massa-Carrara";"3";"Contrattazione pubblico impiego";177689;84685;"98880";"48529";"59768";26005;"10689"
"TOSCANA";"Massa-Carrara";"4";"Soggiorno cautelare";177689;84685;"98978";"48605";"63570";22927;"10206"
"TOSCANA";"Massa-Carrara";"5";"Privatizzazione RAI";177689;84685;"99238";"48766";"46783";41992;"8398"
"TOSCANA";"Massa-Carrara";"6";"Autorizzazione al commercio";177689;84685;"98902";"48557";"31457";55036;"10027"
"TOSCANA";"Massa-Carrara";"1";"Rappresentanze sindacali (richiesta massimale)";177689;84685;"98942";"48568";"47065";39858;"9569"
"TOSCANA";"Massa-Carrara";"8";"Legge elettorale comuni";177689;84685;"99057";"48696";"42301";44527;"9901"
"TOSCANA";"Massa-Carrara";"A";"Concessioni televisive nazionali";177689;84685;"101104";"49629";"45833";51076;"2736"
"TOSCANA";"Massa-Carrara";"7";"Trattenute contributi sindacali";177689;84685;"99076";"48697";"47586";40378;"8951"
"TOSCANA";"Massa-Carrara";"9";"Orari esercizi commerciali";177689;84685;"99074";"48687";"34351";53798;"8732"
"TOSCANA";"Massa-Carrara";"D";"Interruzioni pubblicitarie";177689;84685;"101063";"49607";"47236";50020;"2584"
"TOSCANA";"Massa-Carrara";"2";"Rappresentanze sindacali (richiesta minimale)";177689;84685;"98815";"48551";"57778";28149;"10367"
"BASILICATA";"Matera";"A";"Concessioni televisive nazionali";167075;82262;"72675";"38026";"28985";37553;"3686"
"BASILICATA";"Matera";"1";"Rappresentanze sindacali (richiesta massimale)";167075;82262;"71767";"37337";"28876";31260;"8552"
"BASILICATA";"Matera";"2";"Rappresentanze sindacali (richiesta minimale)";167075;82262;"71681";"37465";"34068";25090;"9411"
"BASILICATA";"Matera";"3";"Contrattazione pubblico impiego";167075;82262;"71672";"37464";"34960";23814;"9695"
"BASILICATA";"Matera";"4";"Soggiorno cautelare";167075;82262;"71603";"37402";"28597";28839;"10875"
"BASILICATA";"Matera";"5";"Privatizzazione RAI";167075;82262;"71769";"37504";"28510";31855;"8564"
"BASILICATA";"Matera";"8";"Legge elettorale comuni";167075;82262;"72811";"38545";"28042";31458;"9192"
"BASILICATA";"Matera";"7";"Trattenute contributi sindacali";167075;82262;"71884";"37598";"33607";27020;"8455"
"BASILICATA";"Matera";"9";"Orari esercizi commerciali";167075;82262;"71775";"37490";"24732";36114;"8224"
"BASILICATA";"Matera";"D";"Interruzioni pubblicitarie";167075;82262;"72669";"38028";"29639";37128;"3692"
"BASILICATA";"Matera";"E";"Raccolta pubblicita' radiotelevisiva";167075;82262;"72651";"38012";"28780";37796;"3856"
"BASILICATA";"Matera";"6";"Autorizzazione al commercio";167075;82262;"71717";"37451";"23968";35348;"9411"
"SICILIA";"Messina";"6";"Autorizzazione al commercio";568246;271607;"287840";"144708";"90375";131777;"53814"
"SICILIA";"Messina";"E";"Raccolta pubblicita' radiotelevisiva";568246;271607;"290790";"146064";"70923";194742;"17934"
"SICILIA";"Messina";"D";"Interruzioni pubblicitarie";568246;271607;"290939";"146403";"74995";209700;"17704"
"SICILIA";"Messina";"9";"Orari esercizi commerciali";568246;271607;"288329";"144924";"94717";136880;"45045"
"SICILIA";"Messina";"7";"Trattenute contributi sindacali";568246;271607;"288059";"144817";"131052";96003;"48373"
"SICILIA";"Messina";"8";"Legge elettorale comuni";568246;271607;"288035";"144590";"113825";109370;"52142"
"SICILIA";"Messina";"5";"Privatizzazione RAI";568246;271607;"288131";"144865";"99079";129675;"47920"
"SICILIA";"Messina";"4";"Soggiorno cautelare";568246;271607;"287754";"144646";"98725";122699;"53767"
"SICILIA";"Messina";"3";"Contrattazione pubblico impiego";568246;271607;"287724";"144660";"124723";94444;"56116"
"SICILIA";"Messina";"2";"Rappresentanze sindacali (richiesta minimale)";568246;271607;"287901";"144757";"101229";85036;"54969"
"SICILIA";"Messina";"1";"Rappresentanze sindacali (richiesta massimale)";568246;271607;"287785";"144713";"116236";108980;"49902"
"SICILIA";"Messina";"A";"Concessioni televisive nazionali";568246;271607;"290936";"146404";"71141";192839;"18793"
"LOMBARDIA";"Milano";"5";"Privatizzazione RAI";3168193;1509540;"2127629";"1035143";"1263741";749528;"91453"
"LOMBARDIA";"Milano";"E";"Raccolta pubblicita' radiotelevisiva";3168193;1509540;"2155035";"1048222";"879807";1231181;"29314"
"LOMBARDIA";"Milano";"1";"Rappresentanze sindacali (richiesta massimale)";3168193;1509540;"2112728";"1028241";"1075268";894137;"114780"
"LOMBARDIA";"Milano";"2";"Rappresentanze sindacali (richiesta minimale)";3168193;1509540;"2110531";"1026878";"1307047";646682;"127624"
"LOMBARDIA";"Milano";"3";"Contrattazione pubblico impiego";3168193;1509540;"2110027";"1026660";"1347694";600134;"132453"
"LOMBARDIA";"Milano";"4";"Soggiorno cautelare";3168193;1509540;"2116181";"1029403";"1408779";532771;"144994"
"LOMBARDIA";"Milano";"6";"Autorizzazione al commercio";3168193;1509540;"2114618";"1028086";"702234";1264203;"121067"
"LOMBARDIA";"Milano";"D";"Interruzioni pubblicitarie";3168193;1509540;"2156346";"1049029";"885816";1233405;"24605"
"LOMBARDIA";"Milano";"7";"Trattenute contributi sindacali";3168193;1509540;"2120932";"1031889";"1223601";765123;"108109"
"LOMBARDIA";"Milano";"8";"Legge elettorale comuni";3168193;1509540;"2125788";"1034137";"1063003";922045;"115684"
"LOMBARDIA";"Milano";"A";"Concessioni televisive nazionali";3168193;1509540;"2156621";"1049092";"851346";1263630;"26335"
"LOMBARDIA";"Milano";"9";"Orari esercizi commerciali";3168193;1509540;"2119778";"1030502";"795200";1204027;"98346"
"EMILIA ROMAGNA";"Modena";"D";"Interruzioni pubblicitarie";519085;249401;"374433";"183493";"221858";141641;"8779"
"EMILIA ROMAGNA";"Modena";"2";"Rappresentanze sindacali (richiesta minimale)";519085;249401;"369730";"181110";"242929";97410;"25760"
"EMILIA ROMAGNA";"Modena";"3";"Contrattazione pubblico impiego";519085;249401;"369640";"181053";"251678";87736;"26360"
"EMILIA ROMAGNA";"Modena";"4";"Soggiorno cautelare";519085;249401;"369942";"181242";"219926";95421;"49606"
"EMILIA ROMAGNA";"Modena";"5";"Privatizzazione RAI";519085;249401;"371294";"181944";"241265";107068;"20023"
"EMILIA ROMAGNA";"Modena";"6";"Autorizzazione al commercio";519085;249401;"370140";"181284";"95266";245926;"25543"
"EMILIA ROMAGNA";"Modena";"E";"Raccolta pubblicita' radiotelevisiva";519085;249401;"374338";"183490";"217004";144906;"9975"
"EMILIA ROMAGNA";"Modena";"8";"Legge elettorale comuni";519085;249401;"370780";"181670";"121598";219615;"26413"
"EMILIA ROMAGNA";"Modena";"A";"Concessioni televisive nazionali";519085;249401;"374455";"183529";"213894";148529;"9433"
"EMILIA ROMAGNA";"Modena";"7";"Trattenute contributi sindacali";519085;249401;"370535";"181565";"142606";201990;"23011"
"EMILIA ROMAGNA";"Modena";"9";"Orari esercizi commerciali";519085;249401;"370468";"181409";"99079";246280;"21986"
"EMILIA ROMAGNA";"Modena";"1";"Rappresentanze sindacali (richiesta massimale)";519085;249401;"369825";"181141";"124988";217537;"23400"
"CAMPANIA";"Napoli";"7";"Trattenute contributi sindacali";2363671;1145457;"1024483";"529056";"514924";392710;"94983"
"CAMPANIA";"Napoli";"2";"Rappresentanze sindacali (richiesta minimale)";2363671;1145457;"1022989";"528233";"515778";378810;"103183"
"CAMPANIA";"Napoli";"E";"Raccolta pubblicita' radiotelevisiva";2363671;1145457;"1033171";"533460";"397157";589749;"29165"
"CAMPANIA";"Napoli";"9";"Orari esercizi commerciali";2363671;1145457;"1024435";"528700";"336814";584723;"82790"
"CAMPANIA";"Napoli";"A";"Concessioni televisive nazionali";2363671;1145457;"1033307";"533385";"395793";592939;"28793"
"CAMPANIA";"Napoli";"8";"Legge elettorale comuni";2363671;1145457;"1025377";"529480";"419419";487246;"96951"
"CAMPANIA";"Napoli";"6";"Autorizzazione al commercio";2363671;1145457;"1023831";"528457";"331771";570241;"99307"
"CAMPANIA";"Napoli";"5";"Privatizzazione RAI";2363671;1145457;"1025352";"529424";"410172";504711;"89084"
"CAMPANIA";"Napoli";"4";"Soggiorno cautelare";2363671;1145457;"1023503";"528311";"394940";495777;"108196"
"CAMPANIA";"Napoli";"3";"Contrattazione pubblico impiego";2363671;1145457;"1022967";"528195";"541100";351653;"105804"
"CAMPANIA";"Napoli";"1";"Rappresentanze sindacali (richiesta massimale)";2363671;1145457;"1023222";"528319";"431476";473059;"93412"
"CAMPANIA";"Napoli";"D";"Interruzioni pubblicitarie";2363671;1145457;"1033415";"533391";"402048";589074;"27599"
"PIEMONTE";"Novara";"7";"Trattenute contributi sindacali";284168;135161;"190835";"92987";"103713";66728;"16878"
"PIEMONTE";"Novara";"6";"Autorizzazione al commercio";284168;135161;"190300";"92697";"67378";100397;"18954"
"PIEMONTE";"Novara";"1";"Rappresentanze sindacali (richiesta massimale)";284168;135161;"190270";"92814";"87280";81304;"17609"
"PIEMONTE";"Novara";"2";"Rappresentanze sindacali (richiesta minimale)";284168;135161;"190148";"92638";"97030";69693;"19513"
"PIEMONTE";"Novara";"3";"Contrattazione pubblico impiego";284168;135161;"190012";"92583";"103919";62041;"20204"
"PIEMONTE";"Novara";"4";"Soggiorno cautelare";284168;135161;"190781";"92990";"119797";50002;"17443"
"PIEMONTE";"Novara";"D";"Interruzioni pubblicitarie";284168;135161;"193329";"94316";"74682";111805;"4883"
"PIEMONTE";"Novara";"8";"Legge elettorale comuni";284168;135161;"190731";"92957";"95189";72716;"18866"
"PIEMONTE";"Novara";"9";"Orari esercizi commerciali";284168;135161;"190587";"92888";"74837";96795;"15915"
"PIEMONTE";"Novara";"A";"Concessioni televisive nazionali";284168;135161;"197361";"94353";"71277";114988;"5114"
"PIEMONTE";"Novara";"E";"Raccolta pubblicita' radiotelevisiva";284168;135161;"193223";"94274";"72754";112837;"5675"
"PIEMONTE";"Novara";"5";"Privatizzazione RAI";284168;135161;"191011";"93090";"101394";70845;"15524"
"SARDEGNA";"Nuoro";"3";"Contrattazione pubblico impiego";230126;113864;"92515";"45697";"50072";29982;"10225"
"SARDEGNA";"Nuoro";"D";"Interruzioni pubblicitarie";230126;113864;"93925";"46471";"44819";47158;"3435"
"SARDEGNA";"Nuoro";"9";"Orari esercizi commerciali";230126;113864;"92639";"45744";"30071";52746;"7992"
"SARDEGNA";"Nuoro";"7";"Trattenute contributi sindacali";230126;113864;"93007";"45942";"42505";39479;"8813"
"SARDEGNA";"Nuoro";"A";"Concessioni televisive nazionali";230126;113864;"93670";"46335";"43865";44833;"3561"
"SARDEGNA";"Nuoro";"8";"Legge elettorale comuni";230126;113864;"92897";"45893";"36782";43555;"10074"
"SARDEGNA";"Nuoro";"6";"Autorizzazione al commercio";230126;113864;"92893";"45874";"28222";53062;"9086"
"SARDEGNA";"Nuoro";"4";"Soggiorno cautelare";230126;113864;"92437";"45666";"42595";36775;"10777"
