"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SKBIANCHE"
"CAMPANIA";"Salerno";"1";"Rappresentanze sindacali (richiesta massimale)";883969;429606;"411053";"206979";"170049";172646;"56801"
"CAMPANIA";"Salerno";"7";"Trattenute contributi sindacali";883969;429606;"381738";"192068";"195842";148098;"57973"
"CAMPANIA";"Salerno";"4";"Soggiorno cautelare";883969;429606;"410056";"206147";"169862";168766;"61599"
"SARDEGNA";"Sassari";"7";"Trattenute contributi sindacali";384678;188870;"195818";"97704";"97989";75792;"18688"
"SARDEGNA";"Sassari";"1";"Rappresentanze sindacali (richiesta massimale)";384678;188870;"195648";"97666";"89013";83257;"13520"
"SARDEGNA";"Sassari";"2";"Rappresentanze sindacali (richiesta minimale)";384678;188870;"195520";"97605";"100013";69810;"21718"
"SARDEGNA";"Sassari";"3";"Contrattazione pubblico impiego";384678;188870;"195493";"97616";"103719";65564;"22175"
"SARDEGNA";"Sassari";"4";"Soggiorno cautelare";384678;188870;"195306";"97429";"91024";77522;"22820"
"SARDEGNA";"Sassari";"5";"Privatizzazione RAI";384678;188870;"195897";"97744";"86456";87722;"18530"
"SARDEGNA";"Sassari";"6";"Autorizzazione al commercio";384678;188870;"195530";"97530";"65908";104653;"21244"
"SARDEGNA";"Sassari";"A";"Concessioni televisive nazionali";384678;188870;"198662";"99231";"75123";114861;"6076"
"SARDEGNA";"Sassari";"9";"Orari esercizi commerciali";384678;188870;"195808";"97598";"69650";105249;"17482"
"SARDEGNA";"Sassari";"D";"Interruzioni pubblicitarie";384678;188870;"198455";"99027";"76838";113775;"5829"
"SARDEGNA";"Sassari";"E";"Raccolta pubblicita' radiotelevisiva";384678;188870;"198382";"99010";"75132";114664;"6287"
"SARDEGNA";"Sassari";"8";"Legge elettorale comuni";384678;188870;"195795";"97696";"87230";84176;"20915"
"LIGURIA";"Savona ";"9";"Orari esercizi commerciali";252776;118975;"166510";"80547";"62526";88245;"13002"
"LIGURIA";"Savona ";"D";"Interruzioni pubblicitarie";252776;118975;"168736";"81773";"76113";86710;"4323"
"LIGURIA";"Savona ";"7";"Trattenute contributi sindacali";252776;118975;"166557";"80658";"87680";61529;"14233"
"LIGURIA";"Savona ";"A";"Concessioni televisive nazionali";252776;118975;"168754";"81763";"73205";89014;"4368"
"LIGURIA";"Savona ";"8";"Legge elettorale comuni";252776;118975;"166648";"80682";"77448";70673;"15347"
"LIGURIA";"Savona ";"6";"Autorizzazione al commercio";252776;118975;"166295";"80478";"52644";95355;"15083"
"LIGURIA";"Savona ";"5";"Privatizzazione RAI";252776;118975;"166815";"80761";"91385";59812;"12689"
"LIGURIA";"Savona ";"4";"Soggiorno cautelare";252776;118975;"166313";"80484";"105072";41269;"16690"
"LIGURIA";"Savona ";"3";"Contrattazione pubblico impiego";252776;118975;"166016";"80354";"101360";44034;"17090"
"LIGURIA";"Savona ";"2";"Rappresentanze sindacali (richiesta minimale)";252776;118975;"166069";"80397";"98534";47340;"16654"
"LIGURIA";"Savona ";"1";"Rappresentanze sindacali (richiesta massimale)";252776;118975;"166170";"80437";"77118";70181;"15295"
"LIGURIA";"Savona ";"E";"Raccolta pubblicita' radiotelevisiva";252776;118975;"168668";"81717";"74609";87409;"4723"
"TOSCANA";"Siena";"7";"Trattenute contributi sindacali";213423;102340;"143532";"72127";"53637";75133;"13232"
"TOSCANA";"Siena";"9";"Orari esercizi commerciali";213423;102340;"143299";"71930";"36470";92636;"12294"
"TOSCANA";"Siena";"2";"Rappresentanze sindacali (richiesta minimale)";213423;102340;"142987";"71923";"90438";36575;"13921"
"TOSCANA";"Siena";"D";"Interruzioni pubblicitarie";213423;102340;"146198";"73475";"88418";52176;"4446"
"TOSCANA";"Siena";"8";"Legge elettorale comuni";213423;102340;"143583";"72151";"46616";81043;"13827"
"TOSCANA";"Siena";"6";"Autorizzazione al commercio";213423;102340;"143281";"71917";"32951";94812;"13619"
"TOSCANA";"Siena";"5";"Privatizzazione RAI";213423;102340;"143704";"72205";"83095";47572;"11244"
"TOSCANA";"Siena";"3";"Contrattazione pubblico impiego";213423;102340;"142944";"71826";"94217";32259;"14237"
"TOSCANA";"Siena";"1";"Rappresentanze sindacali (richiesta massimale)";213423;102340;"143138";"71959";"47836";80064;"12945"
"TOSCANA";"Siena";"E";"Raccolta pubblicita' radiotelevisiva";213423;102340;"146224";"73449";"85904";53719;"4861"
"TOSCANA";"Siena";"4";"Soggiorno cautelare";213423;102340;"142816";"71715";"75011";40565;"24736"
"TOSCANA";"Siena";"A";"Concessioni televisive nazionali";213423;102340;"146254";"73523";"86419";53892;"4450"
"SICILIA";"Siracusa";"2";"Rappresentanze sindacali (richiesta minimale)";343326;168662;"168802";"85985";"82289";59185;"22014"
"SICILIA";"Siracusa";"3";"Contrattazione pubblico impiego";343326;168662;"168801";"83592";"85462";55475;"22580"
"SICILIA";"Siracusa";"4";"Soggiorno cautelare";343326;168662;"168843";"86020";"64274";76731;"22559"
"SICILIA";"Siracusa";"5";"Privatizzazione RAI";343326;168662;"169028";"86120";"66458";78343;"19479"
"SICILIA";"Siracusa";"6";"Autorizzazione al commercio";343326;168662;"168867";"86019";"60194";81669;"22085"
"SICILIA";"Siracusa";"E";"Raccolta pubblicita' radiotelevisiva";343326;168662;"170150";"86745";"50438";110564;"5695"
"SICILIA";"Siracusa";"D";"Interruzioni pubblicitarie";343326;168662;"170158";"86736";"51696";109999;"5448"
"SICILIA";"Siracusa";"8";"Legge elettorale comuni";343326;168662;"168982";"86094";"75692";66930;"21293"
"SICILIA";"Siracusa";"9";"Orari esercizi commerciali";343326;168662;"168889";"85995";"63432";82835;"18319"
"SICILIA";"Siracusa";"A";"Concessioni televisive nazionali";343326;168662;"170137";"86709";"49972";110704;"5713"
"SICILIA";"Siracusa";"7";"Trattenute contributi sindacali";343326;168662;"169009";"86121";"85495";58699;"19870"
"SICILIA";"Siracusa";"1";"Rappresentanze sindacali (richiesta massimale)";343326;168662;"168848";"86022";"77712";65899;"19898"
"LOMBARDIA";"Sondrio";"A";"Concessioni televisive nazionali";151375;73714;"80375";"40026";"29540";47583;"2442"
"LOMBARDIA";"Sondrio";"7";"Trattenute contributi sindacali";151375;73714;"79281";"39521";"42330";29459;"6345"
"LOMBARDIA";"Sondrio";"8";"Legge elettorale comuni";151375;73714;"79145";"39458";"38269";31681;"7910"
"LOMBARDIA";"Sondrio";"E";"Raccolta pubblicita' radiotelevisiva";151375;73714;"80193";"39975";"29893";46685;"2800"
"LOMBARDIA";"Sondrio";"D";"Interruzioni pubblicitarie";151375;73714;"80247";"40002";"30577";46624;"2427"
"LOMBARDIA";"Sondrio";"6";"Autorizzazione al commercio";151375;73714;"79447";"39623";"26546";43730;"7303"
"LOMBARDIA";"Sondrio";"1";"Rappresentanze sindacali (richiesta massimale)";151375;73714;"78980";"39368";"37066";33815;"6821"
"LOMBARDIA";"Sondrio";"2";"Rappresentanze sindacali (richiesta minimale)";151375;73714;"78801";"39270";"38106";31671;"7772"
"LOMBARDIA";"Sondrio";"5";"Privatizzazione RAI";151375;73714;"79363";"39579";"43022";29462;"5763"
"LOMBARDIA";"Sondrio";"4";"Soggiorno cautelare";151375;73714;"79260";"39497";"52307";18669;"6885"
"LOMBARDIA";"Sondrio";"3";"Contrattazione pubblico impiego";151375;73714;"78904";"39321";"40916";28379;"8107"
"LOMBARDIA";"Sondrio";"9";"Orari esercizi commerciali";151375;73714;"79157";"39436";"30121";41586;"6461"
"PUGLIA";"Taranto";"D";"Interruzioni pubblicitarie";474397;229960;"232968";"119883";"75047";145360;"8027"
"PUGLIA";"Taranto";"1";"Rappresentanze sindacali (richiesta massimale)";474397;229960;"229216";"117961";"97495";97283;"28668"
"PUGLIA";"Taranto";"2";"Rappresentanze sindacali (richiesta minimale)";474397;229960;"229701";"118340";"111932";79503;"30768"
"PUGLIA";"Taranto";"3";"Contrattazione pubblico impiego";474397;229960;"340176";"229152";"115390";75236;"32084"
"PUGLIA";"Taranto";"4";"Soggiorno cautelare";474397;229960;"229321";"117901";"93297";95104;"33810"
"PUGLIA";"Taranto";"5";"Privatizzazione RAI";474397;229960;"229448";"118134";"91496";104555;"27265"
"PUGLIA";"Taranto";"6";"Autorizzazione al commercio";474397;229960;"229361";"117986";"72446";119910;"30469"
"PUGLIA";"Taranto";"8";"Legge elettorale comuni";474397;229960;"229650";"118253";"96144";97333;"29866"
"PUGLIA";"Taranto";"A";"Concessioni televisive nazionali";474397;229960;"232884";"119778";"76127";153206;"8408"
"PUGLIA";"Taranto";"9";"Orari esercizi commerciali";474397;229960;"229531";"117710";"26161";116977;"25514"
"PUGLIA";"Taranto";"E";"Raccolta pubblicita' radiotelevisiva";474397;229960;"232709";"119791";"73677";145903;"8497"
"PUGLIA";"Taranto";"7";"Trattenute contributi sindacali";474397;229960;"229485";"118135";"111242";83946;"28160"
"ABRUZZI";"Teramo";"1";"Rappresentanze sindacali (richiesta massimale)";248556;122166;"132754";"67545";"56689";55263;"17288"
"ABRUZZI";"Teramo";"7";"Trattenute contributi sindacali";248556;122166;"132871";"67509";"62155";50239;"18009"
"ABRUZZI";"Teramo";"2";"Rappresentanze sindacali (richiesta minimale)";248556;122166;"132673";"67437";"68415";41624;"19232"
"ABRUZZI";"Teramo";"4";"Soggiorno cautelare";248556;122166;"132585";"67381";"62852";44624;"21495"
"ABRUZZI";"Teramo";"5";"Privatizzazione RAI";248556;122166;"132878";"67267";"59462";53573;"16970"
"ABRUZZI";"Teramo";"A";"Concessioni televisive nazionali";248556;122166;"134688";"68426";"50138";76431;"5952"
"ABRUZZI";"Teramo";"6";"Autorizzazione al commercio";248556;122166;"132724";"67418";"44186";66164;"19231"
"ABRUZZI";"Teramo";"8";"Legge elettorale comuni";248556;122166;"132866";"67621";"57313";53368;"18939"
"ABRUZZI";"Teramo";"E";"Raccolta pubblicita' radiotelevisiva";248556;122166;"134668";"68434";"50311";76309;"6041"
"ABRUZZI";"Teramo";"D";"Interruzioni pubblicitarie";248556;122166;"134278";"68128";"51349";75622;"5701"
"ABRUZZI";"Teramo";"3";"Contrattazione pubblico impiego";248556;122166;"132672";"67505";"70976";38598;"19961"
"ABRUZZI";"Teramo";"9";"Orari esercizi commerciali";248556;122166;"132769";"67478";"46103";67496;"16317"
"UMBRIA";"Terni";"3";"Contrattazione pubblico impiego";192459;92057;"120615";"60629";"70873";34974;"12129"
"UMBRIA";"Terni";"D";"Interruzioni pubblicitarie";192459;92057;"123196";"61949";"56673";62050;"2932"
"UMBRIA";"Terni";"E";"Raccolta pubblicita' radiotelevisiva";192459;92057;"123138";"61938";"56365";61743;"3260"
"UMBRIA";"Terni";"7";"Trattenute contributi sindacali";192459;92057;"121116";"60942";"55991";52524;"9993"
"UMBRIA";"Terni";"A";"Concessioni televisive nazionali";192459;92057;"123194";"61950";"56019";62599;"3054"
"UMBRIA";"Terni";"8";"Legge elettorale comuni";192459;92057;"120994";"60838";"48042";58826;"11450"
"UMBRIA";"Terni";"6";"Autorizzazione al commercio";192459;92057;"120744";"60655";"32471";74053;"11580"
"UMBRIA";"Terni";"5";"Privatizzazione RAI";192459;92057;"121134";"60904";"56358";52808;"9572"
"UMBRIA";"Terni";"4";"Soggiorno cautelare";192459;92057;"120538";"60545";"59466";40478;"17374"
"UMBRIA";"Terni";"2";"Rappresentanze sindacali (richiesta minimale)";192459;92057;"120742";"60760";"67784";38338;"11595"
"UMBRIA";"Terni";"1";"Rappresentanze sindacali (richiesta massimale)";192459;92057;"120774";"60734";"51398";56061;"10531"
"UMBRIA";"Terni";"9";"Orari esercizi commerciali";192459;92057;"120909";"59576";"35012";73782;"9777"
"PIEMONTE";"Torino";"3";"Contrattazione pubblico impiego";1893802;910175;"1196773";"593680";"662901";421023;"88257"
"PIEMONTE";"Torino";"E";"Raccolta pubblicita' radiotelevisiva";1893802;910175;"1216290";"603098";"542922";635770;"24812"
"PIEMONTE";"Torino";"9";"Orari esercizi commerciali";1893802;910175;"1203011";"596265";"453171";674779;"57864"
"PIEMONTE";"Torino";"1";"Rappresentanze sindacali (richiesta massimale)";1893802;910175;"1198061";"594373";"539224";559165;"75852"
"PIEMONTE";"Torino";"2";"Rappresentanze sindacali (richiesta minimale)";1893802;910175;"1197285";"593973";"635082";454226;"83930"
"PIEMONTE";"Torino";"4";"Soggiorno cautelare";1893802;910175;"1200457";"595240";"724531";379810;"74120"
"PIEMONTE";"Torino";"5";"Privatizzazione RAI";1893802;910175;"1204927";"597608";"642633";483699;"59955"
"PIEMONTE";"Torino";"6";"Autorizzazione al commercio";1893802;910175;"1200497";"595057";"409951";697242;"72657"
"PIEMONTE";"Torino";"7";"Trattenute contributi sindacali";1893802;910175;"1201241";"595926";"643956";465057;"71412"
"PIEMONTE";"Torino";"D";"Interruzioni pubblicitarie";1893802;910175;"1217292";"603566";"560063";625251;"20638"
"PIEMONTE";"Torino";"8";"Legge elettorale comuni";1893802;910175;"1204759";"597601";"549425";560241;"74567"
"PIEMONTE";"Torino";"A";"Concessioni televisive nazionali";1893802;910175;"1217357";"603670";"535652";646469;"22269"
"SICILIA";"Trapani";"9";"Orari esercizi commerciali";369167;177764;"183658";"94196";"60540";89087;"27275"
"SICILIA";"Trapani";"E";"Raccolta pubblicita' radiotelevisiva";369167;177764;"184870";"94862";"48329";118960;"12075"
"SICILIA";"Trapani";"1";"Rappresentanze sindacali (richiesta massimale)";369167;177764;"183513";"94124";"79147";66115;"29558"
"SICILIA";"Trapani";"2";"Rappresentanze sindacali (richiesta minimale)";369167;177764;"183482";"94097";"83151";59351;"32936"
"SICILIA";"Trapani";"D";"Interruzioni pubblicitarie";369167;177764;"184873";"94829";"49782";118008;"11840"
"SICILIA";"Trapani";"3";"Contrattazione pubblico impiego";369167;177764;"183701";"94200";"85396";56359;"33669"
"SICILIA";"Trapani";"4";"Soggiorno cautelare";369167;177764;"183657";"94119";"68325";74676;"32678"
"SICILIA";"Trapani";"5";"Privatizzazione RAI";369167;177764;"183667";"94214";"66593";81027;"28987"
"SICILIA";"Trapani";"6";"Autorizzazione al commercio";369167;177764;"183680";"94153";"58985";84649;"32278"
"SICILIA";"Trapani";"8";"Legge elettorale comuni";369167;177764;"183617";"94179";"78377";66278;"31596"
"SICILIA";"Trapani";"A";"Concessioni televisive nazionali";369167;177764;"185865";"94830";"48291";118676;"12381"
"SICILIA";"Trapani";"7";"Trattenute contributi sindacali";369167;177764;"183621";"94186";"87669";58527;"30161"
"TRENTINO A.ADIGE";"Trento";"7";"Trattenute contributi sindacali";386214;185904;"245719";"120459";"126702";96172;"19430"
"TRENTINO A.ADIGE";"Trento";"3";"Contrattazione pubblico impiego";386214;185904;"244465";"119902";"123042";92898;"24147"
"TRENTINO A.ADIGE";"Trento";"1";"Rappresentanze sindacali (richiesta massimale)";386214;185904;"244591";"119956";"105447";114306;"20599"
"TRENTINO A.ADIGE";"Trento";"2";"Rappresentanze sindacali (richiesta minimale)";386214;185904;"244309";"119737";"118184";98854;"23201"
"TRENTINO A.ADIGE";"Trento";"4";"Soggiorno cautelare";386214;185904;"246429";"120929";"168485";57088;"17089"
"TRENTINO A.ADIGE";"Trento";"9";"Orari esercizi commerciali";386214;185904;"246093";"120548";"90086";135889;"17132"
"TRENTINO A.ADIGE";"Trento";"5";"Privatizzazione RAI";386214;185904;"246422";"120856";"122839";103438;"16765"
"TRENTINO A.ADIGE";"Trento";"E";"Raccolta pubblicita' radiotelevisiva";386214;185904;"250156";"122786";"117605";121264;"8755"
"TRENTINO A.ADIGE";"Trento";"D";"Interruzioni pubblicitarie";386214;185904;"250553";"122795";"121076";119730;"7336"
"TRENTINO A.ADIGE";"Trento";"8";"Legge elettorale comuni";386214;185904;"244445";"119275";"110873";108134;"22687"
"TRENTINO A.ADIGE";"Trento";"6";"Autorizzazione al commercio";386214;185904;"245946";"120418";"79757";142501;"19762"
"TRENTINO A.ADIGE";"Trento";"A";"Concessioni televisive nazionali";386214;185904;"250473";"122922";"115285";124885;"7634"
"VENETO";"Treviso";"D";"Interruzioni pubblicitarie";642118;310091;"429085";"211174";"201013";215373;"9949"
"VENETO";"Treviso";"1";"Rappresentanze sindacali (richiesta massimale)";642118;310091;"424129";"208632";"200641";189183;"28549"
"VENETO";"Treviso";"A";"Concessioni televisive nazionali";642118;310091;"429445";"211401";"192164";223478;"10102"
"VENETO";"Treviso";"6";"Autorizzazione al commercio";642118;310091;"425164";"209061";"139900";251668;"28039"
"VENETO";"Treviso";"8";"Legge elettorale comuni";642118;310091;"426070";"209631";"204793";186315;"29332"
"VENETO";"Treviso";"7";"Trattenute contributi sindacali";642118;310091;"425480";"209337";"238166";155423;"26436"
"VENETO";"Treviso";"9";"Orari esercizi commerciali";642118;310091;"425591";"209276";"144898";252235;"23583"
"VENETO";"Treviso";"2";"Rappresentanze sindacali (richiesta minimale)";642118;310091;"423735";"208350";"215549";170895;"31951"
"VENETO";"Treviso";"3";"Contrattazione pubblico impiego";642118;310091;"424075";"208532";"225902";158640;"33772"
"VENETO";"Treviso";"E";"Raccolta pubblicita' radiotelevisiva";642118;310091;"428840";"211085";"196010";217579;"11851"
"VENETO";"Treviso";"4";"Soggiorno cautelare";642118;310091;"426146";"209700";"311808";84040;"25370"
"VENETO";"Treviso";"5";"Privatizzazione RAI";642118;310091;"426086";"209659";"243563";153824;"23776"
"FRIULI V.GIULIA";"Udine";"A";"Concessioni televisive nazionali";476333;229326;"265352";"130858";"107577";148583;"6547"
"FRIULI V.GIULIA";"Udine";"E";"Raccolta pubblicita' radiotelevisiva";476333;229326;"265121";"130748";"108994";146180;"7400"
"FRIULI V.GIULIA";"Udine";"D";"Interruzioni pubblicitarie";476333;229326;"265411";"130869";"114737";142378;"6098"
"FRIULI V.GIULIA";"Udine";"8";"Legge elettorale comuni";476333;229326;"260382";"128380";"131863";103347;"21184"
"FRIULI V.GIULIA";"Udine";"9";"Orari esercizi commerciali";476333;229326;"260536";"128383";"105093";135198;"16738"
"FRIULI V.GIULIA";"Udine";"7";"Trattenute contributi sindacali";476333;229326;"260552";"128540";"144672";94208;"17973"
"FRIULI V.GIULIA";"Udine";"1";"Rappresentanze sindacali (richiesta massimale)";476333;229326;"259501";"127948";"123620";112145;"19352"
"FRIULI V.GIULIA";"Udine";"2";"Rappresentanze sindacali (richiesta minimale)";476333;229326;"259168";"127810";"134178";98970;"21691"
"FRIULI V.GIULIA";"Udine";"4";"Soggiorno cautelare";476333;229326;"260539";"128513";"171585";66105;"18955"
"FRIULI V.GIULIA";"Udine";"5";"Privatizzazione RAI";476333;229326;"261190";"128819";"136674";104546;"16502"
"FRIULI V.GIULIA";"Udine";"3";"Contrattazione pubblico impiego";476333;229326;"259007";"127741";"140431";91252;"22845"
"FRIULI V.GIULIA";"Udine";"6";"Autorizzazione al commercio";476333;229326;"260129";"128209";"93511";142750;"19929"
"LOMBARDIA";"Varese";"A";"Concessioni televisive nazionali";677142;323047;"447356";"219473";"177323";257091;"8837"
"LOMBARDIA";"Varese";"E";"Raccolta pubblicita' radiotelevisiva";677142;323047;"445011";"217308";"181707";251479;"9696"
"LOMBARDIA";"Varese";"9";"Orari esercizi commerciali";677142;323047;"441419";"216315";"173390";235120;"27160"
"LOMBARDIA";"Varese";"8";"Legge elettorale comuni";677142;323047;"441522";"216460";"222239";178731;"33968"
"LOMBARDIA";"Varese";"D";"Interruzioni pubblicitarie";677142;323047;"447359";"219426";"186740";249010;"8175"
"LOMBARDIA";"Varese";"6";"Autorizzazione al commercio";677142;323047;"440804";"215942";"156665";244656;"32693"
"LOMBARDIA";"Varese";"5";"Privatizzazione RAI";677142;323047;"442382";"217067";"249596";160879;"25678"
"LOMBARDIA";"Varese";"4";"Soggiorno cautelare";677142;323047;"442045";"216785";"310361";95797;"29605"
"LOMBARDIA";"Varese";"3";"Contrattazione pubblico impiego";677142;323047;"439421";"215430";"249613";144921;"37481"
"LOMBARDIA";"Varese";"2";"Rappresentanze sindacali (richiesta minimale)";677142;323047;"439474";"215523";"244101";152297;"35609"
"LOMBARDIA";"Varese";"1";"Rappresentanze sindacali (richiesta massimale)";677142;323047;"439743";"215600";"220814";179719;"32792"
"LOMBARDIA";"Varese";"7";"Trattenute contributi sindacali";677142;323047;"441192";"224820";"254167";150171;"30523"
"VENETO";"Venezia";"1";"Rappresentanze sindacali (richiesta massimale)";700428;336744;"482238";"237956";"223762";207424;"31206"
"VENETO";"Venezia";"2";"Rappresentanze sindacali (richiesta minimale)";700428;336744;"470257";"232103";"266591";160341;"35870"
"VENETO";"Venezia";"3";"Contrattazione pubblico impiego";700428;336744;"470027";"231978";"279334";145957;"36386"
"VENETO";"Venezia";"6";"Autorizzazione al commercio";700428;336744;"471303";"232354";"159072";270382;"33415"
"VENETO";"Venezia";"8";"Legge elettorale comuni";700428;336744;"472760";"233314";"220879";211803;"32998"
"VENETO";"Venezia";"A";"Concessioni televisive nazionali";700428;336744;"477864";"235876";"214032";248656;"10589"
"VENETO";"Venezia";"7";"Trattenute contributi sindacali";700428;336744;"471605";"232851";"252831";181895;"30161"
"VENETO";"Venezia";"9";"Orari esercizi commerciali";700428;336744;"472699";"232627";"169356";267879;"28299"
"VENETO";"Venezia";"D";"Interruzioni pubblicitarie";700428;336744;"477744";"235828";"217766";235268;"10315"
"VENETO";"Venezia";"E";"Raccolta pubblicita' radiotelevisiva";700428;336744;"466658";"230323";"218741";243130;"11293"
"VENETO";"Venezia";"4";"Soggiorno cautelare";700428;336744;"472175";"233046";"321140";109136;"33950"
"VENETO";"Venezia";"5";"Privatizzazione RAI";700428;336744;"472961";"233354";"256068";183089;"26818"
"PIEMONTE";"Vercelli";"6";"Autorizzazione al commercio";158240;75507;"103815";"51085";"34015";55708;"12068"
"PIEMONTE";"Vercelli";"E";"Raccolta pubblicita' radiotelevisiva";158240;75507;"105273";"51825";"38094";62071;"3776"
"PIEMONTE";"Vercelli";"A";"Concessioni televisive nazionali";158240;75507;"105256";"51816";"37490";62905;"3624"
"PIEMONTE";"Vercelli";"9";"Orari esercizi commerciali";158240;75507;"103944";"51143";"37646";54374;"10254"
"PIEMONTE";"Vercelli";"8";"Legge elettorale comuni";158240;75507;"103973";"51171";"47562";42046;"12359"
"PIEMONTE";"Vercelli";"7";"Trattenute contributi sindacali";158240;75507;"103789";"51105";"53715";37242;"10951"
"PIEMONTE";"Vercelli";"5";"Privatizzazione RAI";158240;75507;"104061";"51223";"52275";39829;"10088"
"PIEMONTE";"Vercelli";"4";"Soggiorno cautelare";158240;75507;"103902";"51129";"61992";28122;"11668"
"PIEMONTE";"Vercelli";"3";"Contrattazione pubblico impiego";158240;75507;"103632";"51014";"52937";35292;"13060"
"PIEMONTE";"Vercelli";"2";"Rappresentanze sindacali (richiesta minimale)";158240;75507;"103651";"51019";"51179";37644;"12532"
"PIEMONTE";"Vercelli";"1";"Rappresentanze sindacali (richiesta massimale)";158240;75507;"103714";"51060";"45766";44247;"11371"
"PIEMONTE";"Vercelli";"D";"Interruzioni pubblicitarie";158240;75507;"105239";"51813";"39043";61566;"3487"
"VENETO";"Verona";"A";"Concessioni televisive nazionali";653564;314310;"457095";"224173";"191925";247734;"13207"
"VENETO";"Verona";"2";"Rappresentanze sindacali (richiesta minimale)";653564;314310;"448900";"220245";"238684";163843;"39852"
"VENETO";"Verona";"E";"Raccolta pubblicita' radiotelevisiva";653564;314310;"456869";"223954";"196137";242201;"14592"
"VENETO";"Verona";"D";"Interruzioni pubblicitarie";653564;314310;"456996";"224133";"202571";238260;"12774"
"VENETO";"Verona";"9";"Orari esercizi commerciali";653564;314310;"451210";"221308";"163942";251621;"30529"
"VENETO";"Verona";"7";"Trattenute contributi sindacali";653564;314310;"450699";"221147";"252836";157697;"34781"
"VENETO";"Verona";"6";"Autorizzazione al commercio";653564;314310;"450683";"221076";"151248";257374;"35956"
"VENETO";"Verona";"5";"Privatizzazione RAI";653564;314310;"435993";"214243";"238927";176493;"30799"
"VENETO";"Verona";"3";"Contrattazione pubblico impiego";653564;314310;"448772";"220263";"248694";151918;"31687"
"VENETO";"Verona";"8";"Legge elettorale comuni";653564;314310;"450991";"221406";"222894";183941;"38066"
"VENETO";"Verona";"4";"Soggiorno cautelare";653564;314310;"451736";"221774";"325884";88369;"31828"
"VENETO";"Verona";"1";"Rappresentanze sindacali (richiesta massimale)";653564;314310;"448985";"220273";"217690";188983;"23926"
"VENETO";"Vicenza";"5";"Privatizzazione RAI";638287;308453;"429172";"209657";"211254";145665;"24763"
"VENETO";"Vicenza";"E";"Raccolta pubblicita' radiotelevisiva";638287;308453;"432773";"216856";"200208";216415;"12438"
"VENETO";"Vicenza";"D";"Interruzioni pubblicitarie";638287;308453;"432944";"211582";"205746";213306;"10651"
"VENETO";"Vicenza";"9";"Orari esercizi commerciali";638287;308453;"428900";"209325";"138853";260999;"23950"
"VENETO";"Vicenza";"7";"Trattenute contributi sindacali";638287;308453;"428188";"209105";"225761";168789;"28981"
"VENETO";"Vicenza";"A";"Concessioni televisive nazionali";638287;308453;"432498";"211390";"196396";221754;"11038"
"VENETO";"Vicenza";"6";"Autorizzazione al commercio";638287;308453;"428461";"209068";"129998";263846;"29124"
"VENETO";"Vicenza";"4";"Soggiorno cautelare";638287;308453;"429066";"209548";"312270";85573;"26045"
"VENETO";"Vicenza";"3";"Contrattazione pubblico impiego";638287;308453;"424664";"208304";"217302";168395;"35136"
"VENETO";"Vicenza";"2";"Rappresentanze sindacali (richiesta minimale)";638287;308453;"426928";"208409";"209251";178224;"33680"
"VENETO";"Vicenza";"8";"Legge elettorale comuni";638287;308453;"440335";"215105";"198409";193433;"31503"
"VENETO";"Vicenza";"1";"Rappresentanze sindacali (richiesta massimale)";638287;308453;"426831";"208432";"185382";194926;"29846"
"LAZIO";"Viterbo";"4";"Soggiorno cautelare";238616;115642;"145367";"72403";"74093";44259;"23381"
"LAZIO";"Viterbo";"E";"Raccolta pubblicita' radiotelevisiva";238616;115642;"148549";"74015";"50005";90634;"6132"
"LAZIO";"Viterbo";"D";"Interruzioni pubblicitarie";238616;115642;"148619";"74075";"51503";89694;"5803"
"LAZIO";"Viterbo";"9";"Orari esercizi commerciali";238616;115642;"145878";"72631";"45512";79796;"17394"
"LAZIO";"Viterbo";"7";"Trattenute contributi sindacali";238616;115642;"145875";"72729";"75040";48833;"18532"
"LAZIO";"Viterbo";"A";"Concessioni televisive nazionali";238616;115642;"148636";"74078";"50140";90592;"6646"
"LAZIO";"Viterbo";"8";"Legge elettorale comuni";238616;115642;"145847";"72687";"66944";55200;"20573"
"LAZIO";"Viterbo";"5";"Privatizzazione RAI";238616;115642;"145983";"72777";"65177";59975;"17820"
"LAZIO";"Viterbo";"3";"Contrattazione pubblico impiego";238616;115642;"145389";"72465";"84843";35665;"21363"
"LAZIO";"Viterbo";"2";"Rappresentanze sindacali (richiesta minimale)";238616;115642;"145381";"72457";"82643";38452;"20866"
"LAZIO";"Viterbo";"1";"Rappresentanze sindacali (richiesta massimale)";238616;115642;"145521";"72520";"68615";54603;"18310"
"LAZIO";"Viterbo";"6";"Autorizzazione al commercio";238616;115642;"145665";"72547";"42682";79549;"20242"
"FRIULI V.GIULIA";"Trieste";"2";"Rappresentanze sindacali (richiesta minimale)";227735;105005;"140275";"66583";"84909";43152;"9537"
"FRIULI V.GIULIA";"Trieste";"D";"Interruzioni pubblicitarie";227735;105005;"143523";"68078";"53674";86197;"2220"
"FRIULI V.GIULIA";"Trieste";"1";"Rappresentanze sindacali (richiesta massimale)";227735;105005;"140349";"66681";"77851";51274;"8366"
