"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SCHEDE_BIANCHE"
"PUGLIA";"BARI";"1";"Responsabilita' civile del giudice";1145958;555039;"619961";"318879";"405202";118699;"59340"
"PUGLIA";"BARI";"2";"Commissione inquirente";1145958;555039;"619905";"318966";"430900";95083;"57843"
"PUGLIA";"BARI";"4";"Contributi enti locali";1145958;555039;"619596";"318625";"405346";116306;"61637"
"PUGLIA";"BARI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";1145958;555039;"619921";"318864";"374078";154719;"55229"
"PUGLIA";"BARI";"3";"Localizzazione centrali nucleari";1145958;555039;"619635";"318606";"414314";111571;"50823"
"VENETO";"BELLUNO";"1";"Responsabilita' civile del giudice";189251;90184;"95847";"48553";"64205";18503;"8617"
"VENETO";"BELLUNO";"2";"Commissione inquirente";189251;90184;"95916";"48589";"68204";14943;"8387"
"VENETO";"BELLUNO";"3";"Localizzazione centrali nucleari";189251;90184;"95855";"48536";"62343";21008;"8205"
"VENETO";"BELLUNO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";189251;90184;"96014";"48589";"56791";27128;"7718"
"VENETO";"BELLUNO";"4";"Contributi enti locali";189251;90184;"95830";"48511";"60652";21889;"8003"
"CAMPANIA";"BENEVENTO";"1";"Responsabilita' civile del giudice";245532;119738;"114383";"59968";"71324";20161;"16126"
"CAMPANIA";"BENEVENTO";"2";"Commissione inquirente";245532;119738;"114410";"59991";"74428";17471;"15919"
"CAMPANIA";"BENEVENTO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";245532;119738;"114388";"59974";"64524";27597;"15379"
"CAMPANIA";"BENEVENTO";"4";"Contributi enti locali";245532;119738;"114282";"59969";"70784";20011;"16746"
"CAMPANIA";"BENEVENTO";"3";"Localizzazione centrali nucleari";245532;119738;"114382";"59970";"72416";19092;"16261"
"LOMBARDIA";"BERGAMO";"4";"Contributi enti locali";719191;347265;"589678";"286216";"383558";122305;"62393"
"LOMBARDIA";"BERGAMO";"2";"Commissione inquirente";719191;347265;"589156";"285965";"424753";83770;"59680"
"LOMBARDIA";"BERGAMO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";719191;347265;"589770";"286382";"307056";204716;"56673"
"LOMBARDIA";"BERGAMO";"3";"Localizzazione centrali nucleari";719191;347265;"589766";"286293";"395041";113826;"59643"
"LOMBARDIA";"BERGAMO";"1";"Responsabilita' civile del giudice";719191;347265;"589402";"286086";"393937";112421;"61254"
"EMILIA-ROMAGNA";"BOLOGNA";"2";"Commissione inquirente";774825;366687;"610918";"297217";"494258";66026;"36731"
"EMILIA-ROMAGNA";"BOLOGNA";"1";"Responsabilita' civile del giudice";774825;366687;"610807";"297187";"458410";100241;"38040"
"EMILIA-ROMAGNA";"BOLOGNA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";774825;366687;"611036";"297306";"422069";140141;"34914"
"EMILIA-ROMAGNA";"BOLOGNA";"4";"Contributi enti locali";774825;366687;"610868";"297324";"455468";103524;"38430"
"EMILIA-ROMAGNA";"BOLOGNA";"3";"Localizzazione centrali nucleari";774825;366687;"610833";"297131";"457784";101976;"36817"
"LOMBARDIA";"BRESCIA";"1";"Responsabilita' civile del giudice";825395;395962;"596348";"290221";"391275";113125;"67586"
"LOMBARDIA";"BRESCIA";"3";"Localizzazione centrali nucleari";825395;395962;"587864";"286287";"382269";125935;"65180"
"LOMBARDIA";"BRESCIA";"2";"Commissione inquirente";825395;395962;"597490";"290730";"415069";92047;"65977"
"LOMBARDIA";"BRESCIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";825395;395962;"596924";"290545";"323464";187780;"62042"
"LOMBARDIA";"BRESCIA";"4";"Contributi enti locali";825395;395962;"596668";"282674";"373180";130729;"69320"
"PUGLIA";"BRINDISI";"1";"Responsabilita' civile del giudice";308039;147957;"193277";"95454";"131538";31179;"19724"
"PUGLIA";"BRINDISI";"2";"Commissione inquirente";308039;147957;"193298";"95469";"137918";25641;"19528"
"PUGLIA";"BRINDISI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";308039;147957;"193281";"95453";"128421";35946;"18569"
"PUGLIA";"BRINDISI";"4";"Contributi enti locali";308039;147957;"193283";"95453";"135519";27205;"20195"
"PUGLIA";"BRINDISI";"3";"Localizzazione centrali nucleari";308039;147957;"193283";"95453";"138132";26008;"19166"
"MOLISE";"CAMPOBASSO";"1";"Responsabilita' civile del giudice";213723;104654;"114863";"58413";"75707";17926;"14350"
"MOLISE";"CAMPOBASSO";"2";"Commissione inquirente";213723;104654;"114863";"58413";"78569";15502;"13996"
"MOLISE";"CAMPOBASSO";"4";"Contributi enti locali";213723;104654;"114863";"58413";"75683";17462;"14774"
"MOLISE";"CAMPOBASSO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";213723;104654;"114863";"58413";"69588";25131;"13635"
"MOLISE";"CAMPOBASSO";"3";"Localizzazione centrali nucleari";213723;104654;"114863";"58413";"77360";16647;"14221"
"CAMPANIA";"CASERTA";"1";"Responsabilita' civile del giudice";594338;287660;"305547";"159654";"205498";47323;"38661"
"CAMPANIA";"CASERTA";"2";"Commissione inquirente";594338;287660;"305472";"159552";"213330";40569;"37983"
"CAMPANIA";"CASERTA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";594338;287660;"305550";"159655";"194633";60589;"36270"
"CAMPANIA";"CASERTA";"3";"Localizzazione centrali nucleari";594338;287660;"305495";"159592";"210625";43117;"38147"
"CAMPANIA";"CASERTA";"4";"Contributi enti locali";594338;287660;"305546";"159653";"206013";45736;"40020"
"CALABRIA";"CATANZARO";"1";"Responsabilita' civile del giudice";589030;289008;"270286";"142608";"186523";38848;"30375"
"CALABRIA";"CATANZARO";"2";"Commissione inquirente";589030;289008;"270307";"142613";"195025";30886;"30229"
"CALABRIA";"CATANZARO";"3";"Localizzazione centrali nucleari";589030;289008;"270168";"142488";"193305";32560;"30244"
"CALABRIA";"CATANZARO";"4";"Contributi enti locali";589030;289008;"270228";"142545";"190110";34357;"31614"
"CALABRIA";"CATANZARO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";589030;289008;"270266";"142570";"179925";46516;"29403"
"ABRUZZO";"CHIETI";"2";"Commissione inquirente";328301;159922;"197833";"100563";"135914";26194;"22937"
"ABRUZZO";"CHIETI";"1";"Responsabilita' civile del giudice";328301;159922;"197814";"100565";"130117";31272;"23312"
"ABRUZZO";"CHIETI";"4";"Contributi enti locali";328301;159922;"197810";"100548";"129087";31657;"24114"
"ABRUZZO";"CHIETI";"3";"Localizzazione centrali nucleari";328301;159922;"197818";"100555";"132430";29384;"22937"
"ABRUZZO";"CHIETI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";328301;159922;"197838";"100563";"113290";49762;"21850"
"LOMBARDIA";"COMO";"3";"Localizzazione centrali nucleari";626356;297832;"453036";"220189";"290379";92314;"46801"
"LOMBARDIA";"COMO";"1";"Responsabilita' civile del giudice";626356;297832;"452827";"220068";"292741";86690;"48949"
"LOMBARDIA";"COMO";"2";"Commissione inquirente";626356;297832;"452767";"219940";"315509";66185;"47334"
"LOMBARDIA";"COMO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";626356;297832;"453104";"220236";"247444";137720;"44453"
"LOMBARDIA";"COMO";"4";"Contributi enti locali";626356;297832;"452860";"220125";"283364";96647;"41611"
"CALABRIA";"COSENZA";"1";"Responsabilita' civile del giudice";588705;289245;"295807";"155155";"191692";42910;"40640"
"CALABRIA";"COSENZA";"2";"Commissione inquirente";588705;289245;"295838";"155176";"200582";34577;"40522"
"CALABRIA";"COSENZA";"4";"Contributi enti locali";588705;289245;"295776";"155127";"195345";38085;"41169"
"CALABRIA";"COSENZA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";588705;289245;"295786";"155138";"186109";50330;"39071"
"CALABRIA";"COSENZA";"3";"Localizzazione centrali nucleari";588705;289245;"295781";"155134";"198668";36180;"41027"
"LOMBARDIA";"CREMONA";"2";"Commissione inquirente";269479;128033;"202318";"98980";"150323";24352;"21196"
"LOMBARDIA";"CREMONA";"3";"Localizzazione centrali nucleari";269479;128033;"202374";"98984";"143026";32446;"20756"
"LOMBARDIA";"CREMONA";"1";"Responsabilita' civile del giudice";269479;128033;"202300";"98971";"141877";32262;"21585"
"LOMBARDIA";"CREMONA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";269479;128033;"202347";"98989";"124126";52242;"19947"
"LOMBARDIA";"CREMONA";"4";"Contributi enti locali";269479;128033;"202260";"98953";"141162";33265;"21583"
"PIEMONTE";"CUNEO";"1";"Responsabilita' civile del giudice";444801;216935;"301235";"154342";"174793";61448;"43766"
"PIEMONTE";"CUNEO";"3";"Localizzazione centrali nucleari";444801;216935;"301310";"154353";"174776";63635;"42331"
"PIEMONTE";"CUNEO";"4";"Contributi enti locali";444801;216935;"301333";"154365";"170208";65468;"44452"
"PIEMONTE";"CUNEO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";444801;216935;"301363";"154392";"158023";82321;"40082"
"PIEMONTE";"CUNEO";"2";"Commissione inquirente";444801;216935;"301340";"154367";"185232";51581;"43070"
"EMILIA-ROMAGNA";"FERRARA";"2";"Commissione inquirente";311818;147493;"263297";"126512";"211696";26315;"18663"
"EMILIA-ROMAGNA";"FERRARA";"4";"Contributi enti locali";311818;147493;"263279";"126527";"199959";37664;"19536"
"EMILIA-ROMAGNA";"FERRARA";"1";"Responsabilita' civile del giudice";311818;147493;"263261";"126500";"204071";33359;"19534"
"EMILIA-ROMAGNA";"FERRARA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";311818;147493;"263299";"126522";"186187";53128;"17910"
"EMILIA-ROMAGNA";"FERRARA";"3";"Localizzazione centrali nucleari";311818;147493;"263276";"126504";"201724";36856;"18716"
"TOSCANA";"FIRENZE";"4";"Contributi enti locali";982138;467936;"709295";"350453";"533295";102911;"51420"
"TOSCANA";"FIRENZE";"3";"Localizzazione centrali nucleari";982138;467936;"709867";"350699";"539222";99501;"48779"
"TOSCANA";"FIRENZE";"1";"Responsabilita' civile del giudice";982138;467936;"709516";"350622";"521972";111611;"51537"
"TOSCANA";"FIRENZE";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";982138;467936;"710111";"350850";"496917";145000;"47028"
"TOSCANA";"FIRENZE";"2";"Commissione inquirente";982138;467936;"709349";"350765";"564774";72417;"49536"
"PUGLIA";"FOGGIA";"1";"Responsabilita' civile del giudice";527380;257250;"292330";"149214";"206711";45842;"26330"
"PUGLIA";"FOGGIA";"2";"Commissione inquirente";527380;257250;"292382";"149244";"216592";36962;"26151"
"PUGLIA";"FOGGIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";527380;257250;"292337";"149208";"193079";61274;"25107"
"PUGLIA";"FOGGIA";"3";"Localizzazione centrali nucleari";527380;257250;"292313";"149199";"212776";40606;"25928"
"PUGLIA";"FOGGIA";"4";"Contributi enti locali";527380;257250;"292307";"149184";"209576";42227;"27153"
"EMILIA-ROMAGNA";"FORLI' ";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";492217;237272;"379648";"188698";"248894";91970;"25105"
"EMILIA-ROMAGNA";"FORLI' ";"1";"Responsabilita' civile del giudice";492217;237272;"379555";"188652";"274255";63374;"26255"
"EMILIA-ROMAGNA";"FORLI' ";"2";"Commissione inquirente";492217;237272;"379614";"188673";"293699";45204;"25319"
"EMILIA-ROMAGNA";"FORLI' ";"4";"Contributi enti locali";492217;237272;"379584";"188653";"273342";64486;"26504"
"EMILIA-ROMAGNA";"FORLI' ";"3";"Localizzazione centrali nucleari";492217;237272;"379587";"188655";"276384";63102;"25105"
"LAZIO";"FROSINONE";"1";"Responsabilita' civile del giudice";397892;195244;"262528";"134383";"175004";39739;"30829"
"LAZIO";"FROSINONE";"2";"Commissione inquirente";397892;195244;"262854";"134503";"179776";35720;"30839"
"LAZIO";"FROSINONE";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";397892;195244;"262680";"134349";"158851";57628;"29561"
"LAZIO";"FROSINONE";"3";"Localizzazione centrali nucleari";397892;195244;"262674";"134335";"175481";39535;"31260"
"LAZIO";"FROSINONE";"4";"Contributi enti locali";397892;195244;"262668";"134332";"172785";41075;"30829"
"LIGURIA";"GENOVA";"4";"Contributi enti locali";850903;398041;"527834";"260915";"359347";113275;"36852"
"LIGURIA";"GENOVA";"1";"Responsabilita' civile del giudice";850903;398041;"526987";"260447";"369474";101580;"36634"
"LIGURIA";"GENOVA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";850903;398041;"512759";"253446";"326561";151212;"32820"
"LIGURIA";"GENOVA";"3";"Localizzazione centrali nucleari";850903;398041;"527326";"260561";"364778";110925;"34645"
"LIGURIA";"GENOVA";"2";"Commissione inquirente";850903;398041;"527085";"260482";"406578";67699;"35149"
"TOSCANA";"GROSSETO";"4";"Contributi enti locali";183045;88276;"131565";"65918";"99814";18208;"9441"
"TOSCANA";"GROSSETO";"2";"Commissione inquirente";183045;88276;"131561";"65923";"104412";13682;"9436"
"TOSCANA";"GROSSETO";"3";"Localizzazione centrali nucleari";183045;88276;"131566";"65916";"100838";17695;"9062"
"TOSCANA";"GROSSETO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";183045;88276;"131580";"65930";"93252";25715;"8599"
"TOSCANA";"GROSSETO";"1";"Responsabilita' civile del giudice";183045;88276;"131532";"65912";"98424";19243;"9678"
"LIGURIA";"IMPERIA";"2";"Commissione inquirente";189105;89232;"112933";"55356";"79678";16783;"10209"
"LIGURIA";"IMPERIA";"1";"Responsabilita' civile del giudice";189105;89232;"112939";"55358";"74553";21460;"10517"
"LIGURIA";"IMPERIA";"3";"Localizzazione centrali nucleari";189105;89232;"112923";"55351";"73174";23240;"10337"
"LIGURIA";"IMPERIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";189105;89232;"112926";"55353";"66484";30696;"9730"
"LIGURIA";"IMPERIA";"4";"Contributi enti locali";189105;89232;"112919";"55352";"72031";23618;"10914"
"ABRUZZO";"L'AQUILA";"2";"Commissione inquirente";268425;130534;"150696";"75085";"104269";21547;"16958"
"ABRUZZO";"L'AQUILA";"1";"Responsabilita' civile del giudice";268425;130534;"150691";"75062";"99934";25578;"17196"
"ABRUZZO";"L'AQUILA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";268425;130534;"150728";"75119";"88194";38426;"16120"
"ABRUZZO";"L'AQUILA";"3";"Localizzazione centrali nucleari";268425;130534;"150637";"75037";"99625";26025;"17218"
"ABRUZZO";"L'AQUILA";"4";"Contributi enti locali";268425;130534;"150603";"75027";"97789";27078;"18246"
"LIGURIA";"LA SPEZIA";"1";"Responsabilita' civile del giudice";198887;94650;"136193";"68496";"99989";21798;"9845"
"LIGURIA";"LA SPEZIA";"2";"Commissione inquirente";198887;94650;"136198";"68500";"107204";15077;"9455"
"LIGURIA";"LA SPEZIA";"3";"Localizzazione centrali nucleari";198887;94650;"136209";"68503";"101209";21315;"9430"
"LIGURIA";"LA SPEZIA";"4";"Contributi enti locali";198887;94650;"136200";"68499";"99596";22171;"9925"
"LIGURIA";"LA SPEZIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";198887;94650;"136222";"68511";"91341";31552;"8944"
"LAZIO";"LATINA";"2";"Commissione inquirente";366402;179796;"228905";"116891";"163382";34991;"19830"
"LAZIO";"LATINA";"1";"Responsabilita' civile del giudice";366402;179796;"228946";"116941";"157348";40081;"20317"
"LAZIO";"LATINA";"4";"Contributi enti locali";366402;179796;"228984";"116902";"153840";43067;"21213"
"LAZIO";"LATINA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";366402;179796;"229100";"117019";"140234";58907;"19196"
"LAZIO";"LATINA";"3";"Localizzazione centrali nucleari";366402;179796;"228983";"116901";"156362";41747;"20092"
"PUGLIA";"LECCE";"2";"Commissione inquirente";624107;298456;"312751";"153216";"222771";39874;"35225"
"PUGLIA";"LECCE";"1";"Responsabilita' civile del giudice";624107;298456;"312722";"153180";"211800";50169;"35464"
"PUGLIA";"LECCE";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";624107;298456;"312447";"152934";"199754";64877;"33268"
"PUGLIA";"LECCE";"4";"Contributi enti locali";624107;298456;"312789";"153177";"218055";43303;"36669"
"PUGLIA";"LECCE";"3";"Localizzazione centrali nucleari";624107;298456;"312704";"153185";"222323";41263;"34629"
"TOSCANA";"LIVORNO";"3";"Localizzazione centrali nucleari";282291;133868;"205651";"102526";"165114";25133;"11378"
"TOSCANA";"LIVORNO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";282291;133868;"205643";"102518";"153596";37182;"10836"
"TOSCANA";"LIVORNO";"4";"Contributi enti locali";282291;133868;"205647";"102525";"163813";25890;"11899"
"TOSCANA";"LIVORNO";"1";"Responsabilita' civile del giudice";282291;133868;"205612";"102510";"162147";27232;"11988"
"TOSCANA";"LIVORNO";"2";"Commissione inquirente";282291;133868;"205629";"102512";"171891";17997;"11571"
"TOSCANA";"LUCCA";"1";"Responsabilita' civile del giudice";319177;151106;"218802";"107055";"151174";36579;"19300"
"TOSCANA";"LUCCA";"2";"Commissione inquirente";319177;151106;"218799";"107138";"161390";27237;"18818"
"TOSCANA";"LUCCA";"3";"Localizzazione centrali nucleari";319177;151106;"218736";"107075";"154741";34257;"18032"
"TOSCANA";"LUCCA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";319177;151106;"219012";"107209";"137471";52586;"17442"
"TOSCANA";"LUCCA";"4";"Contributi enti locali";319177;151106;"218704";"107055";"151589";36173;"19307"
"MARCHE";"MACERATA";"1";"Responsabilita' civile del giudice";241127;116084;"166030";"84347";"103701";28611;"22517"
"MARCHE";"MACERATA";"2";"Commissione inquirente";241127;116084;"165612";"77616";"109935";23153;"22136"
"MARCHE";"MACERATA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";241127;116084;"166030";"84339";"93396";41013;"20679"
"MARCHE";"MACERATA";"4";"Contributi enti locali";241127;116084;"166008";"81957";"103871";28072;"23042"
"MARCHE";"MACERATA";"3";"Localizzazione centrali nucleari";241127;116084;"166072";"84291";"106340";27049;"21890"
"LOMBARDIA";"MANTOVA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";303979;143888;"238401";"116286";"161593";52251;"19284"
"LOMBARDIA";"MANTOVA";"2";"Commissione inquirente";303979;143888;"238403";"116279";"185986";26554;"20463"
"LOMBARDIA";"MANTOVA";"1";"Responsabilita' civile del giudice";303979;143888;"238333";"116218";"174914";36691;"21174"
"LOMBARDIA";"MANTOVA";"4";"Contributi enti locali";303979;143888;"238377";"116254";"176718";35433;"20808"
"LOMBARDIA";"MANTOVA";"3";"Localizzazione centrali nucleari";303979;143888;"238370";"116256";"179620";33468;"20010"
"TOSCANA";"MASSA-CARRARA";"1";"Responsabilita' civile del giudice";171027;81556;"112269";"55289";"82120";18288;"7577"
"TOSCANA";"MASSA-CARRARA";"2";"Commissione inquirente";171027;81556;"112451";"55370";"88081";12581;"7438"
"TOSCANA";"MASSA-CARRARA";"4";"Contributi enti locali";171027;81556;"112439";"55359";"83584";16543;"7834"
"TOSCANA";"MASSA-CARRARA";"3";"Localizzazione centrali nucleari";171027;81556;"112439";"55360";"84829";16119;"7447"
"TOSCANA";"MASSA-CARRARA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";171027;81556;"112356";"55373";"77564";23609;"7036"
"BASILICATA";"MATERA";"2";"Commissione inquirente";156625;76996;"93304";"47842";"64388";11668;"8975"
"BASILICATA";"MATERA";"1";"Responsabilita' civile del giudice";156625;76996;"93296";"47841";"61517";14150;"9219"
"BASILICATA";"MATERA";"4";"Contributi enti locali";156625;76996;"93279";"47824";"61877";13686;"9506"
"BASILICATA";"MATERA";"3";"Localizzazione centrali nucleari";156625;76996;"93274";"47822";"63043";12959;"9169"
"BASILICATA";"MATERA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";156625;76996;"93285";"47834";"57781";18655;"8718"
"LOMBARDIA";"MILANO";"3";"Localizzazione centrali nucleari";3191290;1511616;"2208086";"1079297";"1521173";470224;"142837"
"LOMBARDIA";"MILANO";"1";"Responsabilita' civile del giudice";3191290;1511616;"2207605";"1079180";"1517755";460586;"150553"
"LOMBARDIA";"MILANO";"2";"Commissione inquirente";3191290;1511616;"2208512";"1079521";"1682825";304709;"144656"
"LOMBARDIA";"MILANO";"4";"Contributi enti locali";3191290;1511616;"2208014";"1079264";"1496228";484156;"151960"
"LOMBARDIA";"MILANO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";3191290;1511616;"2208681";"1079708";"1350740";648827;"135780"
"EMILIA-ROMAGNA";"MODENA";"2";"Commissione inquirente";493267;237208;"398825";"195257";"322950";39849;"28524"
"EMILIA-ROMAGNA";"MODENA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";493267;237208;"398917";"195312";"282843";82331;"26289"
"EMILIA-ROMAGNA";"MODENA";"3";"Localizzazione centrali nucleari";493267;237208;"398911";"195297";"309207";54467;"28030"
"EMILIA-ROMAGNA";"MODENA";"1";"Responsabilita' civile del giudice";493267;237208;"398758";"195223";"306547";54729;"29640"
"EMILIA-ROMAGNA";"MODENA";"4";"Contributi enti locali";493267;237208;"398846";"195267";"305648";56369;"29257"
"CAMPANIA";"NAPOLI";"2";"Commissione inquirente";2205282;1063955;"1032885";"545759";"789096";133540;"66295"
"CAMPANIA";"NAPOLI";"1";"Responsabilita' civile del giudice";2205282;1063955;"1032642";"545537";"740995";177620;"68066"
"CAMPANIA";"NAPOLI";"3";"Localizzazione centrali nucleari";2205282;1063955;"1032806";"545605";"775790";147107;"65668"
"CAMPANIA";"NAPOLI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";2205282;1063955;"1032693";"545682";"713456";210945;"63313"
"CAMPANIA";"NAPOLI";"4";"Contributi enti locali";2205282;1063955;"1032622";"545462";"765000";153115;"69760"
"PIEMONTE";"NOVARA";"4";"Contributi enti locali";411520;195126;"277272";"137285";"180887";56709;"27203"
"PIEMONTE";"NOVARA";"3";"Localizzazione centrali nucleari";411520;195126;"277277";"137108";"184363";55058;"25590"
"PIEMONTE";"NOVARA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";411520;195126;"277221";"137121";"167318";73351;"24576"
"PIEMONTE";"NOVARA";"2";"Commissione inquirente";411520;195126;"277240";"137101";"198074";40580;"26239"
"PIEMONTE";"NOVARA";"1";"Responsabilita' civile del giudice";411520;195126;"277192";"137086";"187194";50283;"26993"
"VENETO";"PADOVA";"2";"Commissione inquirente";656179;315467;"510828";"251019";"372302";71246;"47612"
"VENETO";"PADOVA";"4";"Contributi enti locali";656179;315467;"510973";"250998";"343085";97840;"50215"
"VENETO";"PADOVA";"1";"Responsabilita' civile del giudice";656179;315467;"510727";"250996";"346653";94150;"48760"
"VENETO";"PADOVA";"3";"Localizzazione centrali nucleari";656179;315467;"510574";"250945";"351122";92686;"46942"
"VENETO";"PADOVA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";656179;315467;"510785";"250982";"296406";150495;"44456"
"EMILIA-ROMAGNA";"PARMA";"2";"Commissione inquirente";337682;160885;"265712";"130227";"204545";32463;"19482"
"EMILIA-ROMAGNA";"PARMA";"1";"Responsabilita' civile del giudice";337682;160885;"265637";"130204";"189215";47008;"20110"
"EMILIA-ROMAGNA";"PARMA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";337682;160885;"265672";"130215";"171506";66812;"18224"
"EMILIA-ROMAGNA";"PARMA";"3";"Localizzazione centrali nucleari";337682;160885;"265614";"130176";"190639";46677;"19309"
