"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SCHEDE_BIANCHE"
"EMILIA-ROMAGNA";"PARMA";"4";"Contributi enti locali";337682;160885;"265635";"130188";"188977";47406;"19629"
"LOMBARDIA";"PAVIA";"2";"Commissione inquirente";406885;192021;"324008";"158004";"229346";41214;"38628"
"LOMBARDIA";"PAVIA";"4";"Contributi enti locali";406885;192021;"324079";"158050";"210786";58445;"40305"
"LOMBARDIA";"PAVIA";"1";"Responsabilita' civile del giudice";406885;192021;"323978";"158000";"216240";53627;"39423"
"LOMBARDIA";"PAVIA";"3";"Localizzazione centrali nucleari";406885;192021;"323885";"158007";"213648";57426;"38525"
"LOMBARDIA";"PAVIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";406885;192021;"324226";"158071";"189987";82885;"36784"
"UMBRIA";"PERUGIA";"2";"Commissione inquirente";484807;233980;"353747";"179106";"271983";39317;"26984"
"UMBRIA";"PERUGIA";"1";"Responsabilita' civile del giudice";484807;233980;"353406";"179089";"259504";50277;"27932"
"UMBRIA";"PERUGIA";"3";"Localizzazione centrali nucleari";484807;233980;"353561";"179179";"262006";49290;"25915"
"UMBRIA";"PERUGIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";484807;233980;"354081";"179330";"238943";73462;"20706"
"UMBRIA";"PERUGIA";"4";"Contributi enti locali";484807;233980;"353678";"179217";"258500";51340;"28237"
"MARCHE";"PESARO E URBINO";"2";"Commissione inquirente";282679;137890;"199922";"101261";"151871";21919;"17262"
"MARCHE";"PESARO E URBINO";"1";"Responsabilita' civile del giudice";282679;137890;"199883";"101247";"143992";28575;"17761"
"MARCHE";"PESARO E URBINO";"4";"Contributi enti locali";282679;137890;"199891";"101240";"145499";27780;"17809"
"MARCHE";"PESARO E URBINO";"3";"Localizzazione centrali nucleari";282679;137890;"199842";"101242";"147199";27016;"17025"
"MARCHE";"PESARO E URBINO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";282679;137890;"199934";"101274";"133688";41694;"16151"
"ABRUZZO";"PESCARA";"1";"Responsabilita' civile del giudice";249781;121254;"150160";"76248";"104226";23089;"14072"
"ABRUZZO";"PESCARA";"2";"Commissione inquirente";249781;121254;"150211";"76266";"109660";18636;"13577"
"ABRUZZO";"PESCARA";"3";"Localizzazione centrali nucleari";249781;121254;"150157";"76229";"105586";22309;"13919"
"ABRUZZO";"PESCARA";"4";"Contributi enti locali";249781;121254;"150153";"76231";"103318";23672;"14489"
"ABRUZZO";"PESCARA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";249781;121254;"150187";"76252";"93648";34908;"13143"
"EMILIA-ROMAGNA";"PIACENZA";"1";"Responsabilita' civile del giudice";234497;112781;"199137";"97235";"131556";34271;"23342"
"EMILIA-ROMAGNA";"PIACENZA";"2";"Commissione inquirente";234497;112781;"199152";"97241";"139952";27198;"22828"
"EMILIA-ROMAGNA";"PIACENZA";"4";"Contributi enti locali";234497;112781;"199117";"97222";"122752";43688;"17307"
"EMILIA-ROMAGNA";"PIACENZA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";234497;112781;"199138";"97230";"112366";55797;"22080"
"EMILIA-ROMAGNA";"PIACENZA";"3";"Localizzazione centrali nucleari";234497;112781;"199118";"97221";"126196";41680;"22528"
"TOSCANA";"PISA";"2";"Commissione inquirente";314380;149553;"237519";"117963";"186288";24184;"20306"
"TOSCANA";"PISA";"1";"Responsabilita' civile del giudice";314380;149553;"237525";"117974";"173865";35665;"21092"
"TOSCANA";"PISA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";314380;149553;"237556";"118000";"162298";49005;"19262"
"TOSCANA";"PISA";"3";"Localizzazione centrali nucleari";314380;149553;"237513";"117967";"178748";31926;"20202"
"TOSCANA";"PISA";"4";"Contributi enti locali";314380;149553;"237498";"117960";"176851";32814;"21168"
"TOSCANA";"PISTOIA";"1";"Responsabilita' civile del giudice";218289;103680;"153476";"75821";"112932";20417;"13857"
"TOSCANA";"PISTOIA";"2";"Commissione inquirente";218289;103680;"153572";"75875";"118167";15548;"13562"
"TOSCANA";"PISTOIA";"4";"Contributi enti locali";218289;103680;"153405";"75838";"113423";20028;"13966"
"TOSCANA";"PISTOIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";218289;103680;"153393";"75821";"105548";29404;"12616"
"TOSCANA";"PISTOIA";"3";"Localizzazione centrali nucleari";218289;103680;"153395";"75791";"114677";19518;"13343"
"BASILICATA";"POTENZA";"2";"Commissione inquirente";330662;162747;"176202";"90543";"120688";23229;"20807"
"BASILICATA";"POTENZA";"1";"Responsabilita' civile del giudice";330662;162747;"176175";"90523";"115932";27222;"21009"
"BASILICATA";"POTENZA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";330662;162747;"176169";"90515";"107675";36702;"4144"
"BASILICATA";"POTENZA";"3";"Localizzazione centrali nucleari";330662;162747;"176170";"90518";"118499";25135;"21142"
"BASILICATA";"POTENZA";"4";"Contributi enti locali";330662;162747;"176162";"90507";"116360";26364;"21723"
"EMILIA-ROMAGNA";"RAVENNA";"2";"Commissione inquirente";296145;142190;"242147";"118800";"190584";27666;"16528"
"EMILIA-ROMAGNA";"RAVENNA";"1";"Responsabilita' civile del giudice";296145;142190;"242093";"118770";"172910";44462;"17041"
"EMILIA-ROMAGNA";"RAVENNA";"4";"Contributi enti locali";296145;142190;"242174";"118824";"170989";46394;"17479"
"EMILIA-ROMAGNA";"RAVENNA";"3";"Localizzazione centrali nucleari";296145;142190;"242212";"118859";"173410";45002;"16539"
"EMILIA-ROMAGNA";"RAVENNA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";296145;142190;"242191";"118840";"158589";60555;"15815"
"CALABRIA";"REGGIO CALABRIA";"2";"Commissione inquirente";489841;238107;"235194";"123931";"166517";27601;"24568"
"CALABRIA";"REGGIO CALABRIA";"1";"Responsabilita' civile del giudice";489841;238107;"235156";"123900";"159286";34022;"25620"
"CALABRIA";"REGGIO CALABRIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";489841;238107;"235264";"123961";"152961";41426;"23997"
"CALABRIA";"REGGIO CALABRIA";"4";"Contributi enti locali";489841;238107;"235135";"123880";"161230";31253;"25563"
"CALABRIA";"REGGIO CALABRIA";"3";"Localizzazione centrali nucleari";489841;238107;"235165";"123901";"163985";29571;"24852"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"1";"Responsabilita' civile del giudice";342360;164493;"277303";"135719";"214547";37697;"19437"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"2";"Commissione inquirente";342360;164493;"277429";"135827";"225527";27495;"18991"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"3";"Localizzazione centrali nucleari";342360;164493;"277370";"135743";"218417";35539;"18239"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";342360;164493;"277439";"135790";"199429";55572;"17142"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"4";"Contributi enti locali";342360;164493;"277358";"135736";"216253";36790;"18967"
"LAZIO";"RIETI";"2";"Commissione inquirente";116919;56599;"82438";"41661";"56927";11325;"8469"
"LAZIO";"RIETI";"1";"Responsabilita' civile del giudice";116919;56599;"82453";"41675";"54563";13455;"8554"
"LAZIO";"RIETI";"3";"Localizzazione centrali nucleari";116919;56599;"82433";"41659";"54865";13354;"8530"
"LAZIO";"RIETI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";116919;56599;"82539";"41671";"48880";19710;"8124"
"LAZIO";"RIETI";"4";"Contributi enti locali";116919;56599;"82433";"41659";"53727";13925;"8889"
"LAZIO";"ROMA";"1";"Responsabilita' civile del giudice";3019923;1442907;"1936130";"972985";"1402582";362539;"90095"
"LAZIO";"ROMA";"2";"Commissione inquirente";3019923;1442907;"1938946";"973817";"1511864";262022;"87199"
"LAZIO";"ROMA";"3";"Localizzazione centrali nucleari";3019923;1442907;"1936621";"973319";"1405663";367020;"86609"
"LAZIO";"ROMA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";3019923;1442907;"1937187";"973371";"1232904";545221;"81748"
"LAZIO";"ROMA";"4";"Contributi enti locali";3019923;1442907;"1936840";"972987";"1394012";370989;"93532"
"VENETO";"ROVIGO";"2";"Commissione inquirente";203700;97900;"164968";"81444";"123742";19281;"17076"
"VENETO";"ROVIGO";"1";"Responsabilita' civile del giudice";203700;97900;"164990";"81472";"118895";23789;"17200"
"VENETO";"ROVIGO";"3";"Localizzazione centrali nucleari";203700;97900;"164984";"81450";"118091";25183;"16834"
"VENETO";"ROVIGO";"4";"Contributi enti locali";203700;97900;"164953";"81422";"115793";26602;"17689"
"VENETO";"ROVIGO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";203700;97900;"164960";"81431";"103086";40856;"14465"
"CAMPANIA";"SALERNO";"1";"Responsabilita' civile del giudice";811714;394654;"509642";"259481";"341521";83610;"59641"
"CAMPANIA";"SALERNO";"2";"Commissione inquirente";811714;394654;"510032";"259664";"356921";70084;"58469"
"CAMPANIA";"SALERNO";"4";"Contributi enti locali";811714;394654;"509791";"259537";"343965";79438;"61190"
"CAMPANIA";"SALERNO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";811714;394654;"509833";"259587";"320238";107477;"56232"
"CAMPANIA";"SALERNO";"3";"Localizzazione centrali nucleari";811714;394654;"509807";"259541";"343362";75578;"60122"
"LIGURIA";"SAVONA";"1";"Responsabilita' civile del giudice";247895;116950;"167434";"83076";"111729";31326;"16024"
"LIGURIA";"SAVONA";"2";"Commissione inquirente";247895;116950;"167444";"83072";"120306";23501;"15649"
"LIGURIA";"SAVONA";"4";"Contributi enti locali";247895;116950;"167433";"83064";"108747";34163;"16428"
"LIGURIA";"SAVONA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";247895;116950;"167440";"83069";"100206";44439;"14911"
"LIGURIA";"SAVONA";"3";"Localizzazione centrali nucleari";247895;116950;"167419";"83054";"110774";33080;"15631"
"TOSCANA";"SIENA";"1";"Responsabilita' civile del giudice";213091;102388;"165226";"82415";"130075";19353;"12259"
"TOSCANA";"SIENA";"2";"Commissione inquirente";213091;102388;"165251";"82424";"136006";13666;"12006"
"TOSCANA";"SIENA";"3";"Localizzazione centrali nucleari";213091;102388;"165244";"82428";"131801";18117;"11829"
"TOSCANA";"SIENA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";213091;102388;"165258";"82435";"121933";28520;"10871"
"TOSCANA";"SIENA";"4";"Contributi enti locali";213091;102388;"165275";"82428";"130767";18588;"12449"
"LOMBARDIA";"SONDRIO";"2";"Commissione inquirente";140449;68784;"78569";"39967";"48525";10001;"11269"
"LOMBARDIA";"SONDRIO";"1";"Responsabilita' civile del giudice";140449;68784;"78552";"39969";"45609";12542;"11396"
"LOMBARDIA";"SONDRIO";"4";"Contributi enti locali";140449;68784;"78556";"39969";"43902";14227;"11614"
"LOMBARDIA";"SONDRIO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";140449;68784;"78538";"34552";"39396";20133;"10370"
"LOMBARDIA";"SONDRIO";"3";"Localizzazione centrali nucleari";140449;68784;"78553";"39974";"45250";13610;"11055"
"PUGLIA";"TARANTO";"1";"Responsabilita' civile del giudice";440127;214808;"248211";"130439";"168174";43217;"22521"
"PUGLIA";"TARANTO";"2";"Commissione inquirente";440127;214808;"248254";"130476";"177028";34383;"22307"
"PUGLIA";"TARANTO";"3";"Localizzazione centrali nucleari";440127;214808;"248306";"130438";"174664";38061;"22174"
"PUGLIA";"TARANTO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";440127;214808;"252854";"132881";"159405";53749;"21056"
"PUGLIA";"TARANTO";"4";"Contributi enti locali";440127;214808;"248324";"130549";"171146";38856;"23581"
"ABRUZZO";"TERAMO";"2";"Commissione inquirente";231715;113971;"149192";"75667";"102484";18836;"17997"
"ABRUZZO";"TERAMO";"1";"Responsabilita' civile del giudice";231715;113971;"149192";"75669";"98858";22000;"17988"
"ABRUZZO";"TERAMO";"3";"Localizzazione centrali nucleari";231715;113971;"149164";"75650";"100413";20782;"18070"
"ABRUZZO";"TERAMO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";231715;113971;"149206";"75687";"90416";31826;"17039"
"ABRUZZO";"TERAMO";"4";"Contributi enti locali";231715;113971;"149166";"75649";"98372";21736;"18464"
"UMBRIA";"TERNI";"2";"Commissione inquirente";186529;89750;"138954";"70100";"107280";16154;"9762"
"UMBRIA";"TERNI";"1";"Responsabilita' civile del giudice";186529;89750;"138929";"70084";"102443";20571;"10008"
"UMBRIA";"TERNI";"4";"Contributi enti locali";186529;89750;"138930";"70085";"101710";21069;"10137"
"UMBRIA";"TERNI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";186529;89750;"138944";"70097";"94477";29614;"9165"
"UMBRIA";"TERNI";"3";"Localizzazione centrali nucleari";186529;89750;"138934";"70087";"103156";20463;"9590"
"PIEMONTE";"TORINO";"3";"Localizzazione centrali nucleari";1850706;889395;"1300951";"648424";"909625";259031;"81165"
"PIEMONTE";"TORINO";"4";"Contributi enti locali";1850706;889395;"1300959";"648500";"897695";264041;"86525"
"PIEMONTE";"TORINO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";1850706;889395;"1301235";"648850";"837812";336175;"76202"
"PIEMONTE";"TORINO";"2";"Commissione inquirente";1850706;889395;"1301052";"648501";"965540";199118;"83186"
"VENETO";"TREVISO";"2";"Commissione inquirente";593527;285560;"423465";"208753";"303986";62632;"37468"
"VENETO";"TREVISO";"4";"Contributi enti locali";593527;285560;"423482";"208691";"282349";82201;"39282"
"VENETO";"TREVISO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";593527;285560;"423577";"208759";"244422";125646;"34262"
"VENETO";"TREVISO";"1";"Responsabilita' civile del giudice";593527;285560;"423422";"208691";"281546";82825;"38605"
"VENETO";"TREVISO";"3";"Localizzazione centrali nucleari";593527;285560;"423491";"208696";"288615";79434;"36478"
"LOMBARDIA";"VARESE";"2";"Commissione inquirente";629803;298461;"448864";"219133";"334833";61135;"35419"
"LOMBARDIA";"VARESE";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";629803;298461;"448505";"218984";"273239";125196;"33611"
"LOMBARDIA";"VARESE";"4";"Contributi enti locali";629803;298461;"448682";"219033";"303383";90608;"37302"
"LOMBARDIA";"VARESE";"3";"Localizzazione centrali nucleari";629803;298461;"448680";"219144";"308783";87819;"35346"
"LOMBARDIA";"VARESE";"1";"Responsabilita' civile del giudice";629803;298461;"448623";"219015";"312605";81614;"36299"
"VENETO";"VENEZIA";"1";"Responsabilita' civile del giudice";698623;335985;"490863";"243082";"359058";82369;"31355"
"VENETO";"VENEZIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";698623;335985;"490465";"242945";"331636";113648;"28574"
"VENETO";"VENEZIA";"4";"Contributi enti locali";698623;335985;"490411";"242843";"362822";78107;"33727"
"VENETO";"VENEZIA";"3";"Localizzazione centrali nucleari";698623;335985;"489887";"242630";"368425";74979;"30158"
"VENETO";"VENEZIA";"2";"Commissione inquirente";698623;335985;"490061";"242746";"384162";59451;"30433"
"PIEMONTE";"VERCELLI";"4";"Contributi enti locali";321639;150985;"234269";"114531";"148780";49607;"26079"
"PIEMONTE";"VERCELLI";"3";"Localizzazione centrali nucleari";321639;150985;"234163";"114529";"151530";48512;"24703"
"PIEMONTE";"VERCELLI";"2";"Commissione inquirente";321639;150985;"234136";"114479";"162299";35988;"25896"
"PIEMONTE";"VERCELLI";"1";"Responsabilita' civile del giudice";321639;150985;"234151";"114536";"154861";42708;"26455"
"PIEMONTE";"VERCELLI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";321639;150985;"234242";"114623";"137879";63487;"23406"
"VENETO";"VERONA";"2";"Commissione inquirente";626253;300423;"489902";"241838";"359541";66554;"44952"
"VENETO";"VERONA";"1";"Responsabilita' civile del giudice";626253;300423;"489842";"241893";"331811";92796;"45836"
"VENETO";"VERONA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";626253;300423;"489989";"241905";"280520";149055;"41631"
"VENETO";"VERONA";"3";"Localizzazione centrali nucleari";626253;300423;"489846";"241608";"337806";89676;"44438"
"VENETO";"VERONA";"4";"Contributi enti locali";626253;300423;"489823";"241768";"329990";94155;"46858"
"VENETO";"VICENZA";"1";"Responsabilita' civile del giudice";593136;285823;"462921";"225601";"318144";84054;"40971"
"VENETO";"VICENZA";"2";"Commissione inquirente";593136;285823;"463079";"225798";"343398";60477;"40728"
"VENETO";"VICENZA";"3";"Localizzazione centrali nucleari";593136;285823;"463095";"225681";"322579";81674;"40798"
"VENETO";"VICENZA";"4";"Contributi enti locali";593136;285823;"463030";"225619";"314812";86370;"43554"
"VENETO";"VICENZA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";593136;285823;"463236";"225721";"253079";153538;"38223"
"LAZIO";"VITERBO";"1";"Responsabilita' civile del giudice";219766;106753;"165452";"83548";"118184";23979;"23261"
"LAZIO";"VITERBO";"2";"Commissione inquirente";219766;106753;"165461";"83552";"122049";20519;"15702"
"LAZIO";"VITERBO";"3";"Localizzazione centrali nucleari";219766;106753;"165509";"83527";"117962";25049;"15038"
"LAZIO";"VITERBO";"4";"Contributi enti locali";219766;106753;"165448";"83537";"116069";25624;"16044"
"LAZIO";"VITERBO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";219766;106753;"165356";"83334";"106814";36759;"14596"
"MOLISE";"ISERNIA";"1";"Responsabilita' civile del giudice";86345;42091;"41688";"21238";"27781";6366;"5353"
"MOLISE";"ISERNIA";"2";"Commissione inquirente";86345;42091;"41685";"21235";"28705";5490;"5393"
"MOLISE";"ISERNIA";"4";"Contributi enti locali";86345;42091;"41684";"21236";"27699";6341;"5634"
"MOLISE";"ISERNIA";"3";"Localizzazione centrali nucleari";86345;42091;"41686";"21237";"28152";6055;"5327"
"MOLISE";"ISERNIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";86345;42091;"41686";"21238";"25710";8656;"5147"
"SICILIA";"AGRIGENTO";"1";"Responsabilita' civile del giudice";414716;204857;"185389";"97480";"128759";24048;"17641"
"SICILIA";"AGRIGENTO";"2";"Commissione inquirente";414716;204857;"185403";"97494";"133080";20062;"19160"
"SICILIA";"AGRIGENTO";"3";"Localizzazione centrali nucleari";414716;204857;"185386";"97479";"130397";22436;"19732"
"SICILIA";"AGRIGENTO";"4";"Contributi enti locali";414716;204857;"185368";"97480";"128540";23337;"20344"
"SICILIA";"AGRIGENTO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";414716;204857;"185386";"97481";"122171";31418;"18795"
"VALLE D'AOSTA";"AOSTA";"1";"Responsabilita' civile del giudice";94209;46664;"62192";"31950";"41705";10301;"7533"
"VALLE D'AOSTA";"AOSTA";"2";"Commissione inquirente";94209;46664;"62160";"31965";"44867";7368;"7371"
"VALLE D'AOSTA";"AOSTA";"3";"Localizzazione centrali nucleari";94209;46664;"62336";"32034";"42897";9574;"7153"
"VALLE D'AOSTA";"AOSTA";"4";"Contributi enti locali";94209;46664;"62120";"31936";"42208";9889;"7517"
"VALLE D'AOSTA";"AOSTA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";94209;46664;"62123";"31941";"40323";12340;"6995"
"TRENTINO-ALTO ADIGE";"BOLZANO";"1";"Responsabilita' civile del giudice";340981;168434;"258131";"128360";"179793";40222;"32899"
"TRENTINO-ALTO ADIGE";"BOLZANO";"2";"Commissione inquirente";340981;168434;"258233";"128414";"187694";32565;"32811"
"TRENTINO-ALTO ADIGE";"BOLZANO";"3";"Localizzazione centrali nucleari";340981;168434;"258098";"128385";"188889";34042;"30178"
"TRENTINO-ALTO ADIGE";"BOLZANO";"4";"Contributi enti locali";340981;168434;"258085";"128338";"181608";35422;"36215"
"TRENTINO-ALTO ADIGE";"BOLZANO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";340981;168434;"258224";"128453";"181536";44504;"26821"
"SARDEGNA";"CAGLIARI";"1";"Responsabilita' civile del giudice";568893;279371;"352123";"178397";"270238";48804;"19725"
"SARDEGNA";"CAGLIARI";"2";"Commissione inquirente";568893;279371;"352219";"178443";"282033";37813;"20003"
"SARDEGNA";"CAGLIARI";"3";"Localizzazione centrali nucleari";568893;279371;"352339";"178520";"268597";50721;"20182"
"SARDEGNA";"CAGLIARI";"4";"Contributi enti locali";568893;279371;"352299";"178490";"262804";55174;"21118"
"SARDEGNA";"CAGLIARI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";568893;279371;"352131";"178438";"243804";76696;"18866"
"SICILIA";"CALTANISSETTA";"1";"Responsabilita' civile del giudice";249670;121956;"130846";"66332";"91592";18309;"12030"
"SICILIA";"CALTANISSETTA";"2";"Commissione inquirente";249670;121956;"130844";"66329";"94545";15790;"11908"
"SICILIA";"CALTANISSETTA";"3";"Localizzazione centrali nucleari";249670;121956;"130820";"66311";"92253";17898;"12120"
"PIEMONTE";"TORINO";"1";"Responsabilita' civile del giudice";1850706;889395;"1300588";"648331";"909909";248761;"87839"
"SICILIA";"CALTANISSETTA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";249670;121956;"130823";"66314";"85446";24969;"11735"
"SICILIA";"CATANIA";"1";"Responsabilita' civile del giudice";807951;390911;"471198";"241207";"307208";79365;"43787"
"SICILIA";"CATANIA";"2";"Commissione inquirente";807951;390911;"472007";"242118";"323810";64540;"43035"
"SICILIA";"CATANIA";"3";"Localizzazione centrali nucleari";807951;390911;"471936";"241891";"315715";78081;"43563"
"SICILIA";"CATANIA";"4";"Contributi enti locali";807951;390911;"471964";"241993";"300991";83141;"43008"
"SICILIA";"CATANIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";807951;390911;"471944";"241824";"281906";107978;"41408"
"SICILIA";"ENNA";"1";"Responsabilita' civile del giudice";175192;86064;"86411";"44148";"57392";11908;"9913"
"SICILIA";"ENNA";"2";"Commissione inquirente";175192;86064;"86410";"44146";"59482";10029;"9919"
"SICILIA";"ENNA";"3";"Localizzazione centrali nucleari";175192;86064;"86408";"44142";"57948";11355;"10385"
"SICILIA";"ENNA";"4";"Contributi enti locali";175192;86064;"86408";"44143";"56295";12432;"10276"
"SICILIA";"ENNA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";175192;86064;"86409";"44143";"53005";16894;"9442"
"FRIULI-VENEZIA GIULIA";"GORIZIA";"1";"Responsabilita' civile del giudice";118609;55738;"96502";"46842";"68705";17247;"7013"
"FRIULI-VENEZIA GIULIA";"GORIZIA";"2";"Commissione inquirente";118609;55738;"96956";"47029";"72794";13575;"6774"
"FRIULI-VENEZIA GIULIA";"GORIZIA";"3";"Localizzazione centrali nucleari";118609;55738;"96811";"46965";"66648";19626;"6893"
"FRIULI-VENEZIA GIULIA";"GORIZIA";"4";"Contributi enti locali";118609;55738;"96811";"46964";"65093";20735;"7256"
"FRIULI-VENEZIA GIULIA";"GORIZIA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";118609;55738;"96813";"46966";"58081";28492;"6501"
"SICILIA";"MESSINA";"1";"Responsabilita' civile del giudice";535351;255076;"292761";"149802";"182480";45201;"40013"
"SICILIA";"MESSINA";"2";"Commissione inquirente";535351;255076;"292710";"149727";"190293";38169;"39930"
"SICILIA";"MESSINA";"3";"Localizzazione centrali nucleari";535351;255076;"292752";"149784";"184870";43034;"42660"
"SICILIA";"MESSINA";"4";"Contributi enti locali";535351;255076;"292741";"149749";"181159";45038;"42514"
"SICILIA";"MESSINA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";535351;255076;"292746";"149765";"168677";60761;"39286"
"SARDEGNA";"NUORO";"1";"Responsabilita' civile del giudice";214877;106493;"118358";"58859";"89296";17275;"6603"
"SARDEGNA";"NUORO";"2";"Commissione inquirente";214877;106493;"118349";"58848";"93131";13531;"6451"
"SARDEGNA";"NUORO";"3";"Localizzazione centrali nucleari";214877;106493;"118330";"58844";"90484";16098;"6663"
"SARDEGNA";"NUORO";"4";"Contributi enti locali";214877;106493;"118320";"58840";"88192";18036;"6843"
"SARDEGNA";"NUORO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";214877;106493;"118283";"58793";"83153";23803;"6283"
"SICILIA";"PALERMO";"1";"Responsabilita' civile del giudice";973007;467878;"490974";"257811";"335625";81173;"41468"
"SICILIA";"PALERMO";"2";"Commissione inquirente";973007;467878;"491000";"257810";"352742";65611;"40886"
"SICILIA";"PALERMO";"3";"Localizzazione centrali nucleari";973007;467878;"490879";"257744";"338052";79061;"41690"
"SICILIA";"PALERMO";"4";"Contributi enti locali";973007;467878;"490872";"257738";"331316";82467;"44139"
"SICILIA";"PALERMO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";973007;467878;"490891";"257749";"310182";108586;"40124"
"SICILIA";"RAGUSA";"1";"Responsabilita' civile del giudice";220618;106551;"147117";"73421";"97545";20950;"16702"
"SICILIA";"RAGUSA";"2";"Commissione inquirente";220618;106551;"147164";"73450";"101850";17038;"16652"
"SICILIA";"RAGUSA";"3";"Localizzazione centrali nucleari";220618;106551;"147194";"73495";"98827";19902;"16803"
"SICILIA";"RAGUSA";"4";"Contributi enti locali";220618;106551;"147160";"73462";"96709";21280;"17469"
"SICILIA";"RAGUSA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";220618;106551;"147174";"73454";"92610";26511;"16237"
"SARDEGNA";"SASSARI";"1";"Responsabilita' civile del giudice";346066;170526;"208658";"106098";"156104";30676;"13500"
"SARDEGNA";"SASSARI";"2";"Commissione inquirente";346066;170526;"208676";"106099";"163263";24428;"13514"
"SARDEGNA";"SASSARI";"3";"Localizzazione centrali nucleari";346066;170526;"208623";"106064";"158527";28787;"21288"
"SARDEGNA";"SASSARI";"4";"Contributi enti locali";346066;170526;"208616";"106063";"155184";30888;"14882"
"SARDEGNA";"SASSARI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";346066;170526;"208638";"106078";"144883";43173;"12979"
"SICILIA";"SIRACUSA";"1";"Responsabilita' civile del giudice";317195;156080;"175736";"91077";"122583";27789;"14369"
"SICILIA";"SIRACUSA";"2";"Commissione inquirente";317195;156080;"175946";"91157";"128589";22466;"14022"
"SICILIA";"SIRACUSA";"3";"Localizzazione centrali nucleari";317195;156080;"175737";"91075";"125077";25660;"14363"
"SICILIA";"SIRACUSA";"4";"Contributi enti locali";317195;156080;"176339";"91376";"122260";27588;"14801"
"SICILIA";"SIRACUSA";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";317195;156080;"175787";"91083";"116519";34752;"13704"
"SICILIA";"TRAPANI";"1";"Responsabilita' civile del giudice";344496;165551;"200121";"98236";"135872";25649;"23159"
"SICILIA";"TRAPANI";"2";"Commissione inquirente";344496;165551;"200121";"98238";"139459";22226;"23190"
"SICILIA";"TRAPANI";"3";"Localizzazione centrali nucleari";344496;165551;"200096";"103579";"135859";25602;"23498"
"SICILIA";"TRAPANI";"4";"Contributi enti locali";344496;165551;"200121";"98236";"133069";26937;"24588"
"SICILIA";"TRAPANI";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";344496;165551;"200096";"103581";"127259";34753;"22700"
