"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SKBIANCHE";"NUMVOTISI";"NUMVOTINO"
"ABRUZZO";"PESCARA";"3";"Elezione del Consiglio Superiore della Magistratura";266384;128682;"85782";"43939";"11705";"53130";17521
"ABRUZZO";"PESCARA";"4";"Ordinamento giudiziario";266384;128682;"85912";"44024";"10005";"53683";19106
"ABRUZZO";"PESCARA";"5";"Incarichi extragiudiziari dei magistrati";266384;128682;"86008";"44079";"9105";"58728";15302
"ABRUZZO";"PESCARA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";266384;128682;"86132";"44138";"8683";"51093";23479
"ABRUZZO";"PESCARA";"6";"Licenziamenti";266384;128682;"86751";"44497";"4808";"28033";51712
"ABRUZZO";"PESCARA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";266384;128682;"86760";"44534";"7246";"63801";12819
"EMILIA-ROMAGNA";"PIACENZA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";234015;112104;"86786";"43498";"8218";"61635";14163
"EMILIA-ROMAGNA";"PIACENZA";"6";"Licenziamenti";234015;112104;"86878";"43541";"5468";"28369";51010
"EMILIA-ROMAGNA";"PIACENZA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";234015;112104;"86310";"43248";"8542";"46361";29075
"EMILIA-ROMAGNA";"PIACENZA";"3";"Elezione del Consiglio Superiore della Magistratura";234015;112104;"85567";"42841";"13420";"49077";19831
"EMILIA-ROMAGNA";"PIACENZA";"1";"Rimborso spese per consultazioni elettorali e referendarie";234015;112104;"86253";"43191";"8069";"54214";21390
"EMILIA-ROMAGNA";"PIACENZA";"4";"Ordinamento giudiziario";234015;112104;"85704";"42923";"11499";"49634";21645
"EMILIA-ROMAGNA";"PIACENZA";"5";"Incarichi extragiudiziari dei magistrati";234015;112104;"85825";"42983";"10990";"54473";17677
"TOSCANA";"PISA";"6";"Licenziamenti";327725;156540;"138578";"69594";"6685";"33542";96210
"TOSCANA";"PISA";"1";"Rimborso spese per consultazioni elettorali e referendarie";327725;156540;"135480";"68106";"13438";"72591";46567
"TOSCANA";"PISA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";327725;156540;"137830";"69267";"10916";"102786";20849
"TOSCANA";"PISA";"3";"Elezione del Consiglio Superiore della Magistratura";327725;156540;"133098";"66745";"23634";"63860";41387
"TOSCANA";"PISA";"4";"Ordinamento giudiziario";327725;156540;"133713";"67036";"18894";"65432";45799
"TOSCANA";"PISA";"5";"Incarichi extragiudiziari dei magistrati";327725;156540;"133886";"67146";"18517";"75554";36310
"TOSCANA";"PISA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";327725;156540;"136454";"68471";"12755";"58495";62471
"TOSCANA";"PISTOIA";"6";"Licenziamenti";232218;110496;"91935";"45889";"5078";"28161";56742
"TOSCANA";"PISTOIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";232218;110496;"90839";"45316";"8715";"43928";35814
"TOSCANA";"PISTOIA";"5";"Incarichi extragiudiziari dei magistrati";232218;110496;"89846";"44749";"11860";"52351";22770
"TOSCANA";"PISTOIA";"4";"Ordinamento giudiziario";232218;110496;"89736";"44701";"11818";"47168";27733
"TOSCANA";"PISTOIA";"3";"Elezione del Consiglio Superiore della Magistratura";232218;110496;"89444";"44525";"14808";"46269";24993
"TOSCANA";"PISTOIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";232218;110496;"90522";"45179";"8539";"50812";28571
"TOSCANA";"PISTOIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";232218;110496;"91864";"45897";"6689";"70102";12306
"BASILICATA";"POTENZA";"6";"Licenziamenti";354891;174873;"94183";"50730";"7407";"30614";53076
"BASILICATA";"POTENZA";"4";"Ordinamento giudiziario";354891;174873;"93641";"50149";"13149";"57473";18834
"BASILICATA";"POTENZA";"5";"Incarichi extragiudiziari dei magistrati";354891;174873;"93601";"50378";"12098";"60985";16651
"BASILICATA";"POTENZA";"3";"Elezione del Consiglio Superiore della Magistratura";354891;174873;"93293";"50150";"14261";"56405";18412
"BASILICATA";"POTENZA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";354891;174873;"94197";"50706";"10719";"64900";14731
"BASILICATA";"POTENZA";"1";"Rimborso spese per consultazioni elettorali e referendarie";354891;174873;"93827";"50511";"10547";"60272";19196
"BASILICATA";"POTENZA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";354891;174873;"93973";"50588";"10889";"54231";24628
"SICILIA";"RAGUSA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";244996;118258;"71935";"36885";"9026";"40861";17110
"SICILIA";"RAGUSA";"5";"Incarichi extragiudiziari dei magistrati";244996;118258;"71911";"36871";"9480";"44773";12698
"SICILIA";"RAGUSA";"4";"Ordinamento giudiziario";244996;118258;"71882";"36854";"10326";"42390";14078
"SICILIA";"RAGUSA";"3";"Elezione del Consiglio Superiore della Magistratura";244996;118258;"71837";"36830";"11113";"41690";13677
"SICILIA";"RAGUSA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";244996;118258;"72112";"36983";"8317";"48191";10533
"SICILIA";"RAGUSA";"1";"Rimborso spese per consultazioni elettorali e referendarie";244996;118258;"71991";"36906";"8346";"44691";13996
"SICILIA";"RAGUSA";"6";"Licenziamenti";244996;118258;"72075";"36952";"7092";"25865";34649
"EMILIA-ROMAGNA";"RAVENNA";"1";"Rimborso spese per consultazioni elettorali e referendarie";304520;145530;"134871";"66778";"12793";"66645";52629
"EMILIA-ROMAGNA";"RAVENNA";"6";"Licenziamenti";304520;145530;"137861";"68254";"6953";"34218";94599
"EMILIA-ROMAGNA";"RAVENNA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";304520;145530;"137474";"68158";"8953";"107454";18295
"EMILIA-ROMAGNA";"RAVENNA";"3";"Elezione del Consiglio Superiore della Magistratura";304520;145530;"132735";"65667";"23677";"61829";43463
"EMILIA-ROMAGNA";"RAVENNA";"4";"Ordinamento giudiziario";304520;145530;"133481";"66024";"17786";"60646";51819
"EMILIA-ROMAGNA";"RAVENNA";"5";"Incarichi extragiudiziari dei magistrati";304520;145530;"133360";"65981";"19090";"71177";39977
"EMILIA-ROMAGNA";"RAVENNA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";304520;145530;"134643";"66715";"15759";"59785";56369
"CALABRIA";"REGGIO CALABRIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";489130;236339;"94583";"50772";"9491";"65601";14773
"CALABRIA";"REGGIO CALABRIA";"5";"Incarichi extragiudiziari dei magistrati";489130;236339;"94207";"50540";"10090";"63598";15995
"CALABRIA";"REGGIO CALABRIA";"6";"Licenziamenti";489130;236339;"94484";"50678";"7447";"30214";52801
"CALABRIA";"REGGIO CALABRIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";489130;236339;"96105";"51546";"9811";"55826";24184
"CALABRIA";"REGGIO CALABRIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";489130;236339;"94338";"50565";"9030";"62136";18698
"CALABRIA";"REGGIO CALABRIA";"3";"Elezione del Consiglio Superiore della Magistratura";489130;236339;"94009";"50406";"12265";"58701";18095
"CALABRIA";"REGGIO CALABRIA";"4";"Ordinamento giudiziario";489130;236339;"94133";"50501";"10893";"60012";18619
"EMILIA-ROMAGNA";"REGGIO EMILIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";374852;180909;"191321";"93941";"23297";"75673";89523
"EMILIA-ROMAGNA";"REGGIO EMILIA";"6";"Licenziamenti";374852;180909;"194916";"95794";"7702";"41463";143834
"EMILIA-ROMAGNA";"REGGIO EMILIA";"5";"Incarichi extragiudiziari dei magistrati";374852;180909;"189255";"92892";"30472";"96293";58975
"EMILIA-ROMAGNA";"REGGIO EMILIA";"4";"Ordinamento giudiziario";374852;180909;"189493";"92994";"25320";"76271";84487
"EMILIA-ROMAGNA";"REGGIO EMILIA";"3";"Elezione del Consiglio Superiore della Magistratura";374852;180909;"188582";"92539";"37225";"83091";64017
"EMILIA-ROMAGNA";"REGGIO EMILIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";374852;180909;"193912";"95304";"14171";"147361";29079
"EMILIA-ROMAGNA";"REGGIO EMILIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";374852;180909;"191185";"93912";"17495";"84246";86417
"LAZIO";"RIETI";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";126158;60834;"41700";"21328";"3849";"29344";6606
"LAZIO";"RIETI";"3";"Elezione del Consiglio Superiore della Magistratura";126158;60834;"40952";"20913";"6000";"23680";9034
"LAZIO";"RIETI";"4";"Ordinamento giudiziario";126158;60834;"41032";"20952";"5314";"24319";9345
"LAZIO";"RIETI";"5";"Incarichi extragiudiziari dei magistrati";126158;60834;"41118";"21005";"5027";"26322";8109
"LAZIO";"RIETI";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";126158;60834;"41188";"21021";"4387";"22951";11894
"LAZIO";"RIETI";"6";"Licenziamenti";126158;60834;"41655";"21267";"2845";"13196";24187
"LAZIO";"RIETI";"1";"Rimborso spese per consultazioni elettorali e referendarie";126158;60834;"41341";"21115";"3787";"25966";9708
"LAZIO";"ROMA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";3216808;1529061;"1123724";"559178";"46702";"894768";152631
"LAZIO";"ROMA";"6";"Licenziamenti";3216808;1529061;"1121400";"557261";"34244";"348682";709516
"LAZIO";"ROMA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";3216808;1529061;"1102906";"548968";"68152";"670634";325935
"LAZIO";"ROMA";"5";"Incarichi extragiudiziari dei magistrati";3216808;1529061;"1099598";"547003";"69643";"791990";201968
"LAZIO";"ROMA";"4";"Ordinamento giudiziario";3216808;1529061;"1097246";"545601";"79062";"697802";281629
"LAZIO";"ROMA";"1";"Rimborso spese per consultazioni elettorali e referendarie";3216808;1529061;"1108793";"551451";"50089";"771941";258169
"LAZIO";"ROMA";"3";"Elezione del Consiglio Superiore della Magistratura";3216808;1529061;"1092502";"543440";"100718";"703857";241882
"VENETO";"ROVIGO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";211290;101027;"82777";"42265";"7325";"42509";31127
"VENETO";"ROVIGO";"6";"Licenziamenti";211290;101027;"83046";"42402";"5339";"25610";50455
"VENETO";"ROVIGO";"5";"Incarichi extragiudiziari dei magistrati";211290;101027;"82247";"41962";"9644";"50773";19724
"VENETO";"ROVIGO";"4";"Ordinamento giudiziario";211290;101027;"82156";"41906";"10508";"47586";21886
"VENETO";"ROVIGO";"3";"Elezione del Consiglio Superiore della Magistratura";211290;101027;"82008";"41823";"11619";"45984";21980
"VENETO";"ROVIGO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";211290;101027;"82944";"42344";"8150";"57498";14991
"VENETO";"ROVIGO";"1";"Rimborso spese per consultazioni elettorali e referendarie";211290;101027;"82637";"42190";"7637";"50908";22104
"CAMPANIA";"SALERNO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";904971;439724;"253407";"132906";"26120";"181700";37446
"CAMPANIA";"SALERNO";"3";"Elezione del Consiglio Superiore della Magistratura";904971;439724;"252164";"132105";"32791";"167057";43322
"CAMPANIA";"SALERNO";"4";"Ordinamento giudiziario";904971;439724;"252376";"132263";"30361";"168250";45402
"CAMPANIA";"SALERNO";"5";"Incarichi extragiudiziari dei magistrati";904971;439724;"252672";"132381";"27293";"177878";39248
"CAMPANIA";"SALERNO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";904971;439724;"252638";"132389";"26664";"159704";58059
"CAMPANIA";"SALERNO";"6";"Licenziamenti";904971;439724;"252953";"132613";"20107";"94116";131553
"CAMPANIA";"SALERNO";"1";"Rimborso spese per consultazioni elettorali e referendarie";904971;439724;"252914";"132556";"24190";"175757";44865
"SARDEGNA";"SASSARI";"6";"Licenziamenti";396714;194466;"112267";"56507";"4300";"38611";67837
"SARDEGNA";"SASSARI";"4";"Ordinamento giudiziario";396714;194466;"111164";"55921";"9246";"75940";23657
"SARDEGNA";"SASSARI";"5";"Incarichi extragiudiziari dei magistrati";396714;194466;"111425";"56033";"8215";"84002";16974
"SARDEGNA";"SASSARI";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";396714;194466;"112270";"56510";"6302";"90062";13879
"SARDEGNA";"SASSARI";"1";"Rimborso spese per consultazioni elettorali e referendarie";396714;194466;"111638";"56171";"6156";"83637";20092
"SARDEGNA";"SASSARI";"3";"Elezione del Consiglio Superiore della Magistratura";396714;194466;"111217";"55934";"11051";"77917";19453
"SARDEGNA";"SASSARI";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";396714;194466;"111915";"56410";"7334";"73854";28180
"LIGURIA";"SAVONA";"5";"Incarichi extragiudiziari dei magistrati";247877;116271;"88572";"43599";"9338";"56952";19356
"LIGURIA";"SAVONA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";247877;116271;"89166";"43949";"7826";"49361";29289
"LIGURIA";"SAVONA";"4";"Ordinamento giudiziario";247877;116271;"88414";"43515";"10297";"51616";23365
"LIGURIA";"SAVONA";"3";"Elezione del Consiglio Superiore della Magistratura";247877;116271;"88177";"43402";"12095";"51175";21336
"LIGURIA";"SAVONA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";247877;116271;"90085";"44432";"6905";"67305";12984
"LIGURIA";"SAVONA";"1";"Rimborso spese per consultazioni elettorali e referendarie";247877;116271;"89204";"43969";"7115";"56381";23143
"LIGURIA";"SAVONA";"6";"Licenziamenti";247877;116271;"90415";"44558";"4094";"28026";56306
"TOSCANA";"SIENA";"1";"Rimborso spese per consultazioni elettorali e referendarie";215672;103041;"99599";"50101";"10320";"40589";46485
"TOSCANA";"SIENA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";215672;103041;"101617";"51186";"6602";"81252";11782
"TOSCANA";"SIENA";"3";"Elezione del Consiglio Superiore della Magistratura";215672;103041;"98081";"49259";"20276";"39350";35826
"TOSCANA";"SIENA";"4";"Ordinamento giudiziario";215672;103041;"98491";"49444";"14524";"37156";44569
"TOSCANA";"SIENA";"5";"Incarichi extragiudiziari dei magistrati";215672;103041;"98539";"49478";"16471";"45912";33873
"TOSCANA";"SIENA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";215672;103041;"100115";"50373";"9916";"34573";53780
"TOSCANA";"SIENA";"6";"Licenziamenti";215672;103041;"101220";"50927";"6512";"23212";69913
"SICILIA";"SIRACUSA";"4";"Ordinamento giudiziario";343939;168395;"88155";"46218";"9302";"54480";20270
"SICILIA";"SIRACUSA";"6";"Licenziamenti";343939;168395;"88552";"46450";"4862";"25408";55243
"SICILIA";"SIRACUSA";"5";"Incarichi extragiudiziari dei magistrati";343939;168395;"88151";"46217";"8665";"58223";17384
"SICILIA";"SIRACUSA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";343939;168395;"88452";"46425";"7724";"61238";15468
"SICILIA";"SIRACUSA";"1";"Rimborso spese per consultazioni elettorali e referendarie";343939;168395;"88278";"46312";"7396";"56984";20048
"SICILIA";"SIRACUSA";"3";"Elezione del Consiglio Superiore della Magistratura";343939;168395;"88092";"46177";"10439";"53870";19386
"SICILIA";"SIRACUSA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";343939;168395;"88896";"46598";"8037";"51059";25336
"LOMBARDIA";"SONDRIO";"6";"Licenziamenti";154310;75104;"34511";"17535";"1971";"12972";18802
"LOMBARDIA";"SONDRIO";"1";"Rimborso spese per consultazioni elettorali e referendarie";154310;75104;"34294";"17412";"2877";"23195";7231
"LOMBARDIA";"SONDRIO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";154310;75104;"34451";"17501";"3369";"24248";5757
"LOMBARDIA";"SONDRIO";"3";"Elezione del Consiglio Superiore della Magistratura";154310;75104;"33991";"17243";"5012";"20822";6829
"LOMBARDIA";"SONDRIO";"4";"Ordinamento giudiziario";154310;75104;"34069";"17282";"4298";"21520";7074
"LOMBARDIA";"SONDRIO";"5";"Incarichi extragiudiziari dei magistrati";154310;75104;"34124";"17304";"3693";"23324";6017
"LOMBARDIA";"SONDRIO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";154310;75104;"34390";"17483";"2863";"19699";10920
"PUGLIA";"TARANTO";"6";"Licenziamenti";488947;236091;"132470";"70971";"7566";"35522";86063
"PUGLIA";"TARANTO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";488947;236091;"131426";"70330";"14333";"75333";37347
"PUGLIA";"TARANTO";"5";"Incarichi extragiudiziari dei magistrati";488947;236091;"131208";"70180";"16221";"84779";25763
"PUGLIA";"TARANTO";"4";"Ordinamento giudiziario";488947;236091;"131196";"70161";"17276";"78924";30159
"PUGLIA";"TARANTO";"3";"Elezione del Consiglio Superiore della Magistratura";488947;236091;"131146";"70172";"19130";"77749";28931
"PUGLIA";"TARANTO";"1";"Rimborso spese per consultazioni elettorali e referendarie";488947;236091;"131571";"70440";"12946";"85128";29052
"PUGLIA";"TARANTO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";488947;236091;"132247";"70862";"12974";"92761";21849
"ABRUZZO";"TERAMO";"6";"Licenziamenti";254055;124528;"82461";"42979";"5982";"28403";45720
"ABRUZZO";"TERAMO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";254055;124528;"81991";"42719";"9776";"47401";22036
"ABRUZZO";"TERAMO";"1";"Rimborso spese per consultazioni elettorali e referendarie";254055;124528;"82104";"42784";"8618";"53403";17260
"ABRUZZO";"TERAMO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";254055;124528;"82612";"43095";"8561";"59083";12013
"ABRUZZO";"TERAMO";"3";"Elezione del Consiglio Superiore della Magistratura";254055;124528;"81731";"42555";"12771";"49759";15910
"ABRUZZO";"TERAMO";"4";"Ordinamento giudiziario";254055;124528;"81829";"42613";"11601";"50461";16697
"ABRUZZO";"TERAMO";"5";"Incarichi extragiudiziari dei magistrati";254055;124528;"81905";"42657";"10476";"53976";14505
"UMBRIA";"TERNI";"1";"Rimborso spese per consultazioni elettorali e referendarie";191574;91364;"68852";"35517";"5787";"39762";21120
"UMBRIA";"TERNI";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";191574;91364;"69734";"36012";"4595";"53401";9411
"UMBRIA";"TERNI";"3";"Elezione del Consiglio Superiore della Magistratura";191574;91364;"68184";"35121";"9530";"35825";19825
"UMBRIA";"TERNI";"4";"Ordinamento giudiziario";191574;91364;"68346";"35214";"8188";"36677";20873
"UMBRIA";"TERNI";"5";"Incarichi extragiudiziari dei magistrati";191574;91364;"68369";"35195";"7488";"40972";17560
"UMBRIA";"TERNI";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";191574;91364;"68628";"35384";"6746";"35051";24586
"UMBRIA";"TERNI";"6";"Licenziamenti";191574;91364;"69580";"35898";"3676";"19177";44996
"PIEMONTE";"TORINO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";1885687;905493;"719439";"360246";"46635";"376378";276206
"PIEMONTE";"TORINO";"4";"Ordinamento giudiziario";1885687;905493;"712195";"356401";"66476";"407172";212387
"PIEMONTE";"TORINO";"5";"Incarichi extragiudiziari dei magistrati";1885687;905493;"713524";"357101";"59397";"460588";169586
"PIEMONTE";"TORINO";"3";"Elezione del Consiglio Superiore della Magistratura";1885687;905493;"709682";"355218";"81200";"399746";198301
"PIEMONTE";"TORINO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";1885687;905493;"723990";"362678";"48129";"505350";146580
"PIEMONTE";"TORINO";"1";"Rimborso spese per consultazioni elettorali e referendarie";1885687;905493;"719602";"360192";"42544";"459551";196779
"PIEMONTE";"TORINO";"6";"Licenziamenti";1885687;905493;"729661";"365449";"21598";"189206";505658
"SICILIA";"TRAPANI";"3";"Elezione del Consiglio Superiore della Magistratura";375359;180855;"101474";"53100";"16189";"60134";18151
"SICILIA";"TRAPANI";"1";"Rimborso spese per consultazioni elettorali e referendarie";375359;180855;"101649";"53219";"12292";"64303";18445
"SICILIA";"TRAPANI";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";375359;180855;"101589";"53166";"13649";"59337";22146
"SICILIA";"TRAPANI";"5";"Incarichi extragiudiziari dei magistrati";375359;180855;"101598";"53184";"13947";"64694";16579
"SICILIA";"TRAPANI";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";375359;180855;"101759";"53291";"13451";"66225";15171
"SICILIA";"TRAPANI";"6";"Licenziamenti";375359;180855;"101742";"53255";"11244";"36147";48633
"SICILIA";"TRAPANI";"4";"Ordinamento giudiziario";375359;180855;"101566";"53165";"14984";"61696";18159
"TRENTINO A.A.";"TRENTO";"5";"Incarichi extragiudiziari dei magistrati";397197;191560;"150048";"74056";"14210";"97775";34227
"TRENTINO A.A.";"TRENTO";"1";"Rimborso spese per consultazioni elettorali e referendarie";397197;191560;"150980";"74652";"11441";"95722";40035
"TRENTINO A.A.";"TRENTO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";397197;191560;"151594";"74865";"12744";"75051";60359
"TRENTINO A.A.";"TRENTO";"4";"Ordinamento giudiziario";397197;191560;"149675";"73862";"16722";"87408";41304
"TRENTINO A.A.";"TRENTO";"3";"Elezione del Consiglio Superiore della Magistratura";397197;191560;"148999";"73747";"20148";"83797";40349
"TRENTINO A.A.";"TRENTO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";397197;191560;"151841";"75144";"13338";"100351";34013
"TRENTINO A.A.";"TRENTO";"6";"Licenziamenti";397197;191560;"153058";"75584";"6880";"45645";98003
"VENETO";"TREVISO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";671279;324847;"225809";"113072";"17183";"167846";34857
"VENETO";"TREVISO";"6";"Licenziamenti";671279;324847;"226602";"113335";"10330";"80683";131583
"VENETO";"TREVISO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";671279;324847;"225424";"112791";"14641";"135927";69945
"VENETO";"TREVISO";"5";"Incarichi extragiudiziari dei magistrati";671279;324847;"223254";"111658";"18753";"161678";37073
"VENETO";"TREVISO";"3";"Elezione del Consiglio Superiore della Magistratura";671279;324847;"222182";"111074";"26634";"144845";43542
"VENETO";"TREVISO";"1";"Rimborso spese per consultazioni elettorali e referendarie";671279;324847;"224823";"112543";"13650";"161041";44420
"VENETO";"TREVISO";"4";"Ordinamento giudiziario";671279;324847;"222734";"111381";"22313";"148989";45402
"FRIULI VENEZIA G.";"UDINE";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";478581;230127;"157338";"78865";"11635";"116577";24071
"FRIULI VENEZIA G.";"UDINE";"6";"Licenziamenti";478581;230127;"158526";"79325";"6924";"64581";83361
"FRIULI VENEZIA G.";"UDINE";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";478581;230127;"156945";"78658";"8481";"91414";53501
"FRIULI VENEZIA G.";"UDINE";"5";"Incarichi extragiudiziari dei magistrati";478581;230127;"155121";"77531";"13483";"111017";25783
"FRIULI VENEZIA G.";"UDINE";"3";"Elezione del Consiglio Superiore della Magistratura";478581;230127;"154049";"76971";"18792";"98768";30311
"FRIULI VENEZIA G.";"UDINE";"1";"Rimborso spese per consultazioni elettorali e referendarie";478581;230127;"156569";"78392";"9870";"110793";31520
"FRIULI VENEZIA G.";"UDINE";"4";"Ordinamento giudiziario";478581;230127;"154499";"77203";"15656";"101585";32042
"LOMBARDIA";"VARESE";"6";"Licenziamenti";688108;329360;"213246";"106957";"8787";"68221";132057
"LOMBARDIA";"VARESE";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";688108;329360;"211466";"106040";"14569";"113375";77611
"LOMBARDIA";"VARESE";"5";"Incarichi extragiudiziari dei magistrati";688108;329360;"208931";"104687";"19535";"136329";46195
"LOMBARDIA";"VARESE";"4";"Ordinamento giudiziario";688108;329360;"208640";"104497";"21735";"124917";54589
"LOMBARDIA";"VARESE";"3";"Elezione del Consiglio Superiore della Magistratura";688108;329360;"207956";"104135";"26500";"120333";52600
"LOMBARDIA";"VARESE";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";688108;329360;"211505";"106115";"16324";"144147";43375
"LOMBARDIA";"VARESE";"1";"Rimborso spese per consultazioni elettorali e referendarie";688108;329360;"210554";"105565";"14742";"136739";52859
"VENETO";"VENEZIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";706620;339096;"261702";"131620";"15997";"196374";42231
"VENETO";"VENEZIA";"3";"Elezione del Consiglio Superiore della Magistratura";706620;339096;"256648";"128912";"31462";"159009";60831
"VENETO";"VENEZIA";"4";"Ordinamento giudiziario";706620;339096;"260405";"132177";"22889";"162214";65052
"VENETO";"VENEZIA";"6";"Licenziamenti";706620;339096;"262558";"131972";"9810";"82728";165500
"VENETO";"VENEZIA";"5";"Incarichi extragiudiziari dei magistrati";706620;339096;"257947";"129548";"21004";"177975";52280
"VENETO";"VENEZIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";706620;339096;"259859";"130649";"14969";"175900";62920
"VENETO";"VENEZIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";706620;339096;"259986";"130705";"16395";"148685";89034
"PIEMONTE";"VERCELLI";"6";"Licenziamenti";155646;74325;"54615";"27289";"3179";"16728";33364
"PIEMONTE";"VERCELLI";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";155646;74325;"54367";"27176";"5499";"36755";10006
"PIEMONTE";"VERCELLI";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";155646;74325;"54203";"27091";"5123";"28407";18928
"PIEMONTE";"VERCELLI";"1";"Rimborso spese per consultazioni elettorali e referendarie";155646;74325;"54171";"27068";"5032";"34181";13100
"PIEMONTE";"VERCELLI";"5";"Incarichi extragiudiziari dei magistrati";155646;74325;"53767";"26853";"6594";"33937";11194
"PIEMONTE";"VERCELLI";"4";"Ordinamento giudiziario";155646;74325;"53749";"26840";"7249";"31051";13255
"PIEMONTE";"VERCELLI";"3";"Elezione del Consiglio Superiore della Magistratura";155646;74325;"53594";"26760";"8533";"30066";12551
"VENETO";"VERONA";"5";"Incarichi extragiudiziari dei magistrati";676739;325315;"227747";"112966";"21113";"162704";38356
"VENETO";"VERONA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";676739;325315;"229555";"113896";"16854";"135686";72150
"VENETO";"VERONA";"6";"Licenziamenti";676739;325315;"230795";"114490";"12489";"83237";130923
"VENETO";"VERONA";"4";"Ordinamento giudiziario";676739;325315;"227332";"112754";"24158";"148252";48778
"VENETO";"VERONA";"3";"Elezione del Consiglio Superiore della Magistratura";676739;325315;"226552";"112381";"28466";"143827";47242
"VENETO";"VERONA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";676739;325315;"230592";"114466";"18198";"170707";35701
"VENETO";"VERONA";"1";"Rimborso spese per consultazioni elettorali e referendarie";676739;325315;"229292";"113784";"15910";"161069";47016
"VENETO";"VICENZA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";651878;315475;"224788";"110625";"16774";"132245";71520
"VENETO";"VICENZA";"5";"Incarichi extragiudiziari dei magistrati";651878;315475;"222914";"109551";"20733";"160195";36964
"VENETO";"VICENZA";"4";"Ordinamento giudiziario";651878;315475;"222243";"109251";"24124";"146145";46621
"VENETO";"VICENZA";"3";"Elezione del Consiglio Superiore della Magistratura";651878;315475;"221717";"108942";"28708";"142333";44298
"VENETO";"VICENZA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";651878;315475;"225953";"111285";"18014";"167914";34751
"VENETO";"VICENZA";"1";"Rimborso spese per consultazioni elettorali e referendarie";651878;315475;"225671";"110514";"15495";"160894";44562
