"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SKBIANCHE";"NUMVOTISI";"NUMVOTINO"
"EMILIA-ROMAGNA";"FERRARA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";310698;147041;"147365";"72558";"12822";"63503";68221
"EMILIA-ROMAGNA";"FERRARA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";310698;147041;"148228";"73064";"10444";"111469";22947
"TOSCANA";"FIRENZE";"1";"Rimborso spese per consultazioni elettorali e referendarie";804627;381572;"360801";"177690";"29978";"186701";136839
"TOSCANA";"FIRENZE";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";804627;381572;"367928";"181428";"20408";"291599";48178
"TOSCANA";"FIRENZE";"3";"Elezione del Consiglio Superiore della Magistratura";804627;381572;"354686";"174531";"53895";"168345";121470
"TOSCANA";"FIRENZE";"4";"Ordinamento giudiziario";804627;381572;"356218";"175257";"43067";"167108";136616
"TOSCANA";"FIRENZE";"5";"Incarichi extragiudiziari dei magistrati";804627;381572;"356869";"175634";"41256";"198263";108542
"TOSCANA";"FIRENZE";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";804627;381572;"360637";"177614";"32647";"159074";161551
"TOSCANA";"FIRENZE";"6";"Licenziamenti";804627;381572;"368386";"181547";"16275";"94796";252096
"PUGLIA";"FOGGIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";579207;281930;"146464";"78759";"12636";"100298";29050
"PUGLIA";"FOGGIA";"3";"Elezione del Consiglio Superiore della Magistratura";579207;281930;"146045";"78489";"17795";"93552";29506
"PUGLIA";"FOGGIA";"4";"Ordinamento giudiziario";579207;281930;"146088";"78521";"16498";"94277";30578
"PUGLIA";"FOGGIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";579207;281930;"146959";"79047";"11496";"110124";20765
"PUGLIA";"FOGGIA";"5";"Incarichi extragiudiziari dei magistrati";579207;281930;"146202";"78591";"15348";"100348";25987
"PUGLIA";"FOGGIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";579207;281930;"146258";"78644";"14342";"87626";39783
"PUGLIA";"FOGGIA";"6";"Licenziamenti";579207;281930;"146624";"78863";"9843";"49857";83120
"EMILIA-ROMAGNA";"FORLI'-CESENA";"3";"Elezione del Consiglio Superiore della Magistratura";306813;147555;"127714";"63852";"16890";"74989";31648
"EMILIA-ROMAGNA";"FORLI'-CESENA";"4";"Ordinamento giudiziario";306813;147555;"128002";"64000";"14303";"65658";44360
"EMILIA-ROMAGNA";"FORLI'-CESENA";"5";"Incarichi extragiudiziari dei magistrati";306813;147555;"128187";"64122";"13504";"82247";29064
"EMILIA-ROMAGNA";"FORLI'-CESENA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";306813;147555;"129465";"64713";"9970";"60235";56463
"EMILIA-ROMAGNA";"FORLI'-CESENA";"6";"Licenziamenti";306813;147555;"130630";"65331";"5808";"36265";86296
"EMILIA-ROMAGNA";"FORLI'-CESENA";"1";"Rimborso spese per consultazioni elettorali e referendarie";306813;147555;"129004";"64556";"10299";"70430";45192
"EMILIA-ROMAGNA";"FORLI'-CESENA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";306813;147555;"130511";"65361";"8162";"101280";17703
"LAZIO";"FROSINONE";"4";"Ordinamento giudiziario";433972;211571;"124355";"65103";"17569";"72269";28970
"LAZIO";"FROSINONE";"6";"Licenziamenti";433972;211571;"125320";"65690";"9089";"38036";74163
"LAZIO";"FROSINONE";"5";"Incarichi extragiudiziari dei magistrati";433972;211571;"124435";"65148";"16564";"77278";25435
"LAZIO";"FROSINONE";"3";"Elezione del Consiglio Superiore della Magistratura";433972;211571;"124106";"64936";"22536";"70471";28467
"LAZIO";"FROSINONE";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";433972;211571;"125147";"65607";"5248";"95183";23404
"LAZIO";"FROSINONE";"1";"Rimborso spese per consultazioni elettorali e referendarie";433972;211571;"124765";"65359";"13636";"77178";29281
"LAZIO";"FROSINONE";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";433972;211571;"124575";"65227";"14840";"67436";37579
"LIGURIA";"GENOVA";"6";"Licenziamenti";797898;373027;"287748";"143010";"10267";"75511";197714
"LIGURIA";"GENOVA";"1";"Rimborso spese per consultazioni elettorali e referendarie";797898;373027;"282748";"140437";"19266";"169007";88269
"LIGURIA";"GENOVA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";797898;373027;"286749";"142541";"17248";"223275";39480
"LIGURIA";"GENOVA";"3";"Elezione del Consiglio Superiore della Magistratura";797898;373027;"277895";"137917";"41025";"153668";72975
"LIGURIA";"GENOVA";"4";"Ordinamento giudiziario";797898;373027;"279169";"138566";"30494";"146628";93622
"LIGURIA";"GENOVA";"5";"Incarichi extragiudiziari dei magistrati";797898;373027;"279434";"138693";"31378";"173624";66531
"LIGURIA";"GENOVA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";797898;373027;"281910";"140008";"25354";"149043";100595
"FRIULI VENEZIA G.";"GORIZIA";"5";"Incarichi extragiudiziari dei magistrati";122609;58245;"49347";"24053";"5324";"32199";10276
"FRIULI VENEZIA G.";"GORIZIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";122609;58245;"49820";"24317";"4412";"26354";17707
"FRIULI VENEZIA G.";"GORIZIA";"4";"Ordinamento giudiziario";122609;58245;"49211";"23968";"5746";"28581";13141
"FRIULI VENEZIA G.";"GORIZIA";"3";"Elezione del Consiglio Superiore della Magistratura";122609;58245;"49002";"23865";"7009";"28064";11980
"FRIULI VENEZIA G.";"GORIZIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";122609;58245;"50266";"24575";"3813";"36615";8274
"FRIULI VENEZIA G.";"GORIZIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";122609;58245;"49781";"24311";"3852";"31883";12608
"FRIULI VENEZIA G.";"GORIZIA";"6";"Licenziamenti";122609;58245;"50530";"24675";"2276";"14246";32957
"TOSCANA";"GROSSETO";"5";"Incarichi extragiudiziari dei magistrati";186091;88855;"67915";"34155";"8887";"42386";14655
"TOSCANA";"GROSSETO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";186091;88855;"68935";"34719";"6613";"35078";25583
"TOSCANA";"GROSSETO";"4";"Ordinamento giudiziario";186091;88855;"67808";"34067";"9577";"38188";18006
"TOSCANA";"GROSSETO";"3";"Elezione del Consiglio Superiore della Magistratura";186091;88855;"67578";"33949";"11181";"37830";16154
"TOSCANA";"GROSSETO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";186091;88855;"69987";"35318";"4847";"54089";9170
"TOSCANA";"GROSSETO";"1";"Rimborso spese per consultazioni elettorali e referendarie";186091;88855;"68768";"34681";"6479";"41101";19311
"TOSCANA";"GROSSETO";"6";"Licenziamenti";186091;88855;"69858";"35197";"3864";"21502";43102
"LIGURIA";"IMPERIA";"6";"Licenziamenti";188683;89312;"51658";"25431";"2871";"22109";25473
"LIGURIA";"IMPERIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";188683;89312;"51281";"25247";"4164";"34134";11592
"LIGURIA";"IMPERIA";"5";"Incarichi extragiudiziari dei magistrati";188683;89312;"51076";"25148";"4723";"37577";7264
"LIGURIA";"IMPERIA";"4";"Ordinamento giudiziario";188683;89312;"51039";"25127";"5150";"34789";9490
"LIGURIA";"IMPERIA";"3";"Elezione del Consiglio Superiore della Magistratura";188683;89312;"50902";"25058";"6124";"34517";8427
"LIGURIA";"IMPERIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";188683;89312;"51517";"25473";"3479";"40530";6208
"LIGURIA";"IMPERIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";188683;89312;"51418";"25331";"3448";"37533";9062
"ABRUZZO";"L'AQUILA";"1";"Rimborso spese per consultazioni elettorali e referendarie";269692;130623;"84917";"43487";"7969";"57155";16950
"ABRUZZO";"L'AQUILA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";269692;130623;"85610";"43882";"8116";"62670";12048
"ABRUZZO";"L'AQUILA";"4";"Ordinamento giudiziario";269692;130623;"84454";"43206";"10990";"53579";16831
"ABRUZZO";"L'AQUILA";"5";"Incarichi extragiudiziari dei magistrati";269692;130623;"84568";"43250";"9874";"57812";13980
"ABRUZZO";"L'AQUILA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";269692;130623;"84798";"43375";"8916";"50347";22325
"ABRUZZO";"L'AQUILA";"6";"Licenziamenti";269692;130623;"85905";"44012";"5264";"27662";51001
"ABRUZZO";"L'AQUILA";"3";"Elezione del Consiglio Superiore della Magistratura";269692;130623;"84256";"43067";"12402";"52183";16024
"LIGURIA";"LA SPEZIA";"4";"Ordinamento giudiziario";196576;92981;"70363";"35393";"7875";"37164";23189
"LIGURIA";"LA SPEZIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";196576;92981;"70938";"35714";"5592";"40527";23249
"LIGURIA";"LA SPEZIA";"3";"Elezione del Consiglio Superiore della Magistratura";196576;92981;"70152";"35282";"10394";"38166";19152
"LIGURIA";"LA SPEZIA";"5";"Incarichi extragiudiziari dei magistrati";196576;92981;"70443";"35441";"8032";"43130";17287
"LIGURIA";"LA SPEZIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";196576;92981;"70768";"35624";"6999";"36384";25528
"LIGURIA";"LA SPEZIA";"6";"Licenziamenti";196576;92981;"71906";"36221";"2990";"18709";48948
"LIGURIA";"LA SPEZIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";196576;92981;"71743";"36145";"432";"55610";10063
"LAZIO";"LATINA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";430170;209302;"120634";"61750";"10215";"74916";31669
"LAZIO";"LATINA";"1";"Rimborso spese per consultazioni elettorali e referendarie";430170;209302;"120909";"61908";"8595";"84155";24438
"LAZIO";"LATINA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";430170;209302;"121449";"62258";"9151";"90102";18181
"LAZIO";"LATINA";"3";"Elezione del Consiglio Superiore della Magistratura";430170;209302;"120167";"61528";"13803";"78038";23598
"LAZIO";"LATINA";"4";"Ordinamento giudiziario";430170;209302;"120375";"61616";"12025";"79405";24627
"LAZIO";"LATINA";"5";"Incarichi extragiudiziari dei magistrati";430170;209302;"120541";"61709";"10936";"85244";20375
"LAZIO";"LATINA";"6";"Licenziamenti";430170;209302;"121342";"62161";"6850";"43188";68092
"PUGLIA";"LECCE";"6";"Licenziamenti";704480;336402;"171176";"87606";"15736";"62690";88166
"PUGLIA";"LECCE";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";704480;336402;"171450";"87782";"18971";"124345";22678
"PUGLIA";"LECCE";"1";"Rimborso spese per consultazioni elettorali e referendarie";704480;336402;"170622";"87264";"19258";"115957";30153
"PUGLIA";"LECCE";"3";"Elezione del Consiglio Superiore della Magistratura";704480;336402;"169931";"86876";"27867";"106888";29039
"PUGLIA";"LECCE";"4";"Ordinamento giudiziario";704480;336402;"170165";"87006";"25365";"108520";30627
"PUGLIA";"LECCE";"5";"Incarichi extragiudiziari dei magistrati";704480;336402;"170313";"87108";"23674";"115909";25519
"PUGLIA";"LECCE";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";704480;336402;"170449";"87218";"22433";"104150";38510
"TOSCANA";"LIVORNO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";289386;137637;"122480";"60993";"6731";"98257";15175
"TOSCANA";"LIVORNO";"3";"Elezione del Consiglio Superiore della Magistratura";289386;137637;"118070";"58616";"22654";"54121";38124
"TOSCANA";"LIVORNO";"4";"Ordinamento giudiziario";289386;137637;"118751";"58989";"14317";"52911";48909
"TOSCANA";"LIVORNO";"5";"Incarichi extragiudiziari dei magistrati";289386;137637;"118841";"59069";"17844";"64354";34070
"TOSCANA";"LIVORNO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";289386;137637;"120777";"60077";"9770";"47811";61418
"TOSCANA";"LIVORNO";"6";"Licenziamenti";289386;137637;"122751";"61048";"5331";"28980";86682
"TOSCANA";"LIVORNO";"1";"Rimborso spese per consultazioni elettorali e referendarie";289386;137637;"120399";"59874";"9857";"59055";49333
"TOSCANA";"LUCCA";"6";"Licenziamenti";332327;158195;"112886";"56824";"5343";"36826";68009
"TOSCANA";"LUCCA";"1";"Rimborso spese per consultazioni elettorali e referendarie";332327;158195;"111378";"56019";"8547";"73443";25876
"TOSCANA";"LUCCA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";332327;158195;"112461";"56593";"8330";"83624";16710
"TOSCANA";"LUCCA";"3";"Elezione del Consiglio Superiore della Magistratura";332327;158195;"109726";"55093";"14664";"66014";24390
"TOSCANA";"LUCCA";"4";"Ordinamento giudiziario";332327;158195;"110123";"55296";"12406";"68028";25540
"TOSCANA";"LUCCA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";332327;158195;"111748";"56193";"8439";"60881";39217
"TOSCANA";"LUCCA";"5";"Incarichi extragiudiziari dei magistrati";332327;158195;"110321";"55412";"11198";"74367";20905
"MARCHE";"MACERATA";"6";"Licenziamenti";256717;123569;"95203";"48881";"6529";"31080";55492
"MARCHE";"MACERATA";"1";"Rimborso spese per consultazioni elettorali e referendarie";256717;123569;"94446";"48533";"10068";"60239";21316
"MARCHE";"MACERATA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";256717;123569;"95131";"48900";"9708";"69631";12873
"MARCHE";"MACERATA";"3";"Elezione del Consiglio Superiore della Magistratura";256717;123569;"93594";"48025";"16338";"54604";19114
"MARCHE";"MACERATA";"4";"Ordinamento giudiziario";256717;123569;"93759";"48120";"14195";"55549";20813
"MARCHE";"MACERATA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";256717;123569;"94438";"48499";"10945";"52054";28839
"MARCHE";"MACERATA";"5";"Incarichi extragiudiziari dei magistrati";256717;123569;"93910";"48200";"13013";"60762";17067
"LOMBARDIA";"MANTOVA";"1";"Rimborso spese per consultazioni elettorali e referendarie";317724;150971;"124638";"61935";"11925";"68824";41524
"LOMBARDIA";"MANTOVA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";317724;150971;"125582";"62440";"11925";"90552";21613
"LOMBARDIA";"MANTOVA";"3";"Elezione del Consiglio Superiore della Magistratura";317724;150971;"123434";"61323";"20494";"63179";36442
"LOMBARDIA";"MANTOVA";"4";"Ordinamento giudiziario";317724;150971;"123753";"61460";"16280";"62701";41901
"LOMBARDIA";"MANTOVA";"5";"Incarichi extragiudiziari dei magistrati";317724;150971;"123921";"61537";"16330";"71772";33205
"LOMBARDIA";"MANTOVA";"6";"Licenziamenti";317724;150971;"125822";"62505";"6849";"35157";81913
"LOMBARDIA";"MANTOVA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";317724;150971;"124886";"62080";"12393";"58734";51625
"TOSCANA";"MASSA-CARRARA";"3";"Elezione del Consiglio Superiore della Magistratura";177334;84479;"52572";"26581";"7334";"30717";12313
"TOSCANA";"MASSA-CARRARA";"4";"Ordinamento giudiziario";177334;84479;"52740";"26679";"6066";"31309";13408
"TOSCANA";"MASSA-CARRARA";"6";"Licenziamenti";177334;84479;"53844";"27265";"2494";"16549";33485
"TOSCANA";"MASSA-CARRARA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";177334;84479;"53186";"26905";"4888";"28758";17843
"TOSCANA";"MASSA-CARRARA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";177334;84479;"53662";"27122";"3835";"40037";8167
"TOSCANA";"MASSA-CARRARA";"5";"Incarichi extragiudiziari dei magistrati";177334;84479;"52819";"26732";"5618";"34637";10669
"TOSCANA";"MASSA-CARRARA";"1";"Rimborso spese per consultazioni elettorali e referendarie";177334;84479;"53037";"26811";"4455";"33409";13581
"BASILICATA";"MATERA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";171117;83911;"49879";"26838";"4267";"35991";7240
"BASILICATA";"MATERA";"3";"Elezione del Consiglio Superiore della Magistratura";171117;83911;"49433";"26566";"6071";"31365";9380
"BASILICATA";"MATERA";"4";"Ordinamento giudiziario";171117;83911;"49494";"26601";"5540";"31746";9693
"BASILICATA";"MATERA";"5";"Incarichi extragiudiziari dei magistrati";171117;83911;"49522";"26616";"4874";"33832";8456
"BASILICATA";"MATERA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";171117;83911;"49640";"26699";"4324";"30555";12462
"BASILICATA";"MATERA";"6";"Licenziamenti";171117;83911;"49962";"26883";"2763";"16406";28892
"BASILICATA";"MATERA";"1";"Rimborso spese per consultazioni elettorali e referendarie";171117;83911;"49663";"26708";"4323";"33567";9494
"SICILIA";"MESSINA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";574692;274843;"151955";"77649";"21098";"96623";23772
"SICILIA";"MESSINA";"3";"Elezione del Consiglio Superiore della Magistratura";574692;274843;"151397";"77278";"24719";"89220";26717
"SICILIA";"MESSINA";"4";"Ordinamento giudiziario";574692;274843;"151527";"77350";"22224";"91551";27366
"SICILIA";"MESSINA";"5";"Incarichi extragiudiziari dei magistrati";574692;274843;"151628";"77402";"20917";"96704";24180
"SICILIA";"MESSINA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";574692;274843;"151594";"77407";"20542";"86296";34666
"SICILIA";"MESSINA";"6";"Licenziamenti";574692;274843;"151926";"77594";"16290";"50573";76242
"SICILIA";"MESSINA";"1";"Rimborso spese per consultazioni elettorali e referendarie";574692;274843;"151701";"77462";"19217";"95322";27290
"LOMBARDIA";"MILANO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";3136953;1495767;"1054853";"522929";"64934";"569152";397324
"LOMBARDIA";"MILANO";"5";"Incarichi extragiudiziari dei magistrati";3136953;1495767;"1041088";"516030";"87834";"676544";247108
"LOMBARDIA";"MILANO";"6";"Licenziamenti";3136953;1495767;"1071886";"531247";"32746";"315445";706883
"LOMBARDIA";"MILANO";"3";"Elezione del Consiglio Superiore della Magistratura";3136953;1495767;"1034823";"512709";"122863";"591239";281898
"LOMBARDIA";"MILANO";"1";"Rimborso spese per consultazioni elettorali e referendarie";3136953;1495767;"1051879";"521556";"63175";"673272";290182
"LOMBARDIA";"MILANO";"4";"Ordinamento giudiziario";3136953;1495767;"1039549";"515163";"96886";"604036";306867
"LOMBARDIA";"MILANO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";3136953;1495767;"1061526";"526531";"68026";"762217";201899
"EMILIA-ROMAGNA";"MODENA";"6";"Licenziamenti";526985;253501;"266058";"130685";"12770";"68091";182081
"EMILIA-ROMAGNA";"MODENA";"1";"Rimborso spese per consultazioni elettorali e referendarie";526985;253501;"262171";"128764";"26355";"129433";102517
"EMILIA-ROMAGNA";"MODENA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";526985;253501;"265732";"130589";"18510";"204872";38052
"EMILIA-ROMAGNA";"MODENA";"3";"Elezione del Consiglio Superiore della Magistratura";526985;253501;"259259";"127262";"48114";"115278";86620
"EMILIA-ROMAGNA";"MODENA";"4";"Ordinamento giudiziario";526985;253501;"260072";"127659";"35857";"118019";101760
"EMILIA-ROMAGNA";"MODENA";"5";"Incarichi extragiudiziari dei magistrati";526985;253501;"260058";"127723";"38572";"136392";80779
"EMILIA-ROMAGNA";"MODENA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";526985;253501;"262234";"128801";"30593";"111863";116129
"CAMPANIA";"NAPOLI";"6";"Licenziamenti";2458456;1186230;"568112";"303784";"25938";"173976";355639
"CAMPANIA";"NAPOLI";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";2458456;1186230;"565475";"302219";"43211";"348895";157270
"CAMPANIA";"NAPOLI";"5";"Incarichi extragiudiziari dei magistrati";2458456;1186230;"565678";"302499";"45058";"398952";105485
"CAMPANIA";"NAPOLI";"4";"Ordinamento giudiziario";2458456;1186230;"565070";"301925";"49585";"365942";132152
"CAMPANIA";"NAPOLI";"3";"Elezione del Consiglio Superiore della Magistratura";2458456;1186230;"564034";"301706";"56556";"366754";120752
"CAMPANIA";"NAPOLI";"1";"Rimborso spese per consultazioni elettorali e referendarie";2458456;1186230;"566193";"302550";"37936";"392195";120872
"CAMPANIA";"NAPOLI";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";2458456;1186230;"568315";"303817";"37734";"426702";88065
"PIEMONTE";"NOVARA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";291494;138857;"100011";"50042";"8207";"52636";35988
"PIEMONTE";"NOVARA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";291494;138857;"100305";"50214";"8809";"68627";19269
"PIEMONTE";"NOVARA";"6";"Licenziamenti";291494;138857;"100840";"50474";"4989";"31406";62279
"PIEMONTE";"NOVARA";"3";"Elezione del Consiglio Superiore della Magistratura";291494;138857;"98812";"49360";"13548";"56639";24509
"PIEMONTE";"NOVARA";"1";"Rimborso spese per consultazioni elettorali e referendarie";291494;138857;"99917";"49997";"7658";"64322";24818
"PIEMONTE";"NOVARA";"4";"Ordinamento giudiziario";291494;138857;"99115";"49545";"11555";"58151";25771
"PIEMONTE";"NOVARA";"5";"Incarichi extragiudiziari dei magistrati";291494;138857;"99209";"49587";"10377";"64144";21349
"SARDEGNA";"NUORO";"5";"Incarichi extragiudiziari dei magistrati";234116;115492;"54010";"27136";"4311";"39603";8816
"SARDEGNA";"NUORO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";234116;115492;"54158";"27214";"3915";"34208";14773
"SARDEGNA";"NUORO";"4";"Ordinamento giudiziario";234116;115492;"54008";"27130";"4828";"36266";11618
"SARDEGNA";"NUORO";"3";"Elezione del Consiglio Superiore della Magistratura";234116;115492;"53930";"27083";"5785";"36099";10413
"SARDEGNA";"NUORO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";234116;115492;"54468";"27419";"3125";"42451";7569
"SARDEGNA";"NUORO";"1";"Rimborso spese per consultazioni elettorali e referendarie";234116;115492;"54196";"27239";"3253";"38701";11095
"SARDEGNA";"NUORO";"6";"Licenziamenti";234116;115492;"54494";"27417";"2161";"18840";32559
"VENETO";"PADOVA";"1";"Rimborso spese per consultazioni elettorali e referendarie";715979;344432;"285708";"142617";"17320";"197569";63849
"VENETO";"PADOVA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";715979;344432;"287462";"143598";"20996";"212051";46341
"VENETO";"PADOVA";"3";"Elezione del Consiglio Superiore della Magistratura";715979;344432;"282776";"141017";"30805";"176754";65891
"VENETO";"PADOVA";"6";"Licenziamenti";715979;344432;"287118";"143274";"13668";"100890";166877
"VENETO";"PADOVA";"5";"Incarichi extragiudiziari dei magistrati";715979;344432;"284061";"141703";"23232";"197778";56069
"VENETO";"PADOVA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";715979;344432;"285736";"142567";"19274";"170509";89539
"VENETO";"PADOVA";"4";"Ordinamento giudiziario";715979;344432;"283444";"141372";"26385";"182004";66961
"SICILIA";"PALERMO";"1";"Rimborso spese per consultazioni elettorali e referendarie";1061142;509781;"271112";"141985";"23545";"174206";56828
"SICILIA";"PALERMO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";1061142;509781;"271800";"142450";"25974";"178857";49387
"SICILIA";"PALERMO";"3";"Elezione del Consiglio Superiore della Magistratura";1061142;509781;"270432";"141633";"32298";"160668";58439
"SICILIA";"PALERMO";"4";"Ordinamento giudiziario";1061142;509781;"270808";"141828";"28874";"164257";60297
"SICILIA";"PALERMO";"5";"Incarichi extragiudiziari dei magistrati";1061142;509781;"270994";"141938";"26339";"176066";51849
"SICILIA";"PALERMO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";1061142;509781;"270635";"141764";"26331";"155471";72385
"SICILIA";"PALERMO";"6";"Licenziamenti";1061142;509781;"271379";"142163";"20265";"87501";149446
"EMILIA-ROMAGNA";"PARMA";"6";"Licenziamenti";347385;166013;"141005";"70634";"6721";"41635";90280
"EMILIA-ROMAGNA";"PARMA";"1";"Rimborso spese per consultazioni elettorali e referendarie";347385;166013;"139021";"69674";"12016";"81907";41912
"EMILIA-ROMAGNA";"PARMA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";347385;166013;"140671";"70524";"10502";"103669";23054
"EMILIA-ROMAGNA";"PARMA";"3";"Elezione del Consiglio Superiore della Magistratura";347385;166013;"137500";"68883";"21257";"73064";38851
"EMILIA-ROMAGNA";"PARMA";"4";"Ordinamento giudiziario";347385;166013;"137908";"69083";"17455";"74490";42116
"EMILIA-ROMAGNA";"PARMA";"5";"Incarichi extragiudiziari dei magistrati";347385;166013;"138105";"69175";"16263";"84023";34349
"EMILIA-ROMAGNA";"PARMA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";347385;166013;"139178";"69674";"12672";"70343";53018
"LOMBARDIA";"PAVIA";"6";"Licenziamenti";428636;203166;"148558";"74341";"9182";"44894";90960
"LOMBARDIA";"PAVIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";428636;203166;"147554";"73823";"13941";"73899";55404
"LOMBARDIA";"PAVIA";"5";"Incarichi extragiudiziari dei magistrati";428636;203166;"146230";"73105";"19878";"87526";33410
"LOMBARDIA";"PAVIA";"4";"Ordinamento giudiziario";428636;203166;"146049";"73024";"21104";"80143";39081
"LOMBARDIA";"PAVIA";"3";"Elezione del Consiglio Superiore della Magistratura";428636;203166;"145724";"72843";"24486";"78207";36640
"LOMBARDIA";"PAVIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";428636;203166;"147897";"74040";"16083";"98677";27638
"LOMBARDIA";"PAVIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";428636;203166;"147135";"73624";"15274";"88750";38238
"UMBRIA";"PERUGIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";518739;249372;"191408";"99171";"11967";"142864";29874
"UMBRIA";"PERUGIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";518739;249372;"189015";"97828";"16480";"113009";54542
"UMBRIA";"PERUGIA";"6";"Licenziamenti";518739;249372;"191050";"98759";"10167";"61137";115640
"UMBRIA";"PERUGIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";518739;249372;"188789";"97543";"19231";"102155";62278
"UMBRIA";"PERUGIA";"5";"Incarichi extragiudiziari dei magistrati";518739;249372;"188191";"97201";"21736";"117090";43621
"UMBRIA";"PERUGIA";"3";"Elezione del Consiglio Superiore della Magistratura";518739;249372;"187435";"96911";"27314";"105486";48036
"UMBRIA";"PERUGIA";"4";"Ordinamento giudiziario";518739;249372;"188690";"96968";"22848";"105867";53464
"MARCHE";"PESARO E URBINO";"5";"Incarichi extragiudiziari dei magistrati";302150;146742;"117599";"60165";"11000";"60847";43470
"MARCHE";"PESARO E URBINO";"1";"Rimborso spese per consultazioni elettorali e referendarie";302150;146742;"119073";"60924";"9155";"60967";45696
"MARCHE";"PESARO E URBINO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";302150;146742;"117921";"60360";"9759";"54565";51421
"MARCHE";"PESARO E URBINO";"6";"Licenziamenti";302150;146742;"118627";"60723";"6386";"33375";77266
"MARCHE";"PESARO E URBINO";"4";"Ordinamento giudiziario";302150;146742;"118481";"60589";"12124";"55878";46794
"MARCHE";"PESARO E URBINO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";302150;146742;"119895";"61423";"7287";"93939";15189
"MARCHE";"PESARO E URBINO";"3";"Elezione del Consiglio Superiore della Magistratura";302150;146742;"118289";"60480";"13732";"52708";47937
"ABRUZZO";"PESCARA";"1";"Rimborso spese per consultazioni elettorali e referendarie";266384;128682;"86140";"44071";"7189";"57660";18719
