"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SCHEDE_BIANCHE"
"TOSCANA";"Pisa";"6";"Elezione Senato della Repubblica";324940;155066;"275966";"136446";"213895";49868;"8201"
"TOSCANA";"Pisa";"8";"Ministero turismo e spettacolo";324940;155066;"274749";"135756";"214309";43621;"12613"
"TOSCANA";"Pisa";"5";"Ministero delle partecipazioni statali";324940;155066;"274755";"135790";"233372";24994;"12149"
"TOSCANA";"Pisa";"1";"Competenze USL";324940;155066;"274888";"135812";"197886";61198;"11488"
"TOSCANA";"Pistoia";"8";"Ministero turismo e spettacolo";228094;108489;"189302";"92830";"148029";29404;"8349"
"TOSCANA";"Pistoia";"1";"Competenze USL";228094;108489;"189361";"92874";"140293";37377;"7923"
"TOSCANA";"Pistoia";"2";"Stupefacenti e sostanze  psicotrope";228094;108489;"189670";"93059";"108149";70536;"7113"
"SICILIA";"Ragusa";"5";"Ministero delle partecipazioni statali";235088;113550;"166176";"83580";"120335";22436;"10737"
"SICILIA";"Ragusa";"6";"Elezione Senato della Repubblica";235088;113550;"166348";"83679";"105499";38920;"8838"
"SICILIA";"Ragusa";"8";"Ministero turismo e spettacolo";235088;113550;"166180";"83583";"107917";35487;"10060"
"EMILIA ROM.";"Ravenna";"4";"Casse Risparmio e Monti Pieta'";304691;145969;"267691";"130935";"238592";17170;"8594"
"EMILIA ROM.";"Ravenna";"8";"Ministero turismo e spettacolo";304691;145969;"267534";"130806";"226397";29557;"8465"
"EMILIA ROM.";"Ravenna";"6";"Elezione Senato della Repubblica";304691;145969;"268269";"131284";"228498";30627;"6140"
"EMILIA ROM.";"Ravenna";"5";"Ministero delle partecipazioni statali";304691;145969;"267666";"130932";"239021";17270;"8157"
"EMILIA ROM.";"Ravenna";"3";"Finanziamento pubblico dei partiti";304691;145969;"267924";"131090";"238953";18974;"6980"
"EMILIA ROM.";"Ravenna";"2";"Stupefacenti e sostanze  psicotrope";304691;145969;"268070";"131171";"159744";97492;"7238"
"EMILIA ROM.";"Ravenna";"1";"Competenze USL";304691;145969;"267708";"130943";"202704";53662;"8015"
"EMILIA ROM.";"Ravenna";"7";"Ministero agricoltura e foreste";304691;145969;"268001";"131259";"190233";66481;"7832"
"CALABRIA";"Reggio Calabria";"5";"Ministero delle partecipazioni statali";500836;242413;"256585";"134820";"174641";45923;"22656"
"CALABRIA";"Reggio Calabria";"8";"Ministero turismo e spettacolo";500836;242413;"256571";"134703";"149450";72881;"21315"
"CALABRIA";"Reggio Calabria";"1";"Competenze USL";500836;242413;"257030";"135067";"167437";53329;"22306"
"CALABRIA";"Reggio Calabria";"2";"Stupefacenti e sostanze  psicotrope";500836;242413;"257209";"135241";"123043";99661;"20874"
"CALABRIA";"Reggio Calabria";"4";"Casse Risparmio e Monti Pieta'";500836;242413;"257001";"135025";"174093";45550;"23501"
"CALABRIA";"Reggio Calabria";"7";"Ministero agricoltura e foreste";500836;242413;"256911";"135014";"125951";96284;"21327"
"CALABRIA";"Reggio Calabria";"6";"Elezione Senato della Repubblica";500836;242413;"257133";"135226";"152708";66073;"19055"
"CALABRIA";"Reggio Calabria";"3";"Finanziamento pubblico dei partiti";500836;242413;"257216";"135179";"181525";40860;"21183"
"EMILIA ROM.";"Reggio Emilia";"3";"Finanziamento pubblico dei partiti";357125;171797;"315666";"154499";"281978";22144;"8502"
"EMILIA ROM.";"Reggio Emilia";"2";"Stupefacenti e sostanze  psicotrope";357125;171797;"315686";"154530";"181056";122248;"8930"
"EMILIA ROM.";"Reggio Emilia";"7";"Ministero agricoltura e foreste";357125;171797;"315507";"154509";"220535";82289;"9551"
"EMILIA ROM.";"Reggio Emilia";"1";"Competenze USL";357125;171797;"315655";"154557";"218387";84003;"9828"
"EMILIA ROM.";"Reggio Emilia";"6";"Elezione Senato della Repubblica";357125;171797;"316073";"154850";"266934";38300;"7859"
"EMILIA ROM.";"Reggio Emilia";"8";"Ministero turismo e spettacolo";357125;171797;"315365";"154421";"267868";34150;"10093"
"EMILIA ROM.";"Reggio Emilia";"5";"Ministero delle partecipazioni statali";357125;171797;"315431";"154439";"282926";19550;"9900"
"EMILIA ROM.";"Reggio Emilia";"4";"Casse Risparmio e Monti Pieta'";357125;171797;"315421";"154447";"281003";20727;"10393"
"LAZIO";"Rieti";"1";"Competenze USL";122684;59323;"97497";"48874";"69789";19157;"5297"
"LAZIO";"Rieti";"7";"Ministero agricoltura e foreste";122684;59323;"97503";"48894";"53211";36071;"4994"
"LAZIO";"Rieti";"2";"Stupefacenti e sostanze  psicotrope";122684;59323;"97602";"48942";"49100";40385;"4851"
"LAZIO";"Rieti";"4";"Casse Risparmio e Monti Pieta'";122684;59323;"97485";"48862";"74705";13986;"5513"
"LAZIO";"Rieti";"5";"Ministero delle partecipazioni statali";122684;59323;"97480";"48859";"75028";13906;"5416"
"LAZIO";"Rieti";"8";"Ministero turismo e spettacolo";122684;59323;"97471";"48860";"65309";24040;"5077"
"LAZIO";"Rieti";"6";"Elezione Senato della Repubblica";122684;59323;"97684";"48993";"68915";21144;"4530"
"LAZIO";"Rieti";"3";"Finanziamento pubblico dei partiti";122684;59323;"97574";"48924";"76960";12715;"4796"
"LAZIO";"Roma";"3";"Finanziamento pubblico dei partiti";3168404;1518521;"2554524";"1257394";"2228034";241077;"40021"
"LAZIO";"Roma";"8";"Ministero turismo e spettacolo";3168404;1518521;"2554738";"1256345";"1867303";598021;"49788"
"LAZIO";"Roma";"6";"Elezione Senato della Repubblica";3168404;1518521;"2563642";"1261540";"1999028";476893;"38214"
"LAZIO";"Roma";"7";"Ministero agricoltura e foreste";3168404;1518521;"2553526";"1255577";"1549187";915778;"49348"
"LAZIO";"Roma";"4";"Casse Risparmio e Monti Pieta'";3168404;1518521;"2537984";"1248314";"2198683";243504;"53707"
"LAZIO";"Roma";"2";"Stupefacenti e sostanze  psicotrope";3168404;1518521;"2556597";"1258461";"1357423";1132477;"42434"
"LAZIO";"Roma";"5";"Ministero delle partecipazioni statali";3168404;1518521;"2533939";"1246948";"2211140";251797;"49048"
"LAZIO";"Roma";"1";"Competenze USL";3168404;1518521;"2554240";"1257229";"2026613";402917;"50367"
"VENETO";"Rovigo";"7";"Ministero agricoltura e foreste";208710;100182;"184414";"90494";"129961";44554;"6559"
"VENETO";"Rovigo";"6";"Elezione Senato della Repubblica";208710;100182;"184628";"90629";"154516";21005;"5939"
"VENETO";"Rovigo";"8";"Ministero turismo e spettacolo";208710;100182;"184385";"90468";"151106";23182;"6773"
"VENETO";"Rovigo";"4";"Casse Risparmio e Monti Pieta'";208710;100182;"184370";"90465";"159924";14268;"6818"
"VENETO";"Rovigo";"3";"Finanziamento pubblico dei partiti";208710;100182;"184469";"90535";"161784";13155;"6295"
"VENETO";"Rovigo";"2";"Stupefacenti e sostanze  psicotrope";208710;100182;"184461";"90504";"101340";72908;"6614"
"VENETO";"Rovigo";"1";"Competenze USL";208710;100182;"184199";"90361";"152561";22005;"6483"
"VENETO";"Rovigo";"5";"Ministero delle partecipazioni statali";208710;100182;"184366";"90489";"161798";12399;"6777"
"CAMPANIA";"Salerno";"2";"Stupefacenti e sostanze  psicotrope";863705;420286;"594072";"301866";"289470";246686;"38509"
"CAMPANIA";"Salerno";"6";"Elezione Senato della Repubblica";863705;420286;"544517";"302987";"410792";128101;"37607"
"CAMPANIA";"Salerno";"5";"Ministero delle partecipazioni statali";863705;420286;"593852";"301677";"445694";88337;"42825"
"CAMPANIA";"Salerno";"4";"Casse Risparmio e Monti Pieta'";863705;420286;"593791";"301650";"442062";89473;"44378"
"CAMPANIA";"Salerno";"7";"Ministero agricoltura e foreste";863705;420286;"593769";"301750";"325037";210565;"40173"
"CAMPANIA";"Salerno";"8";"Ministero turismo e spettacolo";863705;420286;"593785";"301693";"380133";156306;"40343"
"CAMPANIA";"Salerno";"1";"Competenze USL";863705;420286;"574460";"291643";"427556";107443;"46378"
"CAMPANIA";"Salerno";"3";"Finanziamento pubblico dei partiti";863705;420286;"593966";"301777";"455139";81234;"40527"
"SARDEGNA";"Sassari";"2";"Stupefacenti e sostanze  psicotrope";374663;184354;"278737";"139636";"161646";105697;"6693"
"SARDEGNA";"Sassari";"3";"Finanziamento pubblico dei partiti";374663;184354;"278710";"139609";"241105";19680;"6500"
"SARDEGNA";"Sassari";"4";"Casse Risparmio e Monti Pieta'";374663;184354;"278523";"139507";"245864";20549;"8093"
"SARDEGNA";"Sassari";"5";"Ministero delle partecipazioni statali";374663;184354;"278494";"139510";"247036";20243;"7562"
"SARDEGNA";"Sassari";"7";"Ministero agricoltura e foreste";374663;184354;"278524";"139534";"199889";59825;"7084"
"SARDEGNA";"Sassari";"6";"Elezione Senato della Repubblica";374663;184354;"278865";"139748";"237804";31196;"6135"
"SARDEGNA";"Sassari";"8";"Ministero turismo e spettacolo";374663;184354;"278532";"139493";"229480";37905;"7196"
"SARDEGNA";"Sassari";"1";"Competenze USL";374663;184354;"278555";"139522";"238179";29200;"7199"
"LIGURIA";"Savona ";"8";"Ministero turismo e spettacolo";253855;119926;"210388";"102119";"173357";25186;"8114"
"LIGURIA";"Savona ";"4";"Casse Risparmio e Monti Pieta'";253855;119926;"210440";"102162";"183189";15219;"8096"
"LIGURIA";"Savona ";"7";"Ministero agricoltura e foreste";253855;119926;"210403";"102138";"150201";48987;"7478"
"LIGURIA";"Savona ";"6";"Elezione Senato della Repubblica";253855;119926;"210725";"102329";"172287";28252;"6460"
"LIGURIA";"Savona ";"1";"Competenze USL";253855;119926;"210455";"102160";"163557";35529;"7443"
"LIGURIA";"Savona ";"2";"Stupefacenti e sostanze  psicotrope";253855;119926;"210625";"102261";"107958";91422;"6870"
"LIGURIA";"Savona ";"3";"Finanziamento pubblico dei partiti";253855;119926;"210584";"102241";"185525";14922;"6307"
"LIGURIA";"Savona ";"5";"Ministero delle partecipazioni statali";253855;119926;"210406";"102146";"184446";14608;"7478"
"TOSCANA";"Siena";"1";"Competenze USL";215662;103385;"186726";"92339";"123235";51932;"8123"
"TOSCANA";"Siena";"3";"Finanziamento pubblico dei partiti";215662;103385;"186802";"92468";"161681";15877;"6605"
"TOSCANA";"Siena";"4";"Casse Risparmio e Monti Pieta'";215662;103385;"186565";"92307";"158184";16956;"8473"
"TOSCANA";"Siena";"5";"Ministero delle partecipazioni statali";215662;103385;"186567";"92313";"158178";17557;"7762"
"TOSCANA";"Siena";"7";"Ministero agricoltura e foreste";215662;103385;"186606";"92337";"125341";51112;"9523"
"TOSCANA";"Siena";"6";"Elezione Senato della Repubblica";215662;103385;"187030";"92594";"150230";28103;"5938"
"TOSCANA";"Siena";"8";"Ministero turismo e spettacolo";215662;103385;"186545";"92297";"147452";28209;"8050"
"TOSCANA";"Siena";"2";"Stupefacenti e sostanze  psicotrope";215662;103385;"186825";"92540";"113389";63351;"7058"
"SICILIA";"Siracusa";"6";"Elezione Senato della Repubblica";335497;164983;"215852";"110572";"139492";60904;"7698"
"SICILIA";"Siracusa";"8";"Ministero turismo e spettacolo";335497;164983;"215677";"110443";"149225";50145;"8994"
"SICILIA";"Siracusa";"1";"Competenze USL";335497;164983;"215692";"110536";"161822";37037;"9002"
"SICILIA";"Siracusa";"2";"Stupefacenti e sostanze  psicotrope";335497;164983;"215785";"110604";"112719";87086;"8283"
"SICILIA";"Siracusa";"3";"Finanziamento pubblico dei partiti";335497;164983;"215758";"110595";"171096";28633;"8491"
"SICILIA";"Siracusa";"4";"Casse Risparmio e Monti Pieta'";335497;164983;"215698";"110548";"166809";31115;"9921"
"SICILIA";"Siracusa";"5";"Ministero delle partecipazioni statali";335497;164983;"215679";"110527";"167889";30640;"9582"
"SICILIA";"Siracusa";"7";"Ministero agricoltura e foreste";335497;164983;"215681";"110529";"135661";63356;"9270"
"LOMBARDIA";"Sondrio";"2";"Stupefacenti e sostanze  psicotrope";148214;72271;"116478";"58080";"57507";52521;"4185"
"LOMBARDIA";"Sondrio";"1";"Competenze USL";148214;72271;"116338";"57999";"92262";18010;"4274"
"LOMBARDIA";"Sondrio";"3";"Finanziamento pubblico dei partiti";148214;72271;"116423";"58056";"103656";7156;"3916"
"LOMBARDIA";"Sondrio";"4";"Casse Risparmio e Monti Pieta'";148214;72271;"116637";"58304";"102124";7724;"4604"
"LOMBARDIA";"Sondrio";"5";"Ministero delle partecipazioni statali";148214;72271;"116337";"57995";"103601";6688;"4311"
"LOMBARDIA";"Sondrio";"6";"Elezione Senato della Repubblica";148214;72271;"116620";"58115";"100696";10297;"3811"
"LOMBARDIA";"Sondrio";"7";"Ministero agricoltura e foreste";148214;72271;"116334";"58003";"75898";34422;"4151"
"LOMBARDIA";"Sondrio";"8";"Ministero turismo e spettacolo";148214;72271;"116305";"57979";"99046";11071;"4480"
"PUGLIA";"Taranto";"3";"Finanziamento pubblico dei partiti";467472;227336;"343244";"175025";"275637";39989;"17199"
"PUGLIA";"Taranto";"2";"Stupefacenti e sostanze  psicotrope";467472;227336;"343746";"175214";"155413";161635;"15791"
"PUGLIA";"Taranto";"1";"Competenze USL";467472;227336;"343544";"175089";"257956";57379;"17197"
"PUGLIA";"Taranto";"5";"Ministero delle partecipazioni statali";467472;227336;"343753";"174994";"269849";44622;"19059"
"PUGLIA";"Taranto";"7";"Ministero agricoltura e foreste";467472;227336;"343109";"174805";"202360";112742;"17963"
"PUGLIA";"Taranto";"6";"Elezione Senato della Repubblica";467472;227336;"343806";"175231";"253837";64303;"15315"
"PUGLIA";"Taranto";"8";"Ministero turismo e spettacolo";467472;227336;"343033";"174737";"238060";76670;"17349"
"PUGLIA";"Taranto";"4";"Casse Risparmio e Monti Pieta'";467472;227336;"343402";"174002";"268491";45017;"18886"
"ABRUZZI";"Teramo";"1";"Competenze USL";244771;120421;"180688";"91548";"138781";25964;"10021"
"ABRUZZI";"Teramo";"8";"Ministero turismo e spettacolo";244771;120421;"180882";"91450";"132748";32056;"10347"
"ABRUZZI";"Teramo";"6";"Elezione Senato della Repubblica";244771;120421;"180721";"91428";"137059";29163;"8869"
"ABRUZZI";"Teramo";"7";"Ministero agricoltura e foreste";244771;120421;"180537";"91461";"115768";48699;"10509"
"ABRUZZI";"Teramo";"3";"Finanziamento pubblico dei partiti";244771;120421;"180710";"91512";"147500";17710;"9663"
"ABRUZZI";"Teramo";"4";"Casse Risparmio e Monti Pieta'";244771;120421;"180536";"91371";"144517";19305;"10720"
"ABRUZZI";"Teramo";"2";"Stupefacenti e sostanze  psicotrope";244771;120421;"180837";"91718";"100654";64508;"9538"
"ABRUZZI";"Teramo";"5";"Ministero delle partecipazioni statali";244771;120421;"180537";"91449";"146206";18366;"10748"
"UMBRIA";"Terni";"7";"Ministero agricoltura e foreste";191530;91746;"158798";"79299";"97888";52332;"5215"
"UMBRIA";"Terni";"1";"Competenze USL";191530;91746;"158860";"79304";"119341";30506;"5509"
"UMBRIA";"Terni";"2";"Stupefacenti e sostanze  psicotrope";191530;91746;"158947";"79392";"85704";64794;"4886"
"UMBRIA";"Terni";"3";"Finanziamento pubblico dei partiti";191530;91746;"159003";"79374";"135217";15533;"4805"
"UMBRIA";"Terni";"8";"Ministero turismo e spettacolo";191530;91746;"158876";"79378";"118428";31542;"5412"
"UMBRIA";"Terni";"5";"Ministero delle partecipazioni statali";191530;91746;"158785";"79292";"132914";17110;"5345"
"UMBRIA";"Terni";"6";"Elezione Senato della Repubblica";191530;91746;"159075";"79467";"123802";27735;"4331"
"UMBRIA";"Terni";"4";"Casse Risparmio e Monti Pieta'";191530;91746;"158815";"79318";"133538";16062;"5622"
"PIEMONTE";"Torino";"3";"Finanziamento pubblico dei partiti";1897448;912041;"1577279";"774272";"1397463";120341;"32537"
"PIEMONTE";"Torino";"2";"Stupefacenti e sostanze  psicotrope";1897448;912041;"1578093";"774796";"822340";685587;"37173"
"PIEMONTE";"Torino";"1";"Competenze USL";1897448;912041;"1575312";"773218";"1258725";250062;"38360"
"PIEMONTE";"Torino";"6";"Elezione Senato della Repubblica";1897448;912041;"1578360";"774916";"1275303";239842;"34673"
"PIEMONTE";"Torino";"8";"Ministero turismo e spettacolo";1897448;912041;"1575670";"773326";"1300734";205306;"41742"
"PIEMONTE";"Torino";"5";"Ministero delle partecipazioni statali";1897448;912041;"1576146";"773632";"1391986";117171;"38931"
"PIEMONTE";"Torino";"7";"Ministero agricoltura e foreste";1897448;912041;"1575297";"773350";"1170990";336998;"39769"
"PIEMONTE";"Torino";"4";"Casse Risparmio e Monti Pieta'";1897448;912041;"1575974";"773478";"1384323";121337;"41415"
"SICILIA";"Trapani";"1";"Competenze USL";360943;173752;"235973";"120985";"161729";47011;"16808"
"SICILIA";"Trapani";"3";"Finanziamento pubblico dei partiti";360943;173752;"236091";"121070";"169880";37752;"16239"
"SICILIA";"Trapani";"4";"Casse Risparmio e Monti Pieta'";360943;173752;"235969";"120983";"164552";40719;"18001"
"SICILIA";"Trapani";"5";"Ministero delle partecipazioni statali";360943;173752;"235969";"120980";"160739";45424;"17742"
"SICILIA";"Trapani";"7";"Ministero agricoltura e foreste";360943;173752;"235964";"121027";"127713";80021;"16518"
"SICILIA";"Trapani";"6";"Elezione Senato della Repubblica";360943;173752;"236230";"121159";"143953";65222;"14745"
"SICILIA";"Trapani";"8";"Ministero turismo e spettacolo";360943;173752;"235811";"120820";"147703";59993;"16470"
"SICILIA";"Trapani";"2";"Stupefacenti e sostanze  psicotrope";360943;173752;"236247";"121174";"120681";87214;"15852"
"TRENTINO AA";"Trento";"3";"Finanziamento pubblico dei partiti";378694;182200;"318235";"155927";"280824";23002;"10007"
"TRENTINO AA";"Trento";"8";"Ministero turismo e spettacolo";378694;182200;"317586";"155615";"265126";36367;"11871"
"TRENTINO AA";"Trento";"7";"Ministero agricoltura e foreste";378694;182200;"317916";"155814";"210497";92379;"10565"
"TRENTINO AA";"Trento";"6";"Elezione Senato della Repubblica";378694;182200;"318631";"156175";"271958";49614;"9988"
"TRENTINO AA";"Trento";"4";"Casse Risparmio e Monti Pieta'";378694;182200;"317807";"155736";"277506";23808;"11705"
"TRENTINO AA";"Trento";"2";"Stupefacenti e sostanze  psicotrope";378694;182200;"318584";"156181";"161186";141806;"10136"
"TRENTINO AA";"Trento";"1";"Competenze USL";378694;182200;"317867";"155708";"262263";39435;"11344"
"TRENTINO AA";"Trento";"5";"Ministero delle partecipazioni statali";378694;182200;"317742";"155654";"280510";21221;"11557"
"VENETO";"Treviso";"4";"Casse Risparmio e Monti Pieta'";630405;304233;"545848";"266807";"497958";29526;"12720"
"VENETO";"Treviso";"1";"Competenze USL";630405;304233;"545794";"266769";"471465";56800;"12169"
"VENETO";"Treviso";"2";"Stupefacenti e sostanze  psicotrope";630405;304233;"546029";"266999";"285617";240837;"12382"
"VENETO";"Treviso";"3";"Finanziamento pubblico dei partiti";630405;304233;"546213";"266974";"501294";28695;"10886"
"VENETO";"Treviso";"7";"Ministero agricoltura e foreste";630405;304233;"545929";"266798";"404529";123765;"12395"
"VENETO";"Treviso";"6";"Elezione Senato della Repubblica";630405;304233;"546367";"267107";"480458";49670;"10919"
"VENETO";"Treviso";"8";"Ministero turismo e spettacolo";630405;304233;"545659";"266685";"472583";55209;"12543"
"VENETO";"Treviso";"5";"Ministero delle partecipazioni statali";630405;304233;"545817";"266794";"503068";25285;"12120"
"FRIULI V. G.";"Udine";"6";"Elezione Senato della Repubblica";468965;226461;"371786";"183284";"319851";40272;"7415"
"FRIULI V. G.";"Udine";"1";"Competenze USL";468965;226461;"370748";"182650";"305563";52362;"8785"
"FRIULI V. G.";"Udine";"2";"Stupefacenti e sostanze  psicotrope";468965;226461;"371451";"183107";"201892";156250;"8362"
"FRIULI V. G.";"Udine";"3";"Finanziamento pubblico dei partiti";468965;226461;"371599";"183272";"335674";23944;"7572"
"FRIULI V. G.";"Udine";"4";"Casse Risparmio e Monti Pieta'";468965;226461;"370982";"182853";"332854";24664;"9198"
"FRIULI V. G.";"Udine";"5";"Ministero delle partecipazioni statali";468965;226461;"371030";"182816";"336576";21715;"8678"
"FRIULI V. G.";"Udine";"7";"Ministero agricoltura e foreste";468965;226461;"371089";"182850";"264812";93787;"8275"
"FRIULI V. G.";"Udine";"8";"Ministero turismo e spettacolo";468965;226461;"371000";"182793";"318073";40077;"8775"
"LOMBARDIA";"Varese";"1";"Competenze USL";666666;318106;"567309";"275876";"469789";77850;"13053"
"LOMBARDIA";"Varese";"7";"Ministero agricoltura e foreste";666666;318106;"567224";"275748";"417043";130344;"13561"
"LOMBARDIA";"Varese";"6";"Elezione Senato della Repubblica";666666;318106;"568180";"276316";"489277";61208;"11365"
"LOMBARDIA";"Varese";"5";"Ministero delle partecipazioni statali";666666;318106;"567198";"275720";"513226";34291;"12543"
"LOMBARDIA";"Varese";"4";"Casse Risparmio e Monti Pieta'";666666;318106;"567268";"275756";"508926";37619;"14028"
"LOMBARDIA";"Varese";"3";"Finanziamento pubblico dei partiti";666666;318106;"567382";"285520";"510493";39389;"11367"
"LOMBARDIA";"Varese";"2";"Stupefacenti e sostanze  psicotrope";666666;318106;"567910";"276190";"284596";261943;"12685"
"LOMBARDIA";"Varese";"8";"Ministero turismo e spettacolo";666666;318106;"567141";"275692";"482820";64361;"13743"
"VENETO";"Venezia";"1";"Competenze USL";706407;339733;"612915";"299956";"509116";81993;"13681"
"VENETO";"Venezia";"6";"Elezione Senato della Repubblica";706407;339733;"613446";"300423";"521346";71838;"11993"
"VENETO";"Venezia";"2";"Stupefacenti e sostanze  psicotrope";706407;339733;"613329";"300174";"329981";260644;"13155"
"VENETO";"Venezia";"7";"Ministero agricoltura e foreste";706407;339733;"612562";"299992";"473088";117308;"14039"
"VENETO";"Venezia";"5";"Ministero delle partecipazioni statali";706407;339733;"612277";"299915";"556867";33967;"13937"
"VENETO";"Venezia";"8";"Ministero turismo e spettacolo";706407;339733;"612469";"299838";"530879";59784;"13834"
"VENETO";"Venezia";"3";"Finanziamento pubblico dei partiti";706407;339733;"612850";"299981";"556352";36745;"12150"
"VENETO";"Venezia";"4";"Casse Risparmio e Monti Pieta'";706407;339733;"612582";"299949";"554408";35354;"14179"
"PIEMONTE";"Vercelli";"8";"Ministero turismo e spettacolo";323813;153024;"276556";"133648";"226929";32154;"12244"
"PIEMONTE";"Vercelli";"1";"Competenze USL";323813;153024;"276619";"133677";"217996";41551;"11733"
"PIEMONTE";"Vercelli";"2";"Stupefacenti e sostanze  psicotrope";323813;153024;"276807";"133784";"145524";113882;"11501"
"PIEMONTE";"Vercelli";"3";"Finanziamento pubblico dei partiti";323813;153024;"276815";"133791";"241083";19501;"10670"
"PIEMONTE";"Vercelli";"4";"Casse Risparmio e Monti Pieta'";323813;153024;"276646";"133673";"239212";19642;"12418"
"PIEMONTE";"Vercelli";"5";"Ministero delle partecipazioni statali";323813;153024;"276624";"133666";"240973";18298;"12103"
"PIEMONTE";"Vercelli";"6";"Elezione Senato della Repubblica";323813;153024;"276983";"133889";"229415";31762;"10492"
"PIEMONTE";"Vercelli";"7";"Ministero agricoltura e foreste";323813;153024;"276594";"133645";"200401";59271;"11745"
"VENETO";"Verona";"5";"Ministero delle partecipazioni statali";643172;309498;"578705";"283246";"525178";31375;"15973"
"VENETO";"Verona";"2";"Stupefacenti e sostanze  psicotrope";643172;309498;"579147";"283324";"295140";260618;"15447"
"VENETO";"Verona";"3";"Finanziamento pubblico dei partiti";643172;309498;"579070";"283296";"523308";35302;"14523"
"VENETO";"Verona";"4";"Casse Risparmio e Monti Pieta'";643172;309498;"578617";"283102";"519708";36043;"16765"
"VENETO";"Verona";"8";"Ministero turismo e spettacolo";643172;309498;"579188";"283260";"496535";59356;"16431"
"VENETO";"Verona";"6";"Elezione Senato della Repubblica";643172;309498;"579368";"283560";"493853";64901;"14286"
"VENETO";"Verona";"7";"Ministero agricoltura e foreste";643172;309498;"578798";"283072";"427377";128812;"16075"
"VENETO";"Verona";"1";"Competenze USL";643172;309498;"578226";"282845";"487516";68235;"15742"
