"COLLEGIO";"COMUNE";"ELETTORI_TOTALI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA";"ELETTO";"COGNOME";"NOME";"SESSO"
"VALLE D'AOSTA";"CHAMPDEPRAZ";555;275;477;245;15;"UNIONE DI CENTRO";1,00;"N";"BRINGHEN";"LUCA";"M"
"VALLE D'AOSTA";"CHAMPDEPRAZ";555;275;477;245;15;"CASAPOUND ITALIA";2,00;"N";"LADU";"ANDREA";"M"
"VALLE D'AOSTA";"CHAMPDEPRAZ";555;275;477;245;15;"LEGA NORD";3,00;"N";"SPELGATTI";"NICOLETTA";"F"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"UNION VALDOTAINE PROGRESSISTE";81,00;"N";"VIERIN";"LAURENT";"M"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"FRATELLI D'ITALIA";4,00;"N";"MELONI";"GIORGIA";"F"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";41,00;"N";"COGNETTA";"ROBERTO UGO MASSIMO";"M"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"AUTONOMIE LIBERTE' DEMOCRATIE";48,00;"N";"GUICHARDAZ";"JEAN PIERRE";"M"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"NATION VAL D'OUTA";0,00;"N";"CAMPION";"EROS";"M"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"FARE PER FERMARE IL DECLINO";1,00;"N";"BUILLET";"FABRIZIO";"M"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"VALLEE D'AOSTE";63,00;"E";"MARGUERETTAZ";"RUDI FRANCO";"M"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"UNIONE DI CENTRO";2,00;"N";"BRINGHEN";"LUCA";"M"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"CASAPOUND ITALIA";0,00;"N";"LADU";"ANDREA";"M"
"VALLE D'AOSTA";"CHAMPORCHER";346;182;250;134;0;"LEGA NORD";5,00;"N";"SPELGATTI";"NICOLETTA";"F"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"UNION VALDOTAINE PROGRESSISTE";377,00;"N";"VIERIN";"LAURENT";"M"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"FRATELLI D'ITALIA";43,00;"N";"MELONI";"GIORGIA";"F"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";315,00;"N";"COGNETTA";"ROBERTO UGO MASSIMO";"M"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"AUTONOMIE LIBERTE' DEMOCRATIE";273,00;"N";"GUICHARDAZ";"JEAN PIERRE";"M"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"NATION VAL D'OUTA";2,00;"N";"CAMPION";"EROS";"M"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"FARE PER FERMARE IL DECLINO";25,00;"N";"BUILLET";"FABRIZIO";"M"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"VALLEE D'AOSTE";331,00;"E";"MARGUERETTAZ";"RUDI FRANCO";"M"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"UNIONE DI CENTRO";22,00;"N";"BRINGHEN";"LUCA";"M"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"CASAPOUND ITALIA";7,00;"N";"LADU";"ANDREA";"M"
"VALLE D'AOSTA";"CHARVENSOD";1950;984;1522;768;41;"LEGA NORD";35,00;"N";"SPELGATTI";"NICOLETTA";"F"
"VALLE D'AOSTA";"CHATILLON";3802;1846;3010;1472;69;"UNION VALDOTAINE PROGRESSISTE";746,00;"N";"VIERIN";"LAURENT";"M"
"VALLE D'AOSTA";"CHATILLON";3802;1846;3010;1472;69;"FRATELLI D'ITALIA";110,00;"N";"MELONI";"GIORGIA";"F"
"VALLE D'AOSTA";"CHATILLON";3802;1846;3010;1472;69;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";560,00;"N";"COGNETTA";"ROBERTO UGO MASSIMO";"M"
"VALLE D'AOSTA";"CHATILLON";3802;1846;3010;1472;69;"AUTONOMIE LIBERTE' DEMOCRATIE";491,00;"N";"GUICHARDAZ";"JEAN PIERRE";"M"
"VALLE D'AOSTA";"CHATILLON";3802;1846;3010;1472;69;"NATION VAL D'OUTA";10,00;"N";"CAMPION";"EROS";"M"
"VALLE D'AOSTA";"CHATILLON";3802;1846;3010;1472;69;"FARE PER FERMARE IL DECLINO";25,00;"N";"BUILLET";"FABRIZIO";"M"
