year,LISTA,VOTI_LISTA,VOTANTI,PERCENTUALE
1976,DC-RV-UV-UVP-PRI,24080.0,36717719.0,0.07
1976,DEM.POP-UVP M.REG,20210.0,36717719.0,0.06
1976,NPP,10904.0,36717719.0,0.03
1976,UNIONE SLOVENA,8196.0,36717719.0,0.02
1976,TIROL.,7466.0,36717719.0,0.02
1976,POE,5436.0,36717719.0,0.01
1976,MOV.IND.TLT,4547.0,36717719.0,0.01
1976,P.DEM.,2795.0,36717719.0,0.01
1976,PART.SIN.DEM.,1760.0,36717719.0,0.0
1976,PART.BEN.CIV.,1299.0,36717719.0,0.0
1972,DC,12913522.0,33404397.0,38.66
1972,PCI,9069992.0,33404397.0,27.15
1972,PSI,3208408.0,33404397.0,9.6
1972,MSI,2894647.0,33404397.0,8.67
1972,PSDI,1717408.0,33404397.0,5.14
1972,PLI,1300106.0,33404397.0,3.89
1972,PRI,954181.0,33404397.0,2.86
1972,PSIUP,648802.0,33404397.0,1.94
1972,MANIFESTO,224297.0,33404397.0,0.67
1972,PPST,153674.0,33404397.0,0.46
1972,MOV.POL.LAV.,120236.0,33404397.0,0.36
1972,PC(MARX-LEN)IT,86026.0,33404397.0,0.26
1972,DC-UV-RV-PSDI,34083.0,33404397.0,0.1
1972,DEM.POP.,28886.0,33404397.0,0.09
1972,PAPI,15304.0,33404397.0,0.05
1972,STELLA ROSSA-R.S.,9108.0,33404397.0,0.03
1972,AZ.CR.POP.,9068.0,33404397.0,0.03
1972,RINN.DEM.NAZ.,5893.0,33404397.0,0.02
1972,PCS (MARX.-LEN.),2958.0,33404397.0,0.01
1972,FR.NAZ.SIC.,2884.0,33404397.0,0.01
1972,UN.FORZE DEM.,2191.0,33404397.0,0.01
1972,PART.AGRICOLTORI,1706.0,33404397.0,0.01
1972,FR.UOMO QUALUNQUE,1017.0,33404397.0,0.0
1968,DC,12439939.0,31800100.0,39.12
1968,PCI,8557077.0,31800100.0,26.91
1968,PSU,4604395.0,31800100.0,14.48
1968,PLI,1850817.0,31800100.0,5.82
1968,PSIUP,1414971.0,31800100.0,4.45
1968,MSI,1414201.0,31800100.0,4.45
1968,PRI,626542.0,31800100.0,1.97
1968,PDIUM,414529.0,31800100.0,1.3
1968,PPST,152991.0,31800100.0,0.48
1968,SOCIALDEMOCRAZIA,100323.0,31800100.0,0.32
1968,NUOVA REPUBBLICA,63402.0,31800100.0,0.2
1968,PAPI,41716.0,31800100.0,0.13
1968,UV,31457.0,31800100.0,0.1
1968,PS D'AZ.,27228.0,31800100.0,0.09
1968,PART.MON.NAZ.,18883.0,31800100.0,0.06
1968,MOV.SOC.,6551.0,31800100.0,0.02
1968,UNIONE SLOVENA,6142.0,31800100.0,0.02
1968,PST.PROG.SOC.,5740.0,31800100.0,0.02
1968,UN.NAZ.SAL.PUB.,3697.0,31800100.0,0.01
1968,"RAG.VOL.""T""",3158.0,31800100.0,0.01
1968,PART.ORD.ECON.,3013.0,31800100.0,0.01
1968,PART.DEM.PROG.,2208.0,31800100.0,0.01
1968,PART.AGRICOLTORI,2061.0,31800100.0,0.01
1968,RAGGR.ITAL.,1807.0,31800100.0,0.01
1968,P.COM.RIVOL.,1798.0,31800100.0,0.01
1968,P.RAD,1540.0,31800100.0,0.0
1968,RIS.POP.,1196.0,31800100.0,0.0
1968,SACRO IDEAL.MONDO,1126.0,31800100.0,0.0
1968,P.PROG.UNSIPO,1068.0,31800100.0,0.0
1968,PART.NAZ.MUT.COMB.IT,524.0,31800100.0,0.0
1963,DC,11773446.0,30751940.0,38.29
1963,PCI,7767083.0,30751940.0,25.26
1963,PSI,4255931.0,30751940.0,13.84
1963,PLI,2143706.0,30751940.0,6.97
1963,PSDI,1876167.0,30751940.0,6.1
1963,MSI,1570232.0,30751940.0,5.11
1963,PDIUM,536851.0,30751940.0,1.75
1963,PRI,420210.0,30751940.0,1.37
1963,PPST,135457.0,30751940.0,0.44
1963,CONC.UNITA'RURALE,92222.0,30751940.0,0.3
1963,PAPI,87655.0,30751940.0,0.29
1963,UV,31844.0,30751940.0,0.1
1963,M.COMB.IT-FR.RIN.NAZ,19935.0,30751940.0,0.06
1963,MOV.POL.CATT.IT.,7220.0,30751940.0,0.02
1963,PART.SOC.CRIST.,6873.0,30751940.0,0.02
1963,PART.MON.NAZ.,6472.0,30751940.0,0.02
1963,L.UNIT.SLOV.,5679.0,30751940.0,0.02
1963,MOV.IND.TLT,4261.0,30751940.0,0.01
1963,UN.NAZ.SAL.PUB.,2926.0,30751940.0,0.01
1963,MOV.COLT.E SAL.,2685.0,30751940.0,0.01
1963,RINN.SOC.,1750.0,30751940.0,0.01
1963,MOV.POP.IT.,1621.0,30751940.0,0.01
1963,AV.NAZ.,959.0,30751940.0,0.0
1963,PART.LAB.IT.,755.0,30751940.0,0.0
1958,DC,12519077.0,29558300.0,42.35
1958,PCI,6704349.0,29558300.0,22.68
1958,PSI,4206507.0,29558300.0,14.23
1958,MSI,1407633.0,29558300.0,4.76
1958,PSDI,1345259.0,29558300.0,4.55
1958,PLI,1047039.0,29558300.0,3.54
1958,P.MONARCHICO POP.,776912.0,29558300.0,2.63
1958,P.NAZ.MONARCHICO,659923.0,29558300.0,2.23
1958,PRI-P.RAD.,405776.0,29558300.0,1.37
1958,COMUNITA',173128.0,29558300.0,0.59
1958,PPST,135491.0,29558300.0,0.46
1958,MOVIM.AUT.REG.-M.A.R.P.,70579.0,29558300.0,0.24
1958,UV,30596.0,29558300.0,0.1
1958,P.CAT.RIS.NAZ.CPI,15928.0,29558300.0,0.05
1958,FED.AUT.SOCIALDEM.IT,9332.0,29558300.0,0.03
1958,P.NAZIONALE LAVORO,7183.0,29558300.0,0.02
1958,AUT.PIEMONT-MOV.VIL.,6955.0,29558300.0,0.02
1958,UNIONE TRIESTINA,6661.0,29558300.0,0.02
1958,FR.DELL'INDIPENDENZA,6305.0,29558300.0,0.02
1958,MOV.PRO PENSIONATI,4985.0,29558300.0,0.02
1958,FR.UNICO SOLDATO IT.,4171.0,29558300.0,0.01
1958,CONC.EUROPEA DEMOC.,4133.0,29558300.0,0.01
1958,MOV.INDIP.DIVORZISTI,3955.0,29558300.0,0.01
1958,P.SOC.SICILIANO,3136.0,29558300.0,0.01
1958,MOV.NAZIONALE IT.,1499.0,29558300.0,0.01
1958,MOV.AZIONE-RINNOVAM.,752.0,29558300.0,0.0
1958,MOV.ECONOMICO IT.SOC,571.0,29558300.0,0.0
1958,P.IT.MUT.INV.GUERRA,465.0,29558300.0,0.0
1953,DC,12519077.0,29558300.0,42.35
1953,PCI,6704349.0,29558300.0,22.68
1953,PSI,4206507.0,29558300.0,14.23
1953,MSI,1407633.0,29558300.0,4.76
1953,PSDI,1345259.0,29558300.0,4.55
1953,PLI,1047039.0,29558300.0,3.54
1953,P.MONARCHICO POP.,776912.0,29558300.0,2.63
1953,P.NAZ.MONARCHICO,659923.0,29558300.0,2.23
1953,PRI-P.RAD.,405776.0,29558300.0,1.37
1953,COMUNITA',173128.0,29558300.0,0.59
1953,PPST,135491.0,29558300.0,0.46
1953,MOVIM.AUT.REG.-M.A.R.P.,70579.0,29558300.0,0.24
1953,UV,30596.0,29558300.0,0.1
1953,P.CAT.RIS.NAZ.CPI,15928.0,29558300.0,0.05
1953,FED.AUT.SOCIALDEM.IT,9332.0,29558300.0,0.03
1953,P.NAZIONALE LAVORO,7183.0,29558300.0,0.02
1953,AUT.PIEMONT-MOV.VIL.,6955.0,29558300.0,0.02
1953,UNIONE TRIESTINA,6661.0,29558300.0,0.02
1953,FR.DELL'INDIPENDENZA,6305.0,29558300.0,0.02
1953,MOV.PRO PENSIONATI,4985.0,29558300.0,0.02
1953,FR.UNICO SOLDATO IT.,4171.0,29558300.0,0.01
1953,CONC.EUROPEA DEMOC.,4133.0,29558300.0,0.01
1953,MOV.INDIP.DIVORZISTI,3955.0,29558300.0,0.01
1953,P.SOC.SICILIANO,3136.0,29558300.0,0.01
1953,MOV.NAZIONALE IT.,1499.0,29558300.0,0.01
1953,MOV.AZIONE-RINNOVAM.,752.0,29558300.0,0.0
1953,MOV.ECONOMICO IT.SOC,571.0,29558300.0,0.0
1953,P.IT.MUT.INV.GUERRA,465.0,29558300.0,0.0
1948,DC,12694319.0,26184159.0,48.48
1948,FR.DEMOCR.POPOLARE,8112042.0,26184159.0,30.98
1948,UNITA' SOCIALISTA,1852689.0,26184159.0,7.08
1948,BLOCCO NAZIONALE,1002454.0,26184159.0,3.83
1948,P.NAZ.MON.ALL.D.LAV.,728576.0,26184159.0,2.78
1948,PRI,650783.0,26184159.0,2.49
1948,MSI,526089.0,26184159.0,2.01
1948,PPST-PPTT,124253.0,26184159.0,0.47
1948,P.CONTADINI D'ITALIA,94742.0,26184159.0,0.36
1948,PARTITO CRISTIANO SOCIALE,72369.0,26184159.0,0.28
1948,PS D'AZ.,61928.0,26184159.0,0.24
1948,MOV.NAZ.DEM.SOC.,56096.0,26184159.0,0.21
1948,UN.MOV.FEDERALISTI,50798.0,26184159.0,0.19
1948,BLOCCO POP.UNIONISTA,35585.0,26184159.0,0.14
1948,ALTRE LISTE,22513.0,26184159.0,0.09
1948,PC.INTERNAZIONALISTA,20733.0,26184159.0,0.08
1948,FR.DEM.PROG.REPUB.,14482.0,26184159.0,0.06
1948,CONC.NAZ.COMBAT.UNIT,10140.0,26184159.0,0.04
1948,P.DEMOLABURISTA IT.,8133.0,26184159.0,0.03
1948,P.INDIPENDENTE CONTADINI,6733.0,26184159.0,0.03
1948,P.DEM.IND.PENSIONATI,5280.0,26184159.0,0.02
1948,AS.NAZ.CONG.DIS.GUER,3707.0,26184159.0,0.01
1948,P.PATRIA E LIBERTA',3178.0,26184159.0,0.01
1948,FR.DEGLI ITALIANI,3003.0,26184159.0,0.01
1948,CONC.RUR.IND.AOSTA,2906.0,26184159.0,0.01
1948,GR.POL.LA DESTRA,2830.0,26184159.0,0.01
1948,FR.ANTIBOLSCEVICO IT,2756.0,26184159.0,0.01
1948,UN.SOCIAL.INDIP.,2637.0,26184159.0,0.01
1948,RAGGRUP.POP.ITALIANO,2191.0,26184159.0,0.01
1948,MAGLIO,1642.0,26184159.0,0.01
1948,CONF.IT.LIBERI SIND.,1531.0,26184159.0,0.01
1948,MOV.UNITA'D'IT.,1524.0,26184159.0,0.01
1948,FR.UN.ANTICOM.RIS.N.,1444.0,26184159.0,0.01
1948,M.NAZ.SIN.DAN.GUERRA,1179.0,26184159.0,0.0
1948,LEGA SARDA,1117.0,26184159.0,0.0
1948,M.CAT.IND.PAX JUSTIT,961.0,26184159.0,0.0
1948,P.ESISTENZIALISTA IT,816.0,26184159.0,0.0
