"COLLEGIO";"COMUNE";"ELETTORI_TOTALI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA";"ELETTO";"COGNOME";"NOME";"SESSO"
"VALLE D'AOSTA";"DONNAS";2196;1071;1880;947;55;"PARTITO PENSIONATI";28,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"DONNAS";2196;1071;1880;947;55;"LEGA NORD V.D'AOSTE";41,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"DONNAS";2196;1071;1880;947;55;"AUT.LIB. DEMOCRATIE";890,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"DOUES";339;169;283;145;12;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"DOUES";339;169;283;145;12;"VALLEE D'AOSTE";161,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"DOUES";339;169;283;145;12;"ALTERNATIVA SOCIALE MUSSOLINI";1,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"DOUES";339;169;283;145;12;"UNIONE DI CENTRO";4,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"DOUES";339;169;283;145;12;"FI-AN";19,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"DOUES";339;169;283;145;12;"PARTITO PENSIONATI";1,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"DOUES";339;169;283;145;12;"LEGA NORD V.D'AOSTE";2,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"DOUES";339;169;283;145;12;"AUT.LIB. DEMOCRATIE";75,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"OLLOMONT";143;74;118;64;3;"UNIONE DI CENTRO";0,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"OLLOMONT";143;74;118;64;3;"FI-AN";13,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"OLLOMONT";143;74;118;64;3;"PARTITO PENSIONATI";0,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"OLLOMONT";143;74;118;64;3;"LEGA NORD V.D'AOSTE";1,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"OLLOMONT";143;74;118;64;3;"AUT.LIB. DEMOCRATIE";67,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"OYACE";182;96;164;86;3;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"OYACE";182;96;164;86;3;"VALLEE D'AOSTE";80,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"OYACE";182;96;164;86;3;"ALTERNATIVA SOCIALE MUSSOLINI";2,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"OYACE";182;96;164;86;3;"UNIONE DI CENTRO";1,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"OYACE";182;96;164;86;3;"FI-AN";4,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"OYACE";182;96;164;86;3;"PARTITO PENSIONATI";1,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"OYACE";182;96;164;86;3;"LEGA NORD V.D'AOSTE";0,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"OYACE";182;96;164;86;3;"AUT.LIB. DEMOCRATIE";64,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"PERLOZ";396;195;331;163;9;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"PERLOZ";396;195;331;163;9;"VALLEE D'AOSTE";102,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"PERLOZ";396;195;331;163;9;"ALTERNATIVA SOCIALE MUSSOLINI";2,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"PERLOZ";396;195;331;163;9;"UNIONE DI CENTRO";3,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"PERLOZ";396;195;331;163;9;"FI-AN";25,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"PERLOZ";396;195;331;163;9;"PARTITO PENSIONATI";0,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"PERLOZ";396;195;331;163;9;"LEGA NORD V.D'AOSTE";9,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"PERLOZ";396;195;331;163;9;"AUT.LIB. DEMOCRATIE";170,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"POLLEIN";1149;586;1004;510;31;"FIAMMA TRICOLORE";1,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"POLLEIN";1149;586;1004;510;31;"VALLEE D'AOSTE";538,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"POLLEIN";1149;586;1004;510;31;"ALTERNATIVA SOCIALE MUSSOLINI";12,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"POLLEIN";1149;586;1004;510;31;"UNIONE DI CENTRO";10,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"POLLEIN";1149;586;1004;510;31;"FI-AN";111,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"POLLEIN";1149;586;1004;510;31;"PARTITO PENSIONATI";6,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"POLLEIN";1149;586;1004;510;31;"LEGA NORD V.D'AOSTE";22,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"POLLEIN";1149;586;1004;510;31;"AUT.LIB. DEMOCRATIE";240,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"PONTBOSET";150;73;132;68;5;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"PONTBOSET";150;73;132;68;5;"VALLEE D'AOSTE";67,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"PONTBOSET";150;73;132;68;5;"ALTERNATIVA SOCIALE MUSSOLINI";1,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"PONTBOSET";150;73;132;68;5;"UNIONE DI CENTRO";0,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"PONTBOSET";150;73;132;68;5;"FI-AN";12,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"PONTBOSET";150;73;132;68;5;"PARTITO PENSIONATI";0,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"PONTBOSET";150;73;132;68;5;"LEGA NORD V.D'AOSTE";2,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"PONTBOSET";150;73;132;68;5;"AUT.LIB. DEMOCRATIE";42,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"PONTEY";597;294;509;255;19;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"PONTEY";597;294;509;255;19;"VALLEE D'AOSTE";172,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"PONTEY";597;294;509;255;19;"ALTERNATIVA SOCIALE MUSSOLINI";8,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"PONTEY";597;294;509;255;19;"UNIONE DI CENTRO";12,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"PONTEY";597;294;509;255;19;"FI-AN";70,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"PONTEY";597;294;509;255;19;"PARTITO PENSIONATI";11,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"PONTEY";597;294;509;255;19;"LEGA NORD V.D'AOSTE";6,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"PONTEY";597;294;509;255;19;"AUT.LIB. DEMOCRATIE";191,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"PONT-SAINT-MARTIN";3260;1584;2765;1361;58;"FIAMMA TRICOLORE";28,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"PONT-SAINT-MARTIN";3260;1584;2765;1361;58;"VALLEE D'AOSTE";914,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"PONT-SAINT-MARTIN";3260;1584;2765;1361;58;"ALTERNATIVA SOCIALE MUSSOLINI";55,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"PONT-SAINT-MARTIN";3260;1584;2765;1361;58;"UNIONE DI CENTRO";101,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"PONT-SAINT-MARTIN";3260;1584;2765;1361;58;"FI-AN";375,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"PONT-SAINT-MARTIN";3260;1584;2765;1361;58;"PARTITO PENSIONATI";37,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"PONT-SAINT-MARTIN";3260;1584;2765;1361;58;"LEGA NORD V.D'AOSTE";54,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"PONT-SAINT-MARTIN";3260;1584;2765;1361;58;"AUT.LIB. DEMOCRATIE";1039,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";759;381;637;325;22;"FIAMMA TRICOLORE";5,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";759;381;637;325;22;"VALLEE D'AOSTE";191,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";759;381;637;325;22;"ALTERNATIVA SOCIALE MUSSOLINI";10,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";759;381;637;325;22;"UNIONE DI CENTRO";27,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";759;381;637;325;22;"FI-AN";173,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";759;381;637;325;22;"PARTITO PENSIONATI";10,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";759;381;637;325;22;"LEGA NORD V.D'AOSTE";14,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";759;381;637;325;22;"AUT.LIB. DEMOCRATIE";168,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"QUART";2689;1350;2239;1154;71;"FIAMMA TRICOLORE";7,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"QUART";2689;1350;2239;1154;71;"VALLEE D'AOSTE";705,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"QUART";2689;1350;2239;1154;71;"ALTERNATIVA SOCIALE MUSSOLINI";36,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"QUART";2689;1350;2239;1154;71;"UNIONE DI CENTRO";75,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"QUART";2689;1350;2239;1154;71;"FI-AN";376,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"QUART";2689;1350;2239;1154;71;"PARTITO PENSIONATI";21,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"QUART";2689;1350;2239;1154;71;"LEGA NORD V.D'AOSTE";27,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"QUART";2689;1350;2239;1154;71;"AUT.LIB. DEMOCRATIE";845,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";95;55;88;51;5;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";95;55;88;51;5;"VALLEE D'AOSTE";9,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";95;55;88;51;5;"ALTERNATIVA SOCIALE MUSSOLINI";1,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";95;55;88;51;5;"UNIONE DI CENTRO";1,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";95;55;88;51;5;"FI-AN";6,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";95;55;88;51;5;"PARTITO PENSIONATI";1,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";95;55;88;51;5;"LEGA NORD V.D'AOSTE";0,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";95;55;88;51;5;"AUT.LIB. DEMOCRATIE";60,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";169;84;153;78;8;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";169;84;153;78;8;"VALLEE D'AOSTE";25,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";169;84;153;78;8;"ALTERNATIVA SOCIALE MUSSOLINI";1,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";169;84;153;78;8;"UNIONE DI CENTRO";1,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";169;84;153;78;8;"FI-AN";10,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";169;84;153;78;8;"PARTITO PENSIONATI";0,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";169;84;153;78;8;"LEGA NORD V.D'AOSTE";1,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";169;84;153;78;8;"AUT.LIB. DEMOCRATIE";103,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"ROISAN";735;360;603;297;29;"FIAMMA TRICOLORE";3,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"ROISAN";735;360;603;297;29;"VALLEE D'AOSTE";144,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"ROISAN";735;360;603;297;29;"ALTERNATIVA SOCIALE MUSSOLINI";13,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"ROISAN";735;360;603;297;29;"UNIONE DI CENTRO";7,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"ROISAN";735;360;603;297;29;"FI-AN";112,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"ROISAN";735;360;603;297;29;"PARTITO PENSIONATI";4,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"ROISAN";735;360;603;297;29;"LEGA NORD V.D'AOSTE";8,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"ROISAN";735;360;603;297;29;"AUT.LIB. DEMOCRATIE";263,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2571;1276;2207;1116;73;"FIAMMA TRICOLORE";9,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2571;1276;2207;1116;73;"VALLEE D'AOSTE";616,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2571;1276;2207;1116;73;"ALTERNATIVA SOCIALE MUSSOLINI";22,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2571;1276;2207;1116;73;"UNIONE DI CENTRO";40,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2571;1276;2207;1116;73;"FI-AN";295,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2571;1276;2207;1116;73;"PARTITO PENSIONATI";33,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2571;1276;2207;1116;73;"LEGA NORD V.D'AOSTE";25,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2571;1276;2207;1116;73;"AUT.LIB. DEMOCRATIE";1031,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"SAINT-DENIS";310;164;249;132;5;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"SAINT-DENIS";310;164;249;132;5;"VALLEE D'AOSTE";76,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"SAINT-DENIS";310;164;249;132;5;"ALTERNATIVA SOCIALE MUSSOLINI";4,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"SAINT-DENIS";310;164;249;132;5;"UNIONE DI CENTRO";7,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"SAINT-DENIS";310;164;249;132;5;"FI-AN";19,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"SAINT-DENIS";310;164;249;132;5;"PARTITO PENSIONATI";2,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"SAINT-DENIS";310;164;249;132;5;"LEGA NORD V.D'AOSTE";7,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"SAINT-DENIS";310;164;249;132;5;"AUT.LIB. DEMOCRATIE";120,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"SAINT-MARCEL";983;487;838;423;22;"FIAMMA TRICOLORE";4,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"SAINT-MARCEL";983;487;838;423;22;"VALLEE D'AOSTE";231,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"SAINT-MARCEL";983;487;838;423;22;"ALTERNATIVA SOCIALE MUSSOLINI";16,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"SAINT-MARCEL";983;487;838;423;22;"UNIONE DI CENTRO";14,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"SAINT-MARCEL";983;487;838;423;22;"FI-AN";96,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"SAINT-MARCEL";983;487;838;423;22;"PARTITO PENSIONATI";5,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"SAINT-MARCEL";983;487;838;423;22;"LEGA NORD V.D'AOSTE";8,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"SAINT-MARCEL";983;487;838;423;22;"AUT.LIB. DEMOCRATIE";420,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"SAINT-NICOLAS";252;128;207;113;5;"FIAMMA TRICOLORE";3,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"SAINT-NICOLAS";252;128;207;113;5;"VALLEE D'AOSTE";55,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"SAINT-NICOLAS";252;128;207;113;5;"ALTERNATIVA SOCIALE MUSSOLINI";3,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"SAINT-NICOLAS";252;128;207;113;5;"UNIONE DI CENTRO";4,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"SAINT-NICOLAS";252;128;207;113;5;"FI-AN";23,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"SAINT-NICOLAS";252;128;207;113;5;"PARTITO PENSIONATI";0,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"SAINT-NICOLAS";252;128;207;113;5;"LEGA NORD V.D'AOSTE";4,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"SAINT-NICOLAS";252;128;207;113;5;"AUT.LIB. DEMOCRATIE";106,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"SAINT-OYEN";164;71;143;64;6;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"SAINT-OYEN";164;71;143;64;6;"VALLEE D'AOSTE";53,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"SAINT-OYEN";164;71;143;64;6;"ALTERNATIVA SOCIALE MUSSOLINI";6,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"SAINT-OYEN";164;71;143;64;6;"UNIONE DI CENTRO";5,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"SAINT-OYEN";164;71;143;64;6;"FI-AN";10,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"SAINT-OYEN";164;71;143;64;6;"PARTITO PENSIONATI";0,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"SAINT-OYEN";164;71;143;64;6;"LEGA NORD V.D'AOSTE";0,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"SAINT-OYEN";164;71;143;64;6;"AUT.LIB. DEMOCRATIE";46,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"SAINT-PIERRE";2212;1106;1793;910;64;"FIAMMA TRICOLORE";7,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"SAINT-PIERRE";2212;1106;1793;910;64;"VALLEE D'AOSTE";443,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"SAINT-PIERRE";2212;1106;1793;910;64;"ALTERNATIVA SOCIALE MUSSOLINI";47,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"SAINT-PIERRE";2212;1106;1793;910;64;"UNIONE DI CENTRO";35,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"SAINT-PIERRE";2212;1106;1793;910;64;"FI-AN";303,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"SAINT-PIERRE";2212;1106;1793;910;64;"PARTITO PENSIONATI";19,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"SAINT-PIERRE";2212;1106;1793;910;64;"LEGA NORD V.D'AOSTE";45,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"SAINT-PIERRE";2212;1106;1793;910;64;"AUT.LIB. DEMOCRATIE";767,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";332;205;257;152;8;"FIAMMA TRICOLORE";2,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";332;205;257;152;8;"VALLEE D'AOSTE";123,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";332;205;257;152;8;"ALTERNATIVA SOCIALE MUSSOLINI";0,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";332;205;257;152;8;"UNIONE DI CENTRO";3,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"EMARESE";178;98;147;85;6;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"EMARESE";178;98;147;85;6;"VALLEE D'AOSTE";48,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"EMARESE";178;98;147;85;6;"ALTERNATIVA SOCIALE MUSSOLINI";2,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"EMARESE";178;98;147;85;6;"UNIONE DI CENTRO";9,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"EMARESE";178;98;147;85;6;"FI-AN";16,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"EMARESE";178;98;147;85;6;"PARTITO PENSIONATI";1,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"EMARESE";178;98;147;85;6;"LEGA NORD V.D'AOSTE";1,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"EMARESE";178;98;147;85;6;"AUT.LIB. DEMOCRATIE";61,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"ETROUBLES";376;194;311;160;11;"FIAMMA TRICOLORE";0,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"ETROUBLES";376;194;311;160;11;"VALLEE D'AOSTE";91,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"ETROUBLES";376;194;311;160;11;"ALTERNATIVA SOCIALE MUSSOLINI";4,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"ETROUBLES";376;194;311;160;11;"UNIONE DI CENTRO";7,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"ETROUBLES";376;194;311;160;11;"FI-AN";31,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"ETROUBLES";376;194;311;160;11;"PARTITO PENSIONATI";2,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"ETROUBLES";376;194;311;160;11;"LEGA NORD V.D'AOSTE";8,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"ETROUBLES";376;194;311;160;11;"AUT.LIB. DEMOCRATIE";149,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"FENIS";1377;685;1152;589;34;"FIAMMA TRICOLORE";3,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"FENIS";1377;685;1152;589;34;"VALLEE D'AOSTE";299,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"FENIS";1377;685;1152;589;34;"ALTERNATIVA SOCIALE MUSSOLINI";25,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"FENIS";1377;685;1152;589;34;"UNIONE DI CENTRO";18,00;"";"BRINGHEN";"Luca";"F"
"VALLE D'AOSTA";"FENIS";1377;685;1152;589;34;"FI-AN";112,00;"";"LATTANZI";"Massimo";"M"
"VALLE D'AOSTA";"FENIS";1377;685;1152;589;34;"PARTITO PENSIONATI";10,00;"";"BERTONE";"Marco";"M"
"VALLE D'AOSTA";"FENIS";1377;685;1152;589;34;"LEGA NORD V.D'AOSTE";17,00;"";"FALCO";"Vincenzo";"M"
"VALLE D'AOSTA";"FENIS";1377;685;1152;589;34;"AUT.LIB. DEMOCRATIE";585,00;"E";"NICCO";"ROBERTO";"M"
"VALLE D'AOSTA";"FONTAINEMORE";367;183;281;146;7;"FIAMMA TRICOLORE";1,00;"";"PIETRANTONIO";"Marcello";"M"
"VALLE D'AOSTA";"FONTAINEMORE";367;183;281;146;7;"VALLEE D'AOSTE";59,00;"";"VIERIN";"Marco";"M"
"VALLE D'AOSTA";"FONTAINEMORE";367;183;281;146;7;"ALTERNATIVA SOCIALE MUSSOLINI";5,00;"";"MUSSOLINI";"ALESSANDRA";"F"
"VALLE D'AOSTA";"FONTAINEMORE";367;183;281;146;7;"UNIONE DI CENTRO";7,00;"";"BRINGHEN";"Luca";"F"
