,year,LISTA,VOTI_LISTA,VOTANTI,PERCENTUALE,check
619,1948,P.NAZ.MON.ALL.D.LAV.,728576.0,26184159.0,2.78,altro
620,1948,PRI,650783.0,26184159.0,2.49,altro
621,1948,MSI,526089.0,26184159.0,2.01,altro
622,1948,PPST-PPTT,124253.0,26184159.0,0.47,altro
623,1948,P.CONTADINI D'ITALIA,94742.0,26184159.0,0.36,altro
624,1948,PARTITO CRISTIANO SOCIALE,72369.0,26184159.0,0.28,altro
625,1948,PS D'AZ.,61928.0,26184159.0,0.24,altro
626,1948,MOV.NAZ.DEM.SOC.,56096.0,26184159.0,0.21,altro
627,1948,UN.MOV.FEDERALISTI,50798.0,26184159.0,0.19,altro
628,1948,BLOCCO POP.UNIONISTA,35585.0,26184159.0,0.14,altro
629,1948,ALTRE LISTE,22513.0,26184159.0,0.09,altro
630,1948,PC.INTERNAZIONALISTA,20733.0,26184159.0,0.08,altro
631,1948,FR.DEM.PROG.REPUB.,14482.0,26184159.0,0.06,altro
632,1948,CONC.NAZ.COMBAT.UNIT,10140.0,26184159.0,0.04,altro
633,1948,P.DEMOLABURISTA IT.,8133.0,26184159.0,0.03,altro
634,1948,P.INDIPENDENTE CONTADINI,6733.0,26184159.0,0.03,altro
635,1948,P.DEM.IND.PENSIONATI,5280.0,26184159.0,0.02,altro
636,1948,AS.NAZ.CONG.DIS.GUER,3707.0,26184159.0,0.01,altro
637,1948,P.PATRIA E LIBERTA',3178.0,26184159.0,0.01,altro
638,1948,FR.DEGLI ITALIANI,3003.0,26184159.0,0.01,altro
639,1948,CONC.RUR.IND.AOSTA,2906.0,26184159.0,0.01,altro
640,1948,GR.POL.LA DESTRA,2830.0,26184159.0,0.01,altro
641,1948,FR.ANTIBOLSCEVICO IT,2756.0,26184159.0,0.01,altro
642,1948,UN.SOCIAL.INDIP.,2637.0,26184159.0,0.01,altro
643,1948,RAGGRUP.POP.ITALIANO,2191.0,26184159.0,0.01,altro
644,1948,MAGLIO,1642.0,26184159.0,0.01,altro
645,1948,CONF.IT.LIBERI SIND.,1531.0,26184159.0,0.01,altro
646,1948,MOV.UNITA'D'IT.,1524.0,26184159.0,0.01,altro
647,1948,FR.UN.ANTICOM.RIS.N.,1444.0,26184159.0,0.01,altro
648,1948,M.NAZ.SIN.DAN.GUERRA,1179.0,26184159.0,0.0,altro
649,1948,LEGA SARDA,1117.0,26184159.0,0.0,altro
650,1948,M.CAT.IND.PAX JUSTIT,961.0,26184159.0,0.0,altro
651,1948,P.ESISTENZIALISTA IT,816.0,26184159.0,0.0,altro
